Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season
146,Ryan Nall (DAL),2,8,4,7,0,0,0,0,0,0,0,0,8,0.8,0.1,0.1%,2019
72,Ryquell Armstead (JAC),35,108,3.1,16,0,0,14,24,144,10.3,2,0,16,51.2,3.2,0.3%,2019
122,Ryquell Armstead (JAC),15,80,5.3,26,0,0,3,4,16,5.3,0,0,2,12.6,6.3,0.3%,2021
65,Salvon Ahmed (MIA),75,319,4.3,31,0,3,11,14,61,5.5,0,0,6,69,11.5,0.3%,2020
88,Salvon Ahmed (MIA),54,149,2.8,16,0,0,12,19,117,9.8,0,0,11,38.6,3.5,0.3%,2021
60,Samaje Perine (CIN),55,246,4.5,46,0,1,27,31,196,7.3,1,0,15,83.2,5.5,5.4%,2021
67,Samaje Perine (CIN),63,301,4.8,46,0,3,11,12,66,6,0,0,16,65.7,4.1,5.4%,2020
124,Samaje Perine (CIN),8,32,4,11,0,0,3,4,5,1.7,0,0,5,6.7,1.3,5.4%,2018
136,Samaje Perine (CIN),5,16,3.2,9,0,0,0,0,0,0,0,0,7,1.6,0.2,5.4%,2019
171,Sandro Platzgummer (NYG),0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2021
1,Saquon Barkley (NYG),261,"1,307",5,78,16,11,91,121,721,7.9,4,0,16,385.8,24.1,98.7%,2018
10,Saquon Barkley (NYG),217,"1,003",4.6,68,8,6,52,73,438,8.4,2,0,13,244.1,18.8,98.7%,2019
30,Saquon Barkley (NYG),162,593,3.7,41,0,2,41,57,263,6.4,2,1,14,148.6,10.6,98.7%,2021
119,Saquon Barkley (NYG),19,34,1.8,18,0,0,6,9,60,10,0,0,2,15.4,7.7,98.7%,2020
145,Scottie Phillips (FA),6,13,2.2,4,0,0,2,3,9,4.5,0,0,3,4.2,1.4,0.0%,2021
146,Scottie Phillips (FA),2,9,4.5,5,0,0,1,1,7,7,0,0,8,2.6,0.3,0.0%,2020
138,Senorise Perry (FA),3,3,1,6,0,0,1,1,1,1,0,0,11,1.4,0.1,0.0%,2019
156,Senorise Perry (FA),2,9,4.5,6,0,0,0,0,0,0,0,0,7,0.9,0.1,0.0%,2020
345,Senorise Perry (FA),0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2018
186,Sewo Olonilua (FA),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2020
184,Sewo Olonilua (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
340,Shane Smith (FA),0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.1%,2018
126,Shaun Wilson (FA),6,29,4.8,9,0,0,3,5,5,1.7,0,0,5,6.4,1.3,0.0%,2018
31,Sony Michel (MIA),247,912,3.7,26,3,7,12,20,94,7.8,0,1,16,152.6,9.5,31.3%,2019
32,Sony Michel (MIA),208,845,4.1,39,0,4,21,33,128,6.1,1,1,17,146.3,8.6,31.3%,2021
35,Sony Michel (MIA),209,931,4.5,34,4,6,7,11,50,7.1,0,1,13,139.1,10.7,31.3%,2018
61,Sony Michel (MIA),79,449,5.7,48,0,1,7,9,114,16.3,1,0,9,75.3,8.4,31.3%,2020
203,Spencer Brown (CAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
63,Spencer Ware (FA),51,246,4.8,34,2,2,20,23,224,11.2,0,0,13,79,6.1,0.0%,2018
109,Spencer Ware (FA),17,51,3,6,0,0,5,7,22,4.4,0,0,3,12.3,4.1,0.0%,2019
105,Stevan Ridley (FA),29,80,2.8,12,0,1,3,4,18,6,0,2,10,14.8,1.5,0.0%,2018
284,Stevan Ridley (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
178,Sutton Smith (LV),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
112,T.J. Logan (FA),2,2,1,5,0,0,7,7,37,5.3,0,0,10,10.9,1.1,0.0%,2018
128,T.J. Logan (FA),3,10,3.3,6,0,0,2,3,13,6.5,0,0,12,4.3,0.4,0.0%,2019
22,T.J. Yeldon (FA),104,414,4,20,1,1,55,77,487,8.9,4,1,14,173.1,12.4,0.0%,2018
92,T.J. Yeldon (FA),17,63,3.7,12,0,0,13,15,124,9.5,0,1,6,29.7,5,0.0%,2019
116,T.J. Yeldon (FA),10,70,7,34,0,0,1,4,22,22,1,0,3,16.2,5.4,0.0%,2020
123,Taiwan Jones (BUF),9,40,4.4,11,0,0,1,1,9,9,0,0,11,5.9,0.5,0.0%,2019
305,Taiwan Jones (BUF),0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0.0%,2018
268,Taiwan Jones (BUF),0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0.0%,2020
247,Taiwan Jones (BUF),0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0%,2021
93,Taquan Mizzell (NYG),9,16,1.8,7,0,0,8,10,78,9.8,1,0,9,23.4,2.6,0.0%,2018
11,Tarik Cohen (FA),99,444,4.5,32,7,3,71,90,725,10.2,5,3,16,233.9,14.6,2.2%,2018
27,Tarik Cohen (FA),64,213,3.3,19,0,0,79,104,456,5.8,3,0,16,163.9,10.2,2.2%,2019
109,Tarik Cohen (FA),14,74,5.3,17,0,0,6,9,41,6.8,0,0,3,17.5,5.8,2.2%,2020
269,Tarik Cohen (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.2%,2021
18,Tevin Coleman (NYJ),167,800,4.8,65,8,4,32,44,276,8.6,5,0,16,193.6,12.1,1.0%,2018
39,Tevin Coleman (NYJ),137,544,4,48,4,6,21,30,180,8.6,1,0,14,135.4,9.7,1.0%,2019
76,Tevin Coleman (NYJ),84,356,4.2,20,0,0,11,16,49,4.5,0,0,11,51.5,4.7,1.0%,2021
123,Tevin Coleman (NYJ),28,53,1.9,12,0,0,4,5,34,8.5,0,0,8,12.7,1.6,1.0%,2020
43,Theo Riddick (FA),40,171,4.3,19,0,0,61,75,384,6.3,0,0,14,116.5,8.3,0.0%,2018
126,Theo Riddick (FA),6,14,2.3,11,0,0,5,6,43,8.6,0,0,5,10.7,2.1,0.0%,2020
344,Thomas Rawls (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2018
3,Todd Gurley II (FA),256,"1,251",4.9,36,11,17,59,81,580,9.8,4,1,14,372.1,26.6,0.2%,2018
14,Todd Gurley II (FA),223,857,3.8,25,5,12,31,49,207,6.7,2,2,15,219.4,14.6,0.2%,2019
29,Todd Gurley II (FA),195,678,3.5,35,0,9,25,35,164,6.6,0,0,15,163.2,10.9,0.2%,2020
114,Tommy Bohanon (FA),1,0,0,0,0,0,6,9,41,6.8,0,0,16,10.1,0.6,0.0%,2018
147,Tony Brooks-James (FA),8,7,0.9,8,0,0,0,0,0,0,0,0,3,0.7,0.2,0.0%,2019
158,Tony Brooks-James (FA),3,4,1.3,4,0,0,0,0,0,0,0,0,1,0.4,0.4,0.0%,2020
107,Tony Jones Jr. (NO),54,142,2.6,11,0,0,5,8,29,5.8,0,0,10,22.1,2.2,0.8%,2021
155,Tony Jones Jr. (NO),3,13,4.3,6,0,0,0,0,0,0,0,0,1,1.3,1.3,0.8%,2020
28,Tony Pollard (DAL),130,719,5.5,58,0,2,39,46,337,8.6,0,0,15,162.6,10.8,90.4%,2021
41,Tony Pollard (DAL),101,435,4.3,42,0,4,28,40,193,6.9,1,0,16,120.8,7.6,90.4%,2020
53,Tony Pollard (DAL),86,455,5.3,44,4,2,15,20,107,7.1,1,1,15,89.2,5.9,90.4%,2019
200,Tory Carter (TEN),0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0.0%,2021
113,Tra Carson (FA),18,48,2.7,12,0,0,4,4,18,4.5,0,0,4,10.6,2.7,0.0%,2019
325,Tra Carson (FA),0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2018
139,Travaris Cadet (FA),11,17,1.5,5,0,0,1,1,5,5,0,0,1,3.2,3.2,0.0%,2018
293,Travaris Cadet (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
69,Travis Homer (SEA),21,177,8.4,73,0,1,16,20,161,10.1,0,0,14,61.8,4.4,0.2%,2021
89,Travis Homer (SEA),25,88,3.5,12,0,0,9,10,90,10,1,0,9,32.8,3.6,0.2%,2020
95,Travis Homer (SEA),18,114,6.3,29,1,0,11,13,56,5.1,0,0,16,28,1.8,0.2%,2019
101,Trayveon Williams (CIN),26,157,6,55,0,0,5,5,30,6,0,1,10,21.7,2.2,0.1%,2020
133,Trayveon Williams (CIN),15,51,3.4,10,0,0,1,2,4,4,0,0,4,6.5,1.6,0.1%,2021
198,Trayveon Williams (CIN),0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.1%,2019
127,Tre Madden (FA),3,3,1,2,0,0,2,3,35,17.5,0,0,14,5.8,0.4,0.1%,2018
310,Tre Madden (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019
80,Trenton Cannon (TEN),38,113,3,21,1,1,17,25,144,8.5,0,0,16,48.7,3,0.2%,2018
133,Trenton Cannon (TEN),10,33,3.3,13,0,0,3,3,16,5.3,0,0,14,7.9,0.6,0.2%,2020
324,Trenton Cannon (TEN),0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.2%,2019
279,Trenton Cannon (TEN),3,4,1.3,3,0,0,0,0,0,0,0,1,10,-1.6,-0.2,0.2%,2021
195,Trevon Wesco (NYJ),1,2,2,2,0,0,2,3,47,23.5,0,0,16,0,0,0.1%,2019
176,Trevon Wesco (NYJ),1,0,0,0,0,0,1,2,5,5,0,0,12,0,0,0.1%,2020
175,Trevon Wesco (NYJ),0,0,0,0,0,0,3,5,35,11.7,0,0,8,0,0,0.1%,2021
98,Trey Edmunds (PIT),22,92,4.2,45,1,0,6,7,48,8,0,0,12,20,1.7,0.6%,2019
338,Trey Edmunds (PIT),0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.6%,2018
290,Trey Edmunds (PIT),0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.6%,2020
264,Trey Edmunds (PIT),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6%,2021
149,Trey Ragas (FA),1,9,9,9,0,0,2,2,6,3,0,0,1,3.5,3.5,0.0%,2021
99,Trey Sermon (SF),41,167,4.1,16,0,1,3,4,26,8.7,0,0,6,28.3,4.7,19.3%,2021
107,Troymaine Pope (FA),15,76,5.1,26,0,0,8,10,42,5.3,0,0,6,19.8,3.3,0.0%,2020
116,Troymaine Pope (FA),10,20,2,8,0,0,2,3,14,7,1,1,14,9.4,0.7,0.0%,2019
87,Ty'Son Williams (BAL),35,185,5.3,35,0,1,9,12,84,9.3,0,0,8,41.9,5.2,0.7%,2021
45,Ty Johnson (NYJ),61,238,3.9,24,0,2,34,55,372,10.9,2,1,15,117,7.8,1.1%,2021
69,Ty Johnson (NYJ),54,254,4.7,34,0,1,16,21,99,6.2,1,0,13,63.3,4.9,1.1%,2020
66,Ty Johnson (NYJ),63,273,4.3,40,1,0,24,31,109,4.5,0,1,16,60.2,3.8,1.1%,2019
66,Ty Montgomery (NE),41,188,4.6,16,0,1,25,40,235,9.4,0,1,13,71.2,5.5,0.1%,2018
87,Ty Montgomery (NE),32,103,3.2,15,0,0,13,17,90,6.9,0,0,16,32.3,2,0.1%,2019
97,Ty Montgomery (NE),15,44,2.9,9,0,0,16,26,95,5.9,0,0,14,29.9,2.1,0.1%,2021
118,Ty Montgomery (NE),19,101,5.3,36,0,0,3,6,27,9,0,0,6,15.8,2.6,0.1%,2020
96,Tyler Ervin (FA),13,67,5.2,21,0,0,11,15,84,7.6,0,0,8,26.1,3.3,0.0%,2020
125,Tyler Ervin (FA),0,0,0,0,0,0,3,4,35,11.7,0,0,9,6.5,0.7,0.0%,2018
129,Tyler Ervin (FA),1,10,10,10,0,0,2,4,11,5.5,0,0,10,4.1,0.4,0.0%,2019
33,Wayne Gallman Jr. (FA),147,682,4.6,60,0,6,21,27,114,5.4,0,0,15,136.6,9.1,0.1%,2020
77,Wayne Gallman Jr. (FA),29,110,3.8,22,1,2,11,16,102,9.3,1,1,10,48.2,4.8,0.1%,2019
81,Wayne Gallman Jr. (FA),51,176,3.5,9,0,1,14,22,89,6.4,0,1,15,44.5,3,0.1%,2018
119,Wayne Gallman Jr. (FA),28,104,3.7,17,0,0,1,3,21,21,0,0,9,13.5,1.5,0.1%,2021
42,Wendell Smallwood (FA),87,364,4.2,15,0,3,28,35,230,8.2,2,1,16,117.4,7.3,0.0%,2018
96,Wendell Smallwood (FA),22,81,3.7,17,0,0,9,13,64,7.1,0,0,15,23.5,1.6,0.0%,2019
130,Wendell Smallwood (FA),5,25,5,13,0,0,4,5,22,5.5,0,0,2,8.7,4.4,0.0%,2021
288,Wendell Smallwood (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020
102,Wes Hills (FA),10,21,2.1,15,0,2,2,2,1,0.5,0,0,1,16.2,16.2,0.1%,2019
196,Xavier Jones (FA),0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.1%,2020
94,Zach Line (FA),9,41,4.6,9,0,0,5,10,14,2.8,2,0,16,22.5,1.4,0.0%,2018
111,Zach Line (FA),7,20,2.9,5,0,0,6,10,36,6,0,0,12,11.6,1,0.0%,2019
77,Zach Zenner (FA),55,265,4.8,29,1,3,7,10,56,8,0,0,8,57.1,7.1,0.0%,2018
130,Zach Zenner (FA),3,-2,-0.7,1,0,0,2,3,19,9.5,0,0,6,3.7,0.6,0.0%,2019
51,Zack Moss (BUF),96,345,3.6,17,0,4,23,32,197,8.6,1,1,13,105.2,8.1,4.8%,2021
46,Zack Moss (BUF),112,481,4.3,31,0,4,14,18,95,6.8,1,0,13,101.6,7.8,4.8%,2020
