Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Sam Ficken (FA),3,3,100,54,0,0,1,1,1,1,1,1,13,13,0.1%,2019,16
2,Nick Folk (NE),3,3,100,51,0,1,1,0,1,1,1,1,12,12,66.2%,2019,16
3,Ka'imi Fairbairn (HOU),3,3,100,37,0,1,2,0,0,2,2,1,11,11,0.3%,2019,16
4,Matt Gay (LAR),2,3,66.7,50,0,0,0,1,1,2,2,1,11,11,78.3%,2019,16
5,Kai Forbath (LAR),3,3,100,49,0,0,1,2,0,0,0,1,11,11,3.0%,2019,16
6,Zane Gonzalez (CAR),2,3,66.7,46,0,1,0,1,0,3,3,1,10,10,0.5%,2019,16
7,Harrison Butker (KC),2,2,100,56,0,0,1,0,1,2,3,1,10,10,81.3%,2019,16
8,Robbie Gould (SF),2,2,100,33,0,1,1,0,0,4,4,1,10,10,32.9%,2019,16
9,Mason Crosby (GB),3,3,100,42,1,0,1,1,0,0,1,1,10,10,23.3%,2019,16
10,Brandon McManus (DEN),2,2,100,34,0,1,1,0,0,3,3,1,9,9,49.4%,2019,16
11,Greg Zuerlein (NYJ),1,2,50,52,0,0,0,0,1,4,4,1,9,9,17.8%,2019,16
12,Wil Lutz (NO),1,1,100,47,0,0,0,1,0,5,5,1,9,9,4.0%,2019,16
13,Randy Bullock (TEN),2,2,100,57,0,1,0,0,1,1,1,1,9,9,2.0%,2019,16
14,Jason Myers (SEA),2,2,100,51,0,0,1,0,1,1,1,1,9,9,3.6%,2019,16
15,Joey Slye (WAS),2,2,100,50,0,1,0,0,1,0,0,1,8,8,0.6%,2019,16
16,Chase McLaughlin (FA),1,1,100,35,0,0,1,0,0,5,5,1,8,8,0.2%,2019,16
17,Jason Sanders (MIA),1,2,50,37,0,0,1,0,0,5,5,1,8,8,9.0%,2019,16
18,Justin Tucker (BAL),1,1,100,31,0,0,1,0,0,4,4,1,7,7,99.5%,2019,16
19,Daniel Carlson (LV),1,1,100,48,0,0,0,1,0,3,3,1,7,7,89.9%,2019,16
20,Josh Lambo (FA),2,2,100,40,0,1,0,1,0,0,0,1,7,7,0.1%,2019,16
21,Younghoe Koo (ATL),1,2,50,23,0,1,0,0,0,3,3,1,6,6,42.3%,2019,16
22,Matt Prater (ARI),1,1,100,26,0,1,0,0,0,2,2,1,5,5,53.5%,2019,16
23,Aldrick Rosas (DET),0,1,0,0,0,0,0,0,0,5,5,1,5,5,0.1%,2019,16
24,Stephen Hauschka (FA),1,1,100,35,0,0,1,0,0,2,2,1,5,5,0.0%,2019,16
25,Michael Badgley (FA),1,1,100,27,0,1,0,0,0,2,2,1,5,5,15.6%,2019,16
26,Jake Elliott (PHI),1,3,33.3,36,0,0,1,0,0,2,2,1,5,5,14.1%,2019,16
27,Chris Boswell (PIT),1,1,100,49,0,0,0,1,0,1,1,1,5,5,10.7%,2019,16
28,Dustin Hopkins (LAC),0,0,0,0,0,0,0,0,0,5,5,1,5,5,3.2%,2019,16
29,Dan Bailey (FA),1,1,100,23,0,1,0,0,0,1,1,1,4,4,0.0%,2019,16
30,Austin Seibert (DET),1,1,100,47,0,0,0,1,0,0,1,1,4,4,0.1%,2019,16
31,Greg Joseph (MIN),0,0,0,0,0,0,0,0,0,4,4,1,4,4,5.5%,2019,16
32,Eddy Pineiro (NYJ),1,1,100,46,0,0,0,1,0,0,0,1,4,4,0.1%,2019,16
33,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2019,16
69,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2019,16
