Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Joey Slye (WAS),4,4,100,54,0,0,2,0,2,0,0,1,16,16,0.6%,2019,2
2,Eddy Pineiro (NYJ),3,3,100,53,0,0,0,1,2,1,1,1,15,15,0.1%,2019,2
3,Justin Tucker (BAL),3,3,100,51,0,1,1,0,1,2,2,1,13,13,99.5%,2019,2
4,Austin Seibert (DET),3,3,100,48,0,1,0,2,0,2,2,1,13,13,0.1%,2019,2
5,Wil Lutz (NO),3,3,100,52,0,0,1,1,1,0,0,1,12,12,4.0%,2019,2
6,Robbie Gould (SF),2,3,66.7,38,0,0,2,0,0,5,5,1,11,11,32.9%,2019,2
7,Matt Gay (LAR),2,3,66.7,40,0,0,1,1,0,2,2,1,9,9,78.3%,2019,2
8,Chris Boswell (PIT),2,2,100,41,0,0,1,1,0,2,2,1,9,9,10.7%,2019,2
9,Zane Gonzalez (CAR),3,3,100,22,0,3,0,0,0,0,0,1,9,9,0.5%,2019,2
10,Greg Zuerlein (NYJ),2,2,100,24,0,2,0,0,0,3,3,1,9,9,17.8%,2019,2
11,Matt Bryant (FA),1,2,50,50,0,0,0,0,1,3,3,1,8,8,1.1%,2019,2
12,Brandon McManus (DEN),2,2,100,43,0,0,0,2,0,0,0,1,8,8,49.4%,2019,2
13,Jake Elliott (PHI),2,2,100,41,0,0,1,1,0,0,0,1,7,7,14.1%,2019,2
14,Stephen Gostkowski (FA),1,2,50,28,0,1,0,0,0,4,6,1,7,7,0.1%,2019,2
15,Josh Lambo (FA),2,2,100,40,0,0,1,1,0,0,0,1,7,7,0.1%,2019,2
16,Ka'imi Fairbairn (HOU),2,2,100,39,0,1,1,0,0,1,1,1,7,7,0.3%,2019,2
17,Brett Maher (FA),1,1,100,25,0,1,0,0,0,4,4,1,7,7,2.0%,2019,2
18,Cairo Santos (CHI),1,2,50,49,0,0,0,1,0,2,2,1,6,6,0.7%,2019,2
19,Randy Bullock (TEN),1,2,50,37,0,0,1,0,0,2,2,1,5,5,2.0%,2019,2
20,Stephen Hauschka (FA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,0.0%,2019,2
21,Ty Long (FA),1,3,33.3,39,0,0,1,0,0,1,1,1,4,4,0.7%,2019,2
22,Dan Bailey (FA),1,2,50,31,0,0,1,0,0,1,2,1,4,4,0.0%,2019,2
23,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,4,4,1,4,4,81.3%,2019,2
24,Sam Ficken (FA),1,1,100,46,0,0,0,1,0,0,0,1,4,4,0.1%,2019,2
25,Jason Myers (SEA),0,1,0,0,0,0,0,0,0,4,4,1,4,4,3.6%,2019,2
26,Daniel Carlson (LV),1,1,100,29,0,1,0,0,0,1,1,1,4,4,89.9%,2019,2
27,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,3,3,1,3,3,23.3%,2019,2
28,Dustin Hopkins (LAC),0,0,0,0,0,0,0,0,0,3,3,1,3,3,3.2%,2019,2
29,Aldrick Rosas (DET),0,1,0,0,0,0,0,0,0,2,2,1,2,2,0.1%,2019,2
30,Matt Prater (ARI),0,1,0,0,0,0,0,0,0,1,2,1,1,1,53.5%,2019,2
31,Adam Vinatieri (FA),0,0,0,0,0,0,0,0,0,1,3,1,1,1,0.2%,2019,2
33,Jason Sanders (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0%,2019,2
70,Michael Palardy (MIA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2019,2
