Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Ka'imi Fairbairn (HOU),4,4,100,51,0,2,0,1,1,2,3,1,17,17,1.9%,2020,17
2,Greg Zuerlein (NYJ),4,4,100,57,0,0,2,1,1,1,1,1,16,16,13.3%,2020,17
3,Ryan Succop (TB),3,3,100,38,0,2,1,0,0,5,5,1,14,14,33.6%,2020,17
4,Sam Sloman (FA),2,2,100,47,0,0,1,1,0,5,5,1,12,12,0.0%,2020,17
5,Tristan Vizcaino (NE),3,3,100,47,0,0,2,1,0,2,2,1,12,12,0.0%,2020,17
6,Matthew Wright (KC),3,3,100,46,0,1,0,2,0,1,1,1,12,12,3.0%,2020,17
7,Brandon McManus (DEN),3,6,50,37,0,2,1,0,0,2,2,1,11,11,34.8%,2020,17
8,Cairo Santos (CHI),3,3,100,30,0,2,1,0,0,1,1,1,10,10,12.0%,2020,17
9,Matt Gay (LAR),3,3,100,34,0,2,1,0,0,1,1,1,10,10,41.5%,2020,17
10,Dustin Hopkins (LAC),2,2,100,42,0,0,0,2,0,2,2,1,10,10,2.6%,2020,17
11,Wil Lutz (NO),2,2,100,48,0,0,1,1,0,3,4,1,10,10,6.7%,2020,17
12,Jason Sanders (MIA),2,2,100,49,0,0,1,1,0,2,2,1,9,9,13.7%,2020,17
13,Younghoe Koo (ATL),2,2,100,22,0,2,0,0,0,3,3,1,9,9,42.7%,2020,17
14,Justin Tucker (BAL),1,1,100,34,0,0,1,0,0,5,5,1,8,8,98.9%,2020,17
15,Jason Myers (SEA),2,2,100,36,0,0,2,0,0,2,3,1,8,8,54.2%,2020,17
16,Rodrigo Blankenship (FA),2,4,50,24,0,2,0,0,0,2,2,1,8,8,0.7%,2020,17
17,Tyler Bass (BUF),0,0,0,0,0,0,0,0,0,8,8,1,8,8,92.4%,2020,17
18,Dan Bailey (FA),1,2,50,23,0,1,0,0,0,4,5,1,7,7,0.0%,2020,17
19,Matt Prater (ARI),1,1,100,54,0,0,0,0,1,2,3,1,7,7,15.5%,2020,17
20,Graham Gano (NYG),1,1,100,50,0,0,0,0,1,2,3,1,7,7,69.0%,2020,17
21,Daniel Carlson (LV),1,1,100,33,0,0,1,0,0,3,3,1,6,6,91.4%,2020,17
22,Cody Parkey (FA),1,1,100,23,0,1,0,0,0,3,3,1,6,6,0.0%,2020,17
23,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,5,5,1,5,5,4.5%,2020,17
24,Michael Badgley (DET),0,0,0,0,0,0,0,0,0,4,4,1,4,4,27.8%,2020,17
25,Nick Folk (NE),0,0,0,0,0,0,0,0,0,4,4,1,4,4,71.6%,2020,17
26,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,3,3,1,3,3,89.1%,2020,17
27,Austin Seibert (FA),1,1,100,38,0,0,1,0,0,0,0,1,3,3,0.2%,2020,17
28,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,2,2,1,2,2,27.6%,2020,17
29,Aldrick Rosas (FA),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.0%,2020,17
30,Chase McLaughlin (IND),0,0,0,0,0,0,0,0,0,2,2,1,2,2,7.7%,2020,17
31,Joey Slye (WAS),0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.9%,2020,17
32,Mike Nugent (FA),0,1,0,0,0,0,0,0,0,1,1,1,1,1,1.0%,2020,17
33,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,17
