Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Rodrigo Blankenship (FA),4,5,80,43,0,0,3,1,0,2,2,1,15,15,0.7%,2020,11
2,Younghoe Koo (ATL),3,3,100,52,0,1,0,0,2,0,0,1,13,13,42.7%,2020,11
3,Stephen Gostkowski (FA),3,3,100,40,0,1,0,2,0,1,1,1,12,12,0.1%,2020,11
4,Michael Badgley (DET),2,2,100,44,0,1,0,1,0,4,4,1,11,11,27.8%,2020,11
5,Chris Boswell (PIT),2,3,66.7,47,0,0,0,2,0,3,3,1,11,11,16.2%,2020,11
6,Joey Slye (WAS),2,2,100,56,0,0,1,0,1,2,2,1,10,10,1.9%,2020,11
7,Matt Gay (LAR),2,3,66.7,40,0,0,1,1,0,3,3,1,10,10,41.5%,2020,11
8,Justin Tucker (BAL),3,3,100,30,0,2,1,0,0,1,1,1,10,10,98.9%,2020,11
9,Dustin Hopkins (LAC),2,3,66.7,50,0,0,1,0,1,2,2,1,10,10,2.6%,2020,11
10,Jason Sanders (MIA),2,2,100,53,0,0,0,1,1,1,1,1,10,10,13.7%,2020,11
11,Ka'imi Fairbairn (HOU),2,2,100,46,0,0,1,1,0,3,3,1,10,10,1.9%,2020,11
12,Jason Myers (SEA),2,2,100,41,0,1,0,1,0,2,3,1,9,9,54.2%,2020,11
13,Brandon McManus (DEN),2,2,100,47,0,1,0,1,0,2,2,1,9,9,34.8%,2020,11
14,Nick Folk (NE),2,2,100,45,0,0,1,1,0,2,2,1,9,9,71.6%,2020,11
15,Cody Parkey (FA),2,3,66.7,46,0,1,0,1,0,2,2,1,9,9,0.0%,2020,11
16,Mason Crosby (GB),1,1,100,26,0,1,0,0,0,4,4,1,7,7,4.5%,2020,11
17,Daniel Carlson (LV),1,1,100,35,0,0,1,0,0,4,4,1,7,7,91.4%,2020,11
18,Jake Elliott (PHI),1,1,100,43,0,0,0,1,0,2,2,1,6,6,27.6%,2020,11
19,Wil Lutz (NO),1,2,50,22,0,1,0,0,0,3,3,1,6,6,6.7%,2020,11
20,Ryan Succop (TB),1,1,100,38,0,0,1,0,0,3,3,1,6,6,33.6%,2020,11
21,Randy Bullock (TEN),1,3,33.3,53,0,0,0,0,1,0,1,1,5,5,1.5%,2020,11
22,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,5,5,1,5,5,89.1%,2020,11
23,Greg Zuerlein (NYJ),1,1,100,19,1,0,0,0,0,2,3,1,5,5,13.3%,2020,11
24,Dan Bailey (FA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,0.0%,2020,11
25,Chase McLaughlin (IND),1,1,100,41,0,0,0,1,0,0,0,1,4,4,7.7%,2020,11
26,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.1%,2020,11
27,Sam Ficken (DET),0,0,0,0,0,0,0,0,0,2,4,1,2,2,0.0%,2020,11
28,Matt Prater (ARI),0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.5%,2020,11
29,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,-2.8,-2.8,0.7%,2020,11
