Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Sam Ficken (DET),5,5,100,54,0,1,3,0,1,1,1,1,18,18,0.0%,2020,4
2,Brandon McManus (DEN),3,3,100,54,0,0,0,1,2,4,4,1,18,18,34.8%,2020,4
3,Jason Sanders (MIA),5,5,100,45,0,2,0,3,0,0,0,1,18,18,13.7%,2020,4
4,Randy Bullock (TEN),4,4,100,46,0,0,2,2,0,3,3,1,17,17,1.5%,2020,4
5,Aldrick Rosas (FA),4,5,80,50,0,1,2,0,1,1,1,1,15,15,0.0%,2020,4
6,Rodrigo Blankenship (FA),4,4,100,44,0,1,2,1,0,1,1,1,14,14,0.7%,2020,4
7,Ka'imi Fairbairn (HOU),3,3,100,50,0,2,0,0,1,2,2,1,13,13,1.9%,2020,4
8,Daniel Carlson (LV),3,3,100,54,0,1,1,0,1,2,2,1,13,13,91.4%,2020,4
9,Cody Parkey (FA),2,2,100,44,0,0,1,1,0,5,5,1,12,12,0.0%,2020,4
10,Graham Gano (NYG),3,3,100,37,0,1,2,0,0,0,0,1,9,9,69.0%,2020,4
11,Michael Badgley (DET),1,2,50,53,0,0,0,0,1,4,4,1,9,9,27.8%,2020,4
12,Jason Myers (SEA),1,1,100,55,0,0,0,0,1,4,4,1,9,9,54.2%,2020,4
13,Harrison Butker (KC),2,2,100,39,0,1,1,0,0,2,3,1,8,8,89.1%,2020,4
14,Justin Tucker (BAL),1,1,100,46,0,0,0,1,0,4,4,1,8,8,98.9%,2020,4
15,Ryan Succop (TB),1,2,50,26,0,1,0,0,0,5,5,1,8,8,33.6%,2020,4
16,Joey Slye (WAS),1,2,50,27,0,1,0,0,0,4,4,1,7,7,1.9%,2020,4
17,Dan Bailey (FA),1,2,50,31,0,0,1,0,0,4,4,1,7,7,0.0%,2020,4
18,Mason Crosby (GB),1,1,100,48,0,0,0,1,0,3,4,1,7,7,4.5%,2020,4
19,Dustin Hopkins (LAC),1,2,50,43,0,0,0,1,0,2,2,1,6,6,2.6%,2020,4
20,Tyler Bass (BUF),1,1,100,34,0,0,1,0,0,3,4,1,6,6,92.4%,2020,4
21,Nick Folk (NE),1,1,100,43,0,0,0,1,0,1,1,1,5,5,71.6%,2020,4
22,Jake Elliott (PHI),1,1,100,35,0,0,1,0,0,2,2,1,5,5,27.6%,2020,4
23,Sam Sloman (FA),1,1,100,32,0,0,1,0,0,2,2,1,5,5,0.0%,2020,4
24,Wil Lutz (NO),0,0,0,0,0,0,0,0,0,5,5,1,5,5,6.7%,2020,4
25,Elliott Fry (FA),1,1,100,23,0,1,0,0,0,1,2,1,4,4,0.0%,2020,4
26,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.1%,2020,4
27,Cairo Santos (CHI),1,1,100,27,0,1,0,0,0,0,0,1,3,3,12.0%,2020,4
28,Matt Prater (ARI),0,0,0,0,0,0,0,0,0,3,3,1,3,3,15.5%,2020,4
29,Robbie Gould (SF),0,0,0,0,0,0,0,0,0,2,2,1,2,2,43.1%,2020,4
30,Greg Zuerlein (NYJ),0,0,0,0,0,0,0,0,0,2,2,1,2,2,13.3%,2020,4
31,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,4
