Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Stephen Gostkowski (FA),6,6,100,55,0,0,3,0,3,1,1,1,25,25,0.1%,2020,3
2,Mason Crosby (GB),3,3,100,52,0,0,1,1,1,4,4,1,16,16,4.5%,2020,3
3,Joey Slye (WAS),5,5,100,31,0,3,2,0,0,0,1,1,15,15,1.9%,2020,3
4,Matt Prater (ARI),4,4,100,39,0,1,3,0,0,2,2,1,14,14,15.5%,2020,3
5,Robbie Gould (SF),3,4,75,52,0,1,1,0,1,3,3,1,14,14,43.1%,2020,3
6,Jake Elliott (PHI),3,3,100,54,0,1,0,1,1,2,2,1,14,14,27.6%,2020,3
7,Wil Lutz (NO),3,3,100,45,0,0,2,1,0,3,3,1,13,13,6.7%,2020,3
8,Graham Gano (NYG),3,3,100,52,0,0,0,2,1,0,0,1,13,13,69.0%,2020,3
9,Rodrigo Blankenship (FA),2,3,66.7,42,0,0,0,2,0,4,4,1,12,12,0.7%,2020,3
10,Nick Folk (NE),3,3,100,33,0,1,2,0,0,3,4,1,12,12,71.6%,2020,3
11,Randy Bullock (TEN),3,3,100,48,0,1,1,1,0,2,2,1,12,12,1.5%,2020,3
12,Cody Parkey (FA),2,2,100,42,0,0,1,1,0,4,4,1,11,11,0.0%,2020,3
13,Justin Tucker (BAL),2,2,100,42,0,1,0,1,0,2,2,1,9,9,98.9%,2020,3
14,Ryan Succop (TB),2,2,100,43,0,0,1,1,0,2,3,1,9,9,33.6%,2020,3
15,Greg Zuerlein (NYJ),2,2,100,43,0,0,0,2,0,1,3,1,9,9,13.3%,2020,3
16,Chris Boswell (PIT),2,2,100,33,0,1,1,0,0,2,2,1,8,8,16.2%,2020,3
17,Daniel Carlson (LV),2,3,66.7,29,0,2,0,0,0,2,2,1,8,8,91.4%,2020,3
18,Younghoe Koo (ATL),2,3,66.7,36,0,1,1,0,0,2,3,1,8,8,42.7%,2020,3
19,Dan Bailey (FA),1,2,50,41,0,0,0,1,0,3,3,1,7,7,0.0%,2020,3
20,Jason Sanders (MIA),1,1,100,30,0,0,1,0,0,4,4,1,7,7,13.7%,2020,3
21,Zane Gonzalez (CAR),1,1,100,54,0,0,0,0,1,2,3,1,7,7,0.1%,2020,3
22,Brandon McManus (DEN),1,1,100,56,0,0,0,0,1,1,1,1,6,6,34.8%,2020,3
23,Cairo Santos (CHI),1,2,50,35,0,0,1,0,0,3,3,1,6,6,12.0%,2020,3
24,Sam Sloman (FA),1,2,50,30,0,0,1,0,0,3,3,1,6,6,0.0%,2020,3
25,Tyler Bass (BUF),0,0,0,0,0,0,0,0,0,5,5,1,5,5,92.4%,2020,3
26,Michael Badgley (DET),1,1,100,41,0,0,0,1,0,1,1,1,5,5,27.8%,2020,3
27,Jason Myers (SEA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,54.2%,2020,3
28,Harrison Butker (KC),0,1,0,0,0,0,0,0,0,4,5,1,4,4,89.1%,2020,3
29,Ka'imi Fairbairn (HOU),0,0,0,0,0,0,0,0,0,3,3,1,3,3,1.9%,2020,3
30,Dustin Hopkins (LAC),0,0,0,0,0,0,0,0,0,2,3,1,2,2,2.6%,2020,3
31,Brandon Wright (FA),0,0,0,0,0,0,0,0,0,1,2,1,1,1,0.0%,2020,3
32,Sam Ficken (DET),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0%,2020,3
33,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,3
