Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Cairo Santos (CHI),4,4,100,48,0,0,1,3,0,3,3,1,18,18,12.0%,2020,15
2,Nick Folk (NE),4,4,100,45,0,0,1,3,0,0,0,1,15,15,71.6%,2020,15
3,Greg Zuerlein (NYJ),2,3,66.7,48,0,0,0,2,0,5,5,1,13,13,13.3%,2020,15
4,Tyler Bass (BUF),2,2,100,27,0,2,0,0,0,6,6,1,12,12,92.4%,2020,15
5,Sam Ficken (DET),3,3,100,39,0,2,1,0,0,2,2,1,11,11,0.0%,2020,15
6,Younghoe Koo (ATL),2,2,100,52,0,0,1,0,1,3,3,1,11,11,42.7%,2020,15
7,Rodrigo Blankenship (FA),2,2,100,53,0,0,1,0,1,3,3,1,11,11,0.7%,2020,15
8,Joey Slye (WAS),3,3,100,36,0,1,2,0,0,1,1,1,10,10,1.9%,2020,15
9,Robbie Gould (SF),2,2,100,41,0,0,1,1,0,3,3,1,10,10,43.1%,2020,15
10,Matt Gay (LAR),2,2,100,45,0,0,0,2,0,2,2,1,10,10,41.5%,2020,15
11,Jason Myers (SEA),2,2,100,43,0,0,0,2,0,2,2,1,10,10,54.2%,2020,15
12,Dan Bailey (FA),2,2,100,24,0,2,0,0,0,3,3,1,9,9,0.0%,2020,15
13,Austin Seibert (FA),2,3,66.7,34,0,0,2,0,0,3,3,1,9,9,0.2%,2020,15
14,Daniel Carlson (LV),2,2,100,23,0,2,0,0,0,3,3,1,9,9,91.4%,2020,15
15,Justin Tucker (BAL),1,2,50,46,0,0,0,1,0,5,5,1,9,9,98.9%,2020,15
16,Stephen Gostkowski (FA),1,1,100,38,0,0,1,0,0,5,5,1,8,8,0.1%,2020,15
17,Ka'imi Fairbairn (HOU),2,2,100,31,0,1,1,0,0,2,2,1,8,8,1.9%,2020,15
18,Mike Nugent (FA),1,1,100,40,0,0,0,1,0,4,4,1,8,8,1.0%,2020,15
19,Mason Crosby (GB),1,1,100,51,0,0,0,0,1,3,3,1,8,8,4.5%,2020,15
20,Matt Prater (ARI),1,1,100,53,0,0,0,0,1,2,3,1,7,7,15.5%,2020,15
21,Ryan Succop (TB),1,1,100,27,0,1,0,0,0,4,4,1,7,7,33.6%,2020,15
22,Michael Badgley (DET),1,3,33.3,22,0,1,0,0,0,3,3,1,6,6,27.8%,2020,15
23,Graham Gano (NYG),2,2,100,39,0,0,2,0,0,0,0,1,6,6,69.0%,2020,15
24,Harrison Butker (KC),1,1,100,22,0,1,0,0,0,3,3,1,6,6,89.1%,2020,15
25,Chris Boswell (PIT),1,1,100,25,0,1,0,0,0,2,2,1,5,5,16.2%,2020,15
26,Dustin Hopkins (LAC),1,1,100,48,0,0,0,1,0,0,1,1,4,4,2.6%,2020,15
27,Wil Lutz (NO),0,0,0,0,0,0,0,0,0,3,3,1,3,3,6.7%,2020,15
28,Cody Parkey (FA),0,0,0,0,0,0,0,0,0,2,3,1,2,2,0.0%,2020,15
29,Jason Sanders (MIA),0,1,0,0,0,0,0,0,0,2,2,1,2,2,13.7%,2020,15
30,Aldrick Rosas (FA),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.0%,2020,15
31,Jake Elliott (PHI),0,0,0,0,0,0,0,0,0,2,2,1,2,2,27.6%,2020,15
32,Taylor Russolino (FA),0,1,0,0,0,0,0,0,0,1,3,1,1,1,0.0%,2020,15
33,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,15
