Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Brandon McManus (DEN),6,6,100,54,0,2,0,2,2,0,0,1,24,24,34.8%,2020,6
2,Younghoe Koo (ATL),4,4,100,50,0,1,0,2,1,4,4,1,20,20,42.7%,2020,6
3,Justin Tucker (BAL),3,3,100,55,0,0,0,2,1,3,3,1,16,16,98.9%,2020,6
4,Cairo Santos (CHI),3,3,100,55,0,0,2,0,1,2,2,1,13,13,12.0%,2020,6
5,Randy Bullock (TEN),2,3,66.7,55,0,0,0,1,1,3,3,1,12,12,1.5%,2020,6
6,Matt Prater (ARI),2,3,66.7,41,0,0,1,1,0,4,4,1,11,11,15.5%,2020,6
7,Joey Slye (WAS),3,4,75,48,0,2,0,1,0,1,1,1,11,11,1.9%,2020,6
8,Ryan Succop (TB),1,1,100,50,0,0,0,0,1,5,5,1,10,10,33.6%,2020,6
9,Harrison Butker (KC),2,2,100,37,0,0,2,0,0,2,3,1,8,8,89.1%,2020,6
10,Zane Gonzalez (CAR),1,1,100,26,0,1,0,0,0,5,5,1,8,8,0.1%,2020,6
11,Rodrigo Blankenship (FA),1,1,100,40,0,0,0,1,0,4,4,1,8,8,0.7%,2020,6
12,Chris Boswell (PIT),1,1,100,35,0,0,1,0,0,5,5,1,8,8,16.2%,2020,6
13,Graham Gano (NYG),2,2,100,33,0,1,1,0,0,2,2,1,8,8,69.0%,2020,6
14,Robbie Gould (SF),1,1,100,49,0,0,0,1,0,3,3,1,7,7,43.1%,2020,6
15,Dustin Hopkins (LAC),2,3,66.7,35,0,1,1,0,0,1,1,1,7,7,2.6%,2020,6
16,Nick Folk (NE),2,2,100,41,0,0,1,1,0,0,0,1,7,7,71.6%,2020,6
17,Jason Sanders (MIA),1,1,100,24,0,1,0,0,0,3,3,1,6,6,13.7%,2020,6
18,Ka'imi Fairbairn (HOU),1,1,100,38,0,0,1,0,0,3,4,1,6,6,1.9%,2020,6
19,Tyler Bass (BUF),1,2,50,48,0,0,0,1,0,2,2,1,6,6,92.4%,2020,6
20,Sam Sloman (FA),1,1,100,42,0,0,0,1,0,1,2,1,5,5,0.0%,2020,6
21,Mason Crosby (GB),1,1,100,39,0,0,1,0,0,1,1,1,4,4,4.5%,2020,6
22,Stephen Gostkowski (FA),0,2,0,0,0,0,0,0,0,4,4,1,4,4,0.1%,2020,6
23,Jonathan Brown (FA),1,2,50,31,0,0,1,0,0,1,1,1,4,4,0.0%,2020,6
24,Greg Zuerlein (NYJ),1,2,50,34,0,0,1,0,0,1,1,1,4,4,13.3%,2020,6
25,Cody Parkey (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0%,2020,6
26,Dan Bailey (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0%,2020,6
27,Sam Ficken (DET),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2020,6
28,Jake Elliott (PHI),0,1,0,0,0,0,0,0,0,0,0,1,0,0,27.6%,2020,6
