Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Harrison Butker (KC),5,5,100,48,0,2,2,1,0,1,1,1,17,17,89.1%,2020,13
2,Dustin Hopkins (LAC),3,3,100,49,0,0,0,3,0,2,2,1,14,14,2.6%,2020,13
3,Jason Sanders (MIA),4,4,100,48,1,2,0,1,0,1,1,1,14,14,13.7%,2020,13
4,Cody Parkey (FA),2,2,100,43,0,1,0,1,0,5,5,1,12,12,0.0%,2020,13
5,Younghoe Koo (ATL),3,3,100,53,0,1,1,0,1,1,1,1,12,12,42.7%,2020,13
6,Justin Tucker (BAL),2,3,66.7,35,0,1,1,0,0,4,4,1,10,10,98.9%,2020,13
7,Tyler Bass (BUF),2,2,100,37,0,1,1,0,0,4,4,1,10,10,92.4%,2020,13
8,Ka'imi Fairbairn (HOU),2,3,66.7,52,0,0,1,0,1,2,2,1,10,10,1.9%,2020,13
9,Nick Folk (NE),1,1,100,32,0,0,1,0,0,6,6,1,9,9,71.6%,2020,13
10,Matt Gay (LAR),1,2,50,39,0,0,1,0,0,5,5,1,8,8,41.5%,2020,13
11,Daniel Carlson (LV),1,1,100,48,0,0,0,1,0,4,4,1,8,8,91.4%,2020,13
12,Dan Bailey (FA),2,3,66.7,48,0,1,0,1,0,1,3,1,8,8,0.0%,2020,13
13,Cairo Santos (CHI),1,1,100,45,0,0,0,1,0,3,4,1,7,7,12.0%,2020,13
14,Rodrigo Blankenship (FA),1,1,100,42,0,0,0,1,0,3,3,1,7,7,0.7%,2020,13
15,Mason Crosby (GB),1,1,100,40,0,0,0,1,0,3,4,1,7,7,4.5%,2020,13
16,Robbie Gould (SF),1,1,100,45,0,0,0,1,0,3,3,1,7,7,43.1%,2020,13
17,Brandon McManus (DEN),1,2,50,53,0,0,0,0,1,1,1,1,6,6,34.8%,2020,13
18,Jake Elliott (PHI),1,1,100,52,0,0,0,0,1,1,2,1,6,6,27.6%,2020,13
19,Greg Zuerlein (NYJ),1,4,25,31,0,0,1,0,0,2,2,1,5,5,13.3%,2020,13
20,Matthew Wright (KC),1,1,100,37,0,0,1,0,0,2,2,1,5,5,3.0%,2020,13
21,Jason Myers (SEA),1,1,100,31,0,0,1,0,0,1,1,1,4,4,54.2%,2020,13
22,Chase McLaughlin (IND),1,2,50,22,0,1,0,0,0,1,2,1,4,4,7.7%,2020,13
23,Zane Gonzalez (CAR),0,1,0,0,0,0,0,0,0,4,4,1,4,4,0.1%,2020,13
24,Graham Gano (NYG),1,1,100,48,0,0,0,1,0,0,1,1,4,4,69.0%,2020,13
25,Matt Prater (ARI),0,0,0,0,0,0,0,0,0,4,5,1,4,4,15.5%,2020,13
26,Wil Lutz (NO),0,1,0,0,0,0,0,0,0,3,3,1,3,3,6.7%,2020,13
27,Stephen Gostkowski (FA),0,0,0,0,0,0,0,0,0,3,3,1,3,3,0.1%,2020,13
28,Sergio Castillo (NYJ),0,0,0,0,0,0,0,0,0,2,3,1,2,2,0.0%,2020,13
29,Randy Bullock (TEN),0,1,0,0,0,0,0,0,0,1,1,1,1,1,1.5%,2020,13
30,Michael Badgley (DET),0,2,0,0,0,0,0,0,0,0,0,1,0,0,27.8%,2020,13
31,Ty Long (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7%,2020,13
