Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Lamar Jackson (BAL),21,29,72.4,318,11,3,0,0,9,119,1,0,1,42.6,42.6,92.4%,2022,2
2,Tua Tagovailoa (MIA),36,50,72,469,9.4,6,2,1,1,1,0,0,1,40.9,40.9,81.9%,2022,2
3,Jalen Hurts (PHI),26,31,83.9,333,10.7,1,1,3,11,57,2,0,1,34,34,98.9%,2022,2
4,Josh Allen (BUF),26,38,68.4,317,8.3,4,0,1,1,10,0,0,1,29.7,29.7,100.0%,2022,2
5,Carson Wentz (WAS),30,46,65.2,337,7.3,3,1,5,2,23,0,0,1,28.8,28.8,8.4%,2022,2
6,Kyler Murray (ARI),31,49,63.3,277,5.7,1,1,1,5,28,1,0,1,26.9,26.9,53.7%,2022,2
7,Joe Flacco (NYJ),26,44,59.1,307,7,4,0,2,2,6,0,1,1,26.9,26.9,0.9%,2022,2
8,Jared Goff (DET),20,34,58.8,256,7.5,4,0,3,2,-2,0,0,1,26,26,77.6%,2022,2
9,Justin Herbert (LAC),33,48,68.8,334,7,3,1,2,2,1,0,0,1,24.5,24.5,98.4%,2022,2
10,Matthew Stafford (LAR),27,36,75,272,7.6,3,2,1,0,0,0,0,1,20.9,20.9,28.1%,2022,2
11,Derek Carr (LV),25,39,64.1,252,6.5,2,0,1,1,9,0,0,1,19,19,54.7%,2022,2
12,Trevor Lawrence (JAC),25,30,83.3,235,7.8,2,0,0,3,11,0,0,1,18.5,18.5,85.9%,2022,2
13,Patrick Mahomes II (KC),24,35,68.6,235,6.7,2,0,1,2,-1,0,0,1,17.3,17.3,100.0%,2022,2
14,Jimmy Garoppolo (SF),13,21,61.9,154,7.3,1,0,1,4,5,1,0,1,16.7,16.7,13.5%,2022,2
15,Joe Burrow (CIN),24,36,66.7,199,5.5,1,0,6,4,26,0,0,1,16.6,16.6,99.7%,2022,2
16,Jacoby Brissett (CLE),22,27,81.5,229,8.5,1,1,1,6,43,0,0,1,16.5,16.5,3.8%,2022,2
17,Aaron Rodgers (GB),19,25,76,234,9.4,2,0,3,5,10,0,1,1,16.4,16.4,83.7%,2022,2
18,Marcus Mariota (ATL),17,26,65.4,196,7.5,2,2,3,6,16,0,1,1,15.4,15.4,16.1%,2022,2
19,Mac Jones (NE),21,35,60,252,7.2,1,1,0,7,6,0,0,1,13.7,13.7,14.5%,2022,2
20,Cooper Rush (DAL),19,31,61.3,235,7.6,1,0,1,1,2,0,0,1,13.6,13.6,0.5%,2022,2
21,Baker Mayfield (LAR),14,29,48.3,145,5,1,0,2,6,35,0,0,1,13.3,13.3,8.3%,2022,2
22,Daniel Jones (NYG),22,34,64.7,176,5.2,1,0,3,10,21,0,0,1,13.1,13.1,64.1%,2022,2
23,Mitch Trubisky (PIT),21,33,63.6,168,5.1,1,1,3,1,7,0,0,1,12.4,12.4,0.8%,2022,2
24,Russell Wilson (DEN),14,31,45.2,219,7.1,1,1,3,2,3,0,0,1,12.1,12.1,45.7%,2022,2
25,Kirk Cousins (MIN),27,46,58.7,221,4.8,1,3,2,2,20,0,0,1,11.8,11.8,92.3%,2022,2
26,Jameis Winston (NO),25,40,62.5,236,5.9,1,3,6,1,2,0,0,1,10.6,10.6,5.5%,2022,2
27,Justin Fields (CHI),7,11,63.6,70,6.4,0,1,3,8,20,1,0,1,9.8,9.8,92.2%,2022,2
28,Tom Brady (TB),18,34,52.9,190,5.6,1,0,1,3,-2,0,1,1,9.4,9.4,87.4%,2022,2
29,Davis Mills (HOU),19,38,50,177,4.7,0,0,3,2,1,0,0,1,7.2,7.2,3.4%,2022,2
30,Geno Smith (SEA),24,30,80,197,6.6,0,1,2,2,2,0,0,1,7.1,7.1,86.2%,2022,2
31,Matt Ryan (IND),16,30,53.3,195,6.5,0,3,5,0,0,0,0,1,4.8,4.8,8.8%,2022,2
32,Ryan Tannehill (TEN),11,20,55,117,5.9,0,2,2,1,2,0,0,1,2.9,2.9,18.6%,2022,2
33,Trey Lance (SF),2,3,66.7,30,10,0,0,0,3,13,0,0,1,2.5,2.5,15.9%,2022,2
34,Jeff Driskel (HOU),0,0,0,0,0,0,0,0,1,10,0,0,1,1,1,5.1%,2022,2
35,Case Keenum (BUF),0,2,0,0,0,0,0,0,3,2,0,0,1,0.2,0.2,0.7%,2022,2
80,Tyrod Taylor (NYG),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2022,2
106,Taysom Hill (NO),0,0,0,0,0,0,0,0,3,14,0,0,1,0,0,49.2%,2022,2
122,Malik Willis (TEN),1,4,25,6,1.5,0,0,0,4,16,0,1,1,-0.2,-0.2,1.6%,2022,2
