Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Jalen Hurts (PHI),22,37,59.5,315,8.5,0,2,1,17,61,3,0,1,36.7,36.7,98.9%,2022,15
2,Josh Allen (BUF),25,40,62.5,304,7.6,4,0,2,10,77,0,1,1,35.9,35.9,100.0%,2022,15
3,Kirk Cousins (MIN),34,54,63,460,8.5,4,2,7,2,0,0,0,1,34.4,34.4,92.3%,2022,15
4,Patrick Mahomes II (KC),36,41,87.8,336,8.2,2,0,2,5,33,1,0,1,32.7,32.7,100.0%,2022,15
5,Trevor Lawrence (JAC),27,42,64.3,318,7.6,4,1,1,3,21,0,1,1,27.8,27.8,85.9%,2022,15
6,Joe Burrow (CIN),27,39,69.2,200,5.1,4,1,2,3,8,0,0,1,25.8,25.8,99.7%,2022,15
7,Justin Fields (CHI),14,21,66.7,152,7.2,2,0,6,15,95,0,0,1,23.6,23.6,92.2%,2022,15
8,Dak Prescott (DAL),23,30,76.7,256,8.5,3,2,3,5,20,0,0,1,22.2,22.2,93.5%,2022,15
9,Zach Wilson (NYJ),18,35,51.4,317,9.1,2,1,4,3,7,0,0,1,20.4,20.4,6.4%,2022,15
10,Derek Carr (LV),20,38,52.6,231,6.1,3,1,3,0,0,0,0,1,20.2,20.2,54.7%,2022,15
11,Davis Mills (HOU),12,24,50,121,5,2,0,0,5,21,1,1,1,18.9,18.9,3.4%,2022,15
12,Tom Brady (TB),30,44,68.2,312,7.1,3,2,1,2,1,0,2,1,18.6,18.6,87.4%,2022,15
13,Tua Tagovailoa (MIA),17,30,56.7,234,7.8,2,0,2,1,7,0,0,1,18.1,18.1,81.9%,2022,15
14,Brock Purdy (SF),17,26,65.4,217,8.3,2,0,1,4,-2,0,0,1,16.5,16.5,42.9%,2022,15
15,Geno Smith (SEA),31,44,70.5,238,5.4,1,0,3,1,18,0,0,1,15.3,15.3,86.2%,2022,15
16,Mitch Trubisky (PIT),17,22,77.3,179,8.1,0,0,1,6,9,1,0,1,14.1,14.1,0.8%,2022,15
17,Jared Goff (DET),23,38,60.5,252,6.6,1,0,0,0,0,0,0,1,14.1,14.1,77.6%,2022,15
18,Andy Dalton (NO),11,17,64.7,151,8.9,2,0,2,2,1,0,0,1,14.1,14.1,10.5%,2022,15
19,Taylor Heinicke (WAS),17,29,58.6,249,8.6,1,0,3,3,33,0,2,1,13.3,13.3,11.6%,2022,15
20,Sam Darnold (CAR),14,23,60.9,225,9.8,1,0,4,2,2,0,0,1,13.2,13.2,5.3%,2022,15
21,Deshaun Watson (CLE),18,28,64.3,161,5.8,1,0,3,6,22,0,0,1,12.6,12.6,64.4%,2022,15
22,Aaron Rodgers (GB),22,30,73.3,229,7.6,1,1,3,3,-3,0,0,1,11.9,11.9,83.7%,2022,15
23,Ryan Tannehill (TEN),15,22,68.2,165,7.5,0,1,4,3,1,1,0,1,11.7,11.7,18.6%,2022,15
24,Matt Ryan (IND),19,33,57.6,182,5.5,1,0,3,3,0,0,0,1,11.3,11.3,8.8%,2022,15
25,Justin Herbert (LAC),28,42,66.7,313,7.5,0,2,3,1,2,0,0,1,10.7,10.7,98.4%,2022,15
26,Daniel Jones (NYG),21,32,65.6,160,5,0,0,0,10,35,0,0,1,9.9,9.9,64.1%,2022,15
27,Brett Rypien (DEN),21,26,80.8,197,7.6,1,1,7,2,-2,0,1,1,8.7,8.7,0.4%,2022,15
28,Desmond Ridder (ATL),13,26,50,97,3.7,0,0,4,6,38,0,0,1,7.7,7.7,3.7%,2022,15
29,Baker Mayfield (LAR),12,21,57.1,111,5.3,1,1,5,1,1,0,0,1,7.5,7.5,8.3%,2022,15
30,Mac Jones (NE),13,31,41.9,112,3.6,0,0,0,4,10,0,0,1,7.5,7.5,14.5%,2022,15
31,Tyler Huntley (BAL),17,30,56.7,138,4.6,0,1,3,6,15,0,0,1,6,6,15.6%,2022,15
32,Trace McSorley (ARI),7,15,46.7,95,6.3,0,2,1,1,8,0,0,1,2.6,2.6,0.8%,2022,15
33,Colt McCoy (ARI),13,21,61.9,78,3.7,0,1,2,2,2,0,0,1,2.3,2.3,1.8%,2022,15
34,Malik Willis (TEN),3,4,75,20,5,0,0,0,1,8,0,0,1,1.6,1.6,1.6%,2022,15
35,Jeff Driskel (HOU),2,4,50,8,2,0,0,1,4,8,0,0,1,1.1,1.1,5.1%,2022,15
36,Jacoby Brissett (CLE),0,0,0,0,0,0,0,0,1,3,0,0,1,0.3,0.3,3.8%,2022,15
55,Feleipe Franks (ATL),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0%,2022,15
67,Davis Cheek (CAR),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022,15
93,Nathan Peterman (CHI),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2022,15
105,Taysom Hill (NO),2,2,100,80,40,1,0,0,7,30,0,0,1,0,0,49.2%,2022,15
