Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Jared Goff (DET),26,39,66.7,378,9.7,4,1,1,1,1,0,0,1,34.2,34.2,77.6%,2022,4
2,Geno Smith (SEA),23,30,76.7,320,10.7,2,0,0,7,49,1,0,1,31.7,31.7,86.2%,2022,4
3,Russell Wilson (DEN),17,25,68,237,9.5,2,0,3,4,29,1,0,1,27,27,45.7%,2022,4
4,Tom Brady (TB),39,52,75,385,7.4,3,0,1,0,0,0,1,1,25.4,25.4,87.4%,2022,4
5,Josh Allen (BUF),19,36,52.8,213,5.9,1,1,1,11,70,1,0,1,24.5,24.5,100.0%,2022,4
6,Patrick Mahomes II (KC),23,37,62.2,249,6.7,3,1,3,4,34,0,0,1,24.4,24.4,100.0%,2022,4
7,Kyler Murray (ARI),23,32,71.9,207,6.5,2,1,1,12,26,1,0,1,23.9,23.9,53.7%,2022,4
8,Daniel Jones (NYG),8,13,61.5,71,5.5,0,0,1,6,68,2,0,1,21.6,21.6,64.1%,2022,4
9,Justin Herbert (LAC),27,39,69.2,340,8.7,2,0,1,4,-5,0,0,1,21.1,21.1,98.4%,2022,4
10,Zach Wilson (NYJ),18,36,50,252,7,1,2,1,2,15,0,0,1,20.3,20.3,6.4%,2022,4
11,Joe Burrow (CIN),20,31,64.5,287,9.3,2,0,1,5,6,0,0,1,20.1,20.1,99.7%,2022,4
12,Matt Ryan (IND),27,37,73,356,9.6,2,1,3,2,-4,0,1,1,18.8,18.8,8.8%,2022,4
13,Cooper Rush (DAL),15,27,55.6,223,8.3,2,0,1,2,7,0,0,1,17.6,17.6,0.5%,2022,4
14,Aaron Rodgers (GB),21,35,60,251,7.2,2,1,1,1,1,0,0,1,17.1,17.1,83.7%,2022,4
15,Jalen Hurts (PHI),16,25,64,204,8.2,0,1,2,16,38,1,0,1,17,17,98.9%,2022,4
16,Jacoby Brissett (CLE),21,35,60,234,6.7,0,1,1,5,16,1,0,1,16,16,3.8%,2022,4
17,Davis Mills (HOU),26,35,74.3,246,7,2,2,4,0,0,0,0,1,15.8,15.8,3.4%,2022,4
18,Kenny Pickett (PIT),10,13,76.9,120,9.2,0,3,0,6,15,2,0,1,15.3,15.3,11.2%,2022,4
19,Lamar Jackson (BAL),20,29,69,144,5,1,2,2,11,73,0,0,1,15.1,15.1,92.4%,2022,4
20,Ryan Tannehill (TEN),17,21,81,137,6.5,2,0,3,5,9,0,0,1,14.4,14.4,18.6%,2022,4
21,Jimmy Garoppolo (SF),16,27,59.3,239,8.9,1,0,0,1,3,0,0,1,13.9,13.9,13.5%,2022,4
22,Kirk Cousins (MIN),25,38,65.8,273,7.2,1,1,3,0,0,0,0,1,13.9,13.9,92.3%,2022,4
23,Andy Dalton (NO),20,28,71.4,236,8.4,1,0,2,1,3,0,1,1,13.7,13.7,10.5%,2022,4
24,Teddy Bridgewater (MIA),14,23,60.9,193,8.4,1,1,0,1,11,0,0,1,11.8,11.8,5.4%,2022,4
25,Derek Carr (LV),21,34,61.8,188,5.5,0,0,2,7,40,0,0,1,11.5,11.5,54.7%,2022,4
26,Justin Fields (CHI),11,22,50,174,7.9,0,0,6,7,52,0,1,1,10.2,10.2,92.2%,2022,4
27,Carson Wentz (WAS),25,42,59.5,170,4,1,2,2,1,5,0,0,1,9.3,9.3,8.4%,2022,4
28,Baker Mayfield (LAR),22,36,61.1,197,5.5,1,2,2,2,0,0,1,1,7.9,7.9,8.3%,2022,4
29,Matthew Stafford (LAR),32,48,66.7,254,5.3,0,1,7,2,6,0,1,1,7.8,7.8,28.1%,2022,4
30,Trevor Lawrence (JAC),11,23,47.8,174,7.6,2,1,4,2,7,0,4,1,6.7,6.7,85.9%,2022,4
31,Bailey Zappe (NE),10,15,66.7,99,6.6,1,0,3,0,0,0,1,1,6,6,0.3%,2022,4
32,Marcus Mariota (ATL),7,19,36.8,139,7.3,0,1,1,5,3,0,0,1,4.9,4.9,16.1%,2022,4
33,Tua Tagovailoa (MIA),8,14,57.1,110,7.9,0,1,1,0,0,0,0,1,3.4,3.4,81.9%,2022,4
34,Mitch Trubisky (PIT),7,13,53.8,84,6.5,0,1,3,1,1,0,0,1,2.5,2.5,0.8%,2022,4
35,Tyrod Taylor (NYG),1,3,33.3,11,3.7,0,1,0,3,30,0,0,1,2.4,2.4,0.1%,2022,4
36,Brian Hoyer (NE),5,6,83.3,37,6.2,0,0,1,0,0,0,0,1,1.5,1.5,0.1%,2022,4
106,Taysom Hill (NO),0,0,0,0,0,0,0,0,5,21,1,0,1,0,0,49.2%,2022,4
