Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Nick Chubb (CLE),20,165,8.3,88,1,3,3,4,18,6,0,0,1,39.3,39.3,99.4%,2019,4
2,Christian McCaffrey (CAR),27,93,3.4,13,0,1,10,10,86,8.6,0,0,1,33.9,33.9,99.8%,2019,4
3,Jordan Howard (FA),15,87,5.8,19,0,2,3,4,28,9.3,1,0,1,32.5,32.5,8.7%,2019,4
4,Austin Ekeler (LAC),18,60,3.3,9,0,1,5,5,62,12.4,1,0,1,29.2,29.2,99.9%,2019,4
5,Wayne Gallman Jr. (FA),18,63,3.5,22,1,1,6,7,55,9.2,1,1,1,27.8,27.8,0.1%,2019,4
6,Leonard Fournette (TB),29,225,7.8,81,2,0,2,3,20,10,0,0,1,26.5,26.5,99.7%,2019,4
7,James Conner (ARI),10,42,4.2,21,1,0,8,8,83,10.4,1,0,1,26.5,26.5,98.7%,2019,4
8,Todd Gurley II (FA),5,16,3.2,13,0,2,7,11,54,7.7,0,0,1,26,26,0.2%,2019,4
9,Jaylen Samuels (ARI),10,26,2.6,13,0,1,8,8,57,7.1,0,0,1,23.5,23.5,0.1%,2019,4
10,David Johnson (FA),11,40,3.6,14,0,0,8,11,99,12.4,0,0,1,21.9,21.9,0.8%,2019,4
11,Dalvin Cook (MIN),14,35,2.5,9,0,1,6,8,35,5.8,0,0,1,19,19,99.9%,2019,4
12,Darrel Williams (KC),8,13,1.6,8,0,2,3,4,43,14.3,0,1,1,18.6,18.6,1.7%,2019,4
13,Chris Carson (SEA),22,104,4.7,12,0,0,4,4,41,10.3,0,0,1,18.5,18.5,71.3%,2019,4
14,Devonta Freeman (FA),12,28,2.3,8,0,0,8,9,72,9,0,0,1,18,18,0.8%,2019,4
15,Aaron Jones (GB),13,21,1.6,7,0,1,6,7,37,6.2,0,0,1,17.8,17.8,99.5%,2019,4
16,LeSean McCoy (FA),11,56,5.1,39,1,1,2,4,33,16.5,0,0,1,16.9,16.9,2.0%,2019,4
17,Ezekiel Elliott (DAL),18,35,1.9,6,0,1,6,7,30,5,0,1,1,16.5,16.5,96.8%,2019,4
18,Kerryon Johnson (FA),26,125,4.8,14,0,0,2,3,32,16,0,1,1,15.7,15.7,0.1%,2019,4
19,Ronald Jones II (KC),19,70,3.7,24,1,1,1,1,12,12,0,0,1,15.2,15.2,86.4%,2019,4
20,James White (NE),1,1,1,1,0,0,8,10,57,7.1,0,0,1,13.8,13.8,5.2%,2019,4
21,Dontrell Hilliard (TEN),6,27,4.5,11,0,1,2,3,27,13.5,0,0,1,13.4,13.4,7.6%,2019,4
22,Josh Jacobs (LV),17,79,4.6,16,0,0,2,2,29,14.5,0,0,1,12.8,12.8,98.3%,2019,4
23,Ryquell Armstead (JAC),8,42,5.3,16,0,0,1,1,7,7,1,0,1,11.9,11.9,0.3%,2019,4
24,Alvin Kamara (NO),17,69,4.1,13,0,0,3,3,20,6.7,0,0,1,11.9,11.9,99.8%,2019,4
25,Derrick Henry (TEN),27,100,3.7,16,0,0,1,1,8,8,0,0,1,11.8,11.8,99.8%,2019,4
26,Troymaine Pope (FA),10,20,2,8,0,0,2,2,14,7,1,0,1,11.4,11.4,0.0%,2019,4
