Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Saquon Barkley (NYG),22,189,8.6,67,3,1,4,4,90,22.5,1,0,1,43.9,43.9,98.7%,2019,16
2,Devonta Freeman (FA),13,53,4.1,17,0,1,9,10,74,8.2,1,0,1,33.7,33.7,0.8%,2019,16
3,Kenyan Drake (LV),24,166,6.9,80,1,2,3,4,18,6,0,0,1,33.4,33.4,24.7%,2019,16
4,Christian McCaffrey (CAR),13,54,4.2,14,0,0,15,15,119,7.9,0,0,1,32.3,32.3,99.8%,2019,16
5,Alvin Kamara (NO),11,80,7.3,40,1,2,6,7,30,5,0,0,1,29,29,99.8%,2019,16
6,Aaron Jones (GB),23,154,6.7,56,1,2,2,3,6,3,0,1,1,28,28,99.5%,2019,16
7,Miles Sanders (PHI),20,79,4,38,1,1,5,6,77,15.4,0,0,1,26.6,26.6,91.9%,2019,16
8,Melvin Gordon III (DEN),9,15,1.7,10,0,2,6,7,32,5.3,0,0,1,22.7,22.7,85.3%,2019,16
9,Ronald Jones II (KC),14,77,5.5,49,1,1,3,4,32,10.7,0,0,1,19.9,19.9,86.4%,2019,16
10,Phillip Lindsay (MIA),19,109,5.7,27,1,1,2,3,9,4.5,0,0,1,19.8,19.8,0.7%,2019,16
11,DeAndre Washington (FA),23,85,3.7,13,0,1,2,3,21,10.5,0,0,1,18.6,18.6,11.0%,2019,16
12,Damien Williams (ATL),16,65,4.1,12,0,0,3,3,27,9,1,0,1,18.2,18.2,1.9%,2019,16
13,Marlon Mack (HOU),16,95,5.9,30,1,1,2,2,6,3,0,0,1,18.1,18.1,29.5%,2019,16
14,Rex Burkhead (HOU),5,20,4,6,0,1,4,4,77,19.3,0,1,1,17.7,17.7,11.8%,2019,16
15,Mark Ingram II (NO),8,55,6.9,27,1,0,2,2,36,18,1,0,1,17.1,17.1,5.6%,2019,16
16,Todd Gurley II (FA),15,48,3.2,8,0,2,0,2,0,0,0,0,1,16.8,16.8,0.2%,2019,16
17,Ezekiel Elliott (DAL),13,47,3.6,10,0,0,7,7,37,5.3,0,0,1,15.4,15.4,96.8%,2019,16
18,Jordan Wilkins (TEN),9,84,9.3,38,1,1,0,0,0,0,0,0,1,14.4,14.4,0.1%,2019,16
19,Justice Hill (BAL),3,19,6.3,18,0,1,3,4,32,10.7,0,0,1,14.1,14.1,0.2%,2019,16
20,Nyheim Hines (IND),1,4,4,4,0,0,1,1,2,2,0,0,1,13.6,13.6,51.7%,2019,16
21,Leonard Fournette (TB),15,71,4.7,23,1,0,3,6,34,11.3,0,0,1,13.5,13.5,99.7%,2019,16
22,Adrian Peterson (FA),15,36,2.4,17,0,1,2,2,19,9.5,0,0,1,13.5,13.5,2.1%,2019,16
23,Le'Veon Bell (FA),25,72,2.9,11,0,0,4,4,21,5.3,0,0,1,13.3,13.3,0.3%,2019,16
24,Myles Gaskin (MIA),16,55,3.4,15,0,1,1,3,3,3,0,0,1,12.8,12.8,23.6%,2019,16
25,Austin Ekeler (LAC),4,11,2.8,5,0,0,5,6,58,11.6,0,0,1,11.9,11.9,99.9%,2019,16
26,Ameer Abdullah (LV),4,27,6.8,14,0,0,6,7,31,5.2,0,0,1,11.8,11.8,0.8%,2019,16
27,Royce Freeman (HOU),9,28,3.1,9,0,1,2,2,9,4.5,0,0,1,11.7,11.7,0.7%,2019,16
28,Raheem Mostert (MIA),11,53,4.8,16,0,1,0,1,0,0,0,0,1,11.3,11.3,83.4%,2019,16
29,Sony Michel (MIA),21,96,4.6,25,1,0,1,2,5,5,0,0,1,11.1,11.1,31.3%,2019,16
30,Carlos Hyde (FA),17,27,1.6,6,0,1,1,1,10,10,0,0,1,10.7,10.7,0.2%,2019,16
31,Travis Homer (SEA),5,16,3.2,17,0,0,6,8,26,4.3,0,0,1,10.2,10.2,0.2%,2019,16
32,Dion Lewis (FA),15,68,4.5,17,0,0,1,2,19,19,0,0,1,9.7,9.7,2.0%,2019,16
33,Joe Mixon (CIN),21,50,2.4,9,0,0,2,2,23,11.5,0,0,1,9.3,9.3,99.8%,2019,16
34,Chris Thompson (FA),8,34,4.3,11,0,0,4,4,18,4.5,0,0,1,9.2,9.2,0.0%,2019,16
35,Gus Edwards (BAL),12,66,5.5,10,0,0,1,1,7,7,0,0,1,8.3,8.3,38.9%,2019,16
36,Kareem Hunt (CLE),2,8,4,6,0,0,4,4,33,8.3,0,0,1,8.1,8.1,91.2%,2019,16
37,Jaylen Samuels (ARI),3,7,2.3,6,0,0,4,6,32,8,0,0,1,7.9,7.9,0.1%,2019,16
38,Boston Scott (PHI),3,12,4,5,0,0,6,6,7,1.2,0,0,1,7.9,7.9,2.9%,2019,16
39,Jamaal Williams (DET),6,33,5.5,8,0,0,2,2,19,9.5,0,0,1,7.2,7.2,47.8%,2019,16
40,Chris Carson (SEA),8,40,5,16,0,0,1,1,20,20,0,0,1,7,7,71.3%,2019,16
41,James White (NE),3,5,1.7,4,0,0,4,5,24,6,0,0,1,6.9,6.9,5.2%,2019,16
42,Jalen Richard (FA),5,11,2.2,5,0,0,4,4,18,4.5,0,0,1,6.9,6.9,1.0%,2019,16
43,David Montgomery (CHI),13,57,4.4,16,0,0,1,1,2,2,0,0,1,6.9,6.9,98.6%,2019,16
44,Brian Hill (SF),7,66,9.4,18,0,0,0,0,0,0,0,0,1,6.6,6.6,0.0%,2019,16
45,Dare Ogunbowale (HOU),0,0,0,0,0,0,3,5,34,11.3,0,0,1,6.4,6.4,0.8%,2019,16
46,Tarik Cohen (FA),2,8,4,6,0,0,3,4,25,8.3,0,0,1,6.3,6.3,2.2%,2019,16
47,Qadree Ollison (ATL),1,3,3,3,0,1,0,0,0,0,0,0,1,6.3,6.3,0.1%,2019,16
48,Devin Singletary (BUF),15,46,3.1,12,0,0,1,1,2,2,0,0,1,5.8,5.8,92.8%,2019,16
49,Spencer Ware (FA),5,14,2.8,5,0,0,2,3,22,11,0,0,1,5.6,5.6,0.0%,2019,16
50,Kerryon Johnson (FA),10,42,4.2,8,0,0,1,1,1,1,0,0,1,5.3,5.3,0.1%,2019,16
51,Nick Chubb (CLE),15,45,3,12,0,0,0,1,0,0,0,0,1,4.5,4.5,99.4%,2019,16
52,Latavius Murray (FA),7,14,2,5,0,0,2,3,11,5.5,0,0,1,4.5,4.5,0.8%,2019,16
53,Mike Boone (DEN),11,28,2.5,7,0,0,1,1,5,5,0,0,1,4.3,4.3,1.2%,2019,16
54,Giovani Bernard (TB),2,3,1.5,3,0,0,2,3,12,6,0,0,1,3.5,3.5,0.9%,2019,16
55,Bo Scarbrough (FA),8,34,4.3,18,0,0,0,0,0,0,0,0,1,3.4,3.4,0.0%,2019,16
56,Kyle Juszczyk (SF),0,0,0,0,0,0,1,2,23,23,0,0,1,3.3,3.3,0.9%,2019,16
57,Tevin Coleman (NYJ),5,33,6.6,12,0,0,0,0,0,0,0,0,1,3.3,3.3,1.0%,2019,16
58,C.J. Ham (MIN),0,0,0,0,0,0,2,4,12,6,0,0,1,3.2,3.2,0.2%,2019,16
59,James Conner (ARI),6,32,5.3,15,0,0,0,0,0,0,0,0,1,3.2,3.2,98.7%,2019,16
60,Patrick Laird (MIA),8,17,2.1,7,0,0,1,1,1,1,0,0,1,2.8,2.8,0.0%,2019,16
61,Dalyn Dawkins (FA),9,24,2.7,14,0,0,0,1,0,0,0,0,1,2.4,2.4,0.1%,2019,16
62,Keith Smith (ATL),0,0,0,0,0,0,1,1,13,13,0,0,1,2.3,2.3,0.1%,2019,16
63,Kerrith Whyte Jr. (FA),6,22,3.7,7,0,0,0,0,0,0,0,0,1,2.2,2.2,0.0%,2019,16
64,Ty Johnson (NYJ),3,20,6.7,8,0,0,0,0,0,0,0,0,1,2,2,1.1%,2019,16
65,Bilal Powell (FA),1,3,3,3,0,0,1,2,5,5,0,0,1,1.8,1.8,0.0%,2019,16
66,Ty Montgomery (NE),2,7,3.5,7,0,0,1,1,1,1,0,0,1,1.8,1.8,0.1%,2019,16
67,David Johnson (FA),2,3,1.5,2,0,0,1,1,4,4,0,0,1,1.7,1.7,0.8%,2019,16
68,Tyler Ervin (FA),0,0,0,0,0,0,1,1,6,6,0,0,1,1.6,1.6,0.0%,2019,16
69,Darwin Thompson (SEA),5,14,2.8,8,0,0,0,0,0,0,0,0,1,1.4,1.4,0.1%,2019,16
70,Dontrell Hilliard (TEN),0,0,0,0,0,0,1,1,4,4,0,0,1,1.4,1.4,7.6%,2019,16
71,Benny Snell Jr. (PIT),7,14,2,6,0,0,0,0,0,0,0,0,1,1.4,1.4,0.9%,2019,16
72,C.J. Prosise (FA),4,14,3.5,9,0,0,0,0,0,0,0,0,1,1.4,1.4,0.0%,2019,16
