Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Aaron Jones (GB),13,67,5.2,9,0,0,7,8,159,22.7,2,0,1,41.6,41.6,99.5%,2019,8
2,Tevin Coleman (NYJ),11,105,9.5,48,2,3,2,2,13,6.5,1,0,1,37.8,37.8,1.0%,2019,8
3,Latavius Murray (FA),21,102,4.9,28,1,1,9,12,55,6.1,1,0,1,36.7,36.7,0.8%,2019,8
4,Saquon Barkley (NYG),19,64,3.4,13,0,0,8,10,79,9.9,1,0,1,28.3,28.3,98.7%,2019,8
5,Dalvin Cook (MIN),23,98,4.3,11,0,1,5,6,73,14.6,0,0,1,28.1,28.1,99.9%,2019,8
6,Christian McCaffrey (CAR),14,117,8.4,40,2,1,4,5,38,9.5,0,0,1,27.5,27.5,99.8%,2019,8
7,David Montgomery (CHI),27,135,5,55,1,1,4,5,12,3,0,0,1,24.7,24.7,98.6%,2019,8
8,James Conner (ARI),23,145,6.3,25,1,1,3,4,5,1.7,0,0,1,24,24,98.7%,2019,8
9,Miles Sanders (PHI),3,74,24.7,65,1,1,3,3,44,14.7,0,0,1,22.8,22.8,91.9%,2019,8
10,Leonard Fournette (TB),19,76,4,66,1,0,7,7,60,8.6,0,0,1,20.6,20.6,99.7%,2019,8
11,Jamaal Williams (DET),7,22,3.1,14,0,1,3,3,14,4.7,1,0,1,18.6,18.6,47.8%,2019,8
12,Jordan Howard (FA),23,96,4.2,20,1,1,1,2,15,15,0,0,1,18.1,18.1,8.7%,2019,8
13,Joe Mixon (CIN),17,66,3.9,13,0,0,4,4,11,2.8,1,0,1,17.7,17.7,99.8%,2019,8
14,Devonta Freeman (FA),13,39,3,12,0,0,8,8,63,7.9,0,1,1,16.2,16.2,0.8%,2019,8
15,Marlon Mack (HOU),19,76,4,16,0,1,1,1,14,14,0,0,1,16,16,29.5%,2019,8
16,Chris Carson (SEA),20,90,4.5,19,0,1,0,1,0,0,0,0,1,15,15,71.3%,2019,8
17,Devin Singletary (BUF),3,19,6.3,16,0,0,4,6,30,7.5,1,0,1,14.9,14.9,92.8%,2019,8
18,Duke Johnson Jr. (BUF),3,1,0.3,4,0,0,4,5,33,8.3,1,0,1,13.4,13.4,4.4%,2019,8
19,Phillip Lindsay (MIA),14,59,4.2,11,0,0,5,5,17,3.4,0,0,1,12.6,12.6,0.7%,2019,8
20,Adrian Peterson (FA),14,76,5.4,29,1,0,2,2,27,13.5,0,0,1,12.3,12.3,2.1%,2019,8
21,Raheem Mostert (MIA),9,60,6.7,41,1,1,0,0,0,0,0,0,1,12,12,83.4%,2019,8
22,James White (NE),2,4,2,3,0,0,4,5,75,18.8,0,0,1,11.9,11.9,5.2%,2019,8
23,Royce Freeman (HOU),12,40,3.3,10,0,1,1,2,5,5,0,0,1,11.5,11.5,0.7%,2019,8
24,Melvin Gordon III (DEN),8,31,3.9,19,0,1,2,3,3,1.5,0,0,1,11.4,11.4,85.3%,2019,8
25,Nick Chubb (CLE),20,131,6.6,44,1,0,1,1,7,7,0,2,1,10.8,10.8,99.4%,2019,8
26,Todd Gurley II (FA),10,44,4.4,20,1,1,0,1,0,0,0,0,1,10.4,10.4,0.2%,2019,8
27,Austin Ekeler (LAC),3,3,1,3,0,0,2,3,19,9.5,1,0,1,10.2,10.2,99.9%,2019,8
28,Josh Jacobs (LV),15,66,4.4,23,1,0,2,2,15,7.5,0,0,1,10.1,10.1,98.3%,2019,8
29,Damien Williams (ATL),7,30,4.3,9,0,1,0,0,0,0,0,0,1,9,9,1.9%,2019,8
30,Brian Hill (SF),3,29,9.7,23,1,1,0,0,0,0,0,0,1,8.9,8.9,0.0%,2019,8
31,Darrell Henderson Jr. (LAR),11,49,4.5,15,0,0,2,3,20,10,0,0,1,8.9,8.9,59.8%,2019,8
32,Alexander Mattison (MIN),13,61,4.7,28,1,0,2,2,3,1.5,0,0,1,8.4,8.4,72.5%,2019,8
33,LeSean McCoy (FA),9,40,4.4,9,0,0,4,4,23,5.8,0,1,1,8.3,8.3,2.0%,2019,8
34,Carlos Hyde (FA),19,83,4.4,20,1,0,0,1,0,0,0,0,1,8.3,8.3,0.2%,2019,8
35,Nyheim Hines (IND),4,12,3,11,0,0,3,3,34,11.3,0,0,1,7.6,7.6,51.7%,2019,8
36,Tarik Cohen (FA),4,9,2.3,6,0,0,3,3,37,12.3,0,0,1,7.6,7.6,2.2%,2019,8
37,Sony Michel (MIA),21,74,3.5,16,0,0,0,0,0,0,0,0,1,7.4,7.4,31.3%,2019,8
38,Dontrell Hilliard (TEN),1,10,10,10,0,0,4,4,24,6,0,0,1,7.4,7.4,7.6%,2019,8
39,Derrick Henry (TEN),16,75,4.7,34,1,0,1,1,8,8,0,1,1,7.3,7.3,99.8%,2019,8
40,Le'Veon Bell (FA),8,23,2.9,5,0,0,3,5,12,4,0,0,1,6.5,6.5,0.3%,2019,8
41,Giovani Bernard (TB),3,31,10.3,25,1,0,2,2,14,7,0,0,1,6.5,6.5,0.9%,2019,8
42,Mark Walton (FA),11,35,3.2,9,0,0,3,6,19,6.3,0,1,1,6.4,6.4,2.0%,2019,8
43,Ronald Jones II (KC),11,35,3.2,7,0,0,1,3,17,17,0,0,1,6.2,6.2,86.4%,2019,8
44,Matt Breida (NYG),11,35,3.2,17,0,0,1,1,15,15,0,0,1,6,6,1.2%,2019,8
45,Rashaad Penny (SEA),8,55,6.9,17,0,0,0,0,0,0,0,0,1,5.5,5.5,88.3%,2019,8
46,Ty Johnson (NYJ),7,25,3.6,14,0,0,1,4,13,13,0,0,1,4.8,4.8,1.1%,2019,8
47,Jalen Richard (FA),1,3,3,3,0,0,2,3,24,12,0,0,1,4.7,4.7,1.0%,2019,8
48,Boston Scott (PHI),5,6,1.2,5,0,1,0,0,0,0,0,1,1,4.6,4.6,2.9%,2019,8
49,Dwayne Washington (NO),3,38,12.7,31,1,0,0,0,0,0,0,0,1,3.8,3.8,0.1%,2019,8
50,Peyton Barber (FA),10,20,2,5,0,0,1,3,8,8,0,0,1,3.8,3.8,0.6%,2019,8
51,DeAndre Washington (FA),5,23,4.6,6,0,0,1,1,4,4,0,0,1,3.7,3.7,11.0%,2019,8
