Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,James White (NE),14,79,5.6,32,1,0,8,11,98,12.3,2,0,1,37.7,37.7,5.2%,2019,13
2,Derrius Guice (FA),10,129,12.9,60,2,2,2,2,8,4,0,0,1,27.7,27.7,1.1%,2019,13
3,Rashaad Penny (SEA),15,74,4.9,13,0,1,4,5,33,8.3,1,0,1,26.7,26.7,88.3%,2019,13
4,Derrick Henry (TEN),26,149,5.7,34,1,1,3,3,17,5.7,0,1,1,23.6,23.6,99.8%,2019,13
5,Raheem Mostert (MIA),19,146,7.7,40,1,1,2,2,8,4,0,0,1,23.4,23.4,83.4%,2019,13
6,Miles Sanders (PHI),17,83,4.9,13,0,0,5,5,22,4.4,1,0,1,21.5,21.5,91.9%,2019,13
7,Ezekiel Elliott (DAL),12,71,5.9,30,1,0,7,10,66,9.4,0,0,1,20.7,20.7,96.8%,2019,13
8,Duke Johnson Jr. (BUF),9,36,4,13,0,0,5,6,54,10.8,1,0,1,20,20,4.4%,2019,13
9,Devin Singletary (BUF),14,63,4.5,26,1,0,3,4,38,12.7,1,0,1,19.1,19.1,92.8%,2019,13
10,Todd Gurley II (FA),19,95,5,11,0,1,1,1,20,20,0,0,1,18.5,18.5,0.2%,2019,13
11,Peyton Barber (FA),17,44,2.6,15,0,2,0,0,0,0,0,0,1,18.4,18.4,0.6%,2019,13
12,Leonard Fournette (TB),14,38,2.7,10,0,0,9,11,53,5.9,0,0,1,18.1,18.1,99.7%,2019,13
13,Chris Carson (SEA),23,102,4.4,25,1,1,1,2,7,7,0,0,1,17.9,17.9,71.3%,2019,13
14,Kareem Hunt (CLE),7,46,6.6,16,0,0,5,5,19,3.8,1,0,1,17.5,17.5,91.2%,2019,13
15,Christian McCaffrey (CAR),14,44,3.1,12,0,0,7,12,58,8.3,0,0,1,17.2,17.2,99.8%,2019,13
16,Joe Mixon (CIN),19,44,2.3,9,0,1,4,4,26,6.5,0,0,1,17,17,99.8%,2019,13
17,Patrick Laird (MIA),10,5,0.5,4,0,1,4,5,43,10.8,0,0,1,16.8,16.8,0.0%,2019,13
18,Austin Ekeler (LAC),9,16,1.8,8,0,0,4,5,51,12.8,1,0,1,16.7,16.7,99.9%,2019,13
19,David Montgomery (CHI),16,75,4.7,14,0,0,2,2,12,6,1,0,1,16.7,16.7,98.6%,2019,13
20,Adrian Peterson (FA),13,99,7.6,22,2,1,0,1,0,0,0,0,1,15.9,15.9,2.1%,2019,13
21,Saquon Barkley (NYG),19,83,4.4,16,0,0,3,7,32,10.7,0,0,1,14.5,14.5,98.7%,2019,13
22,Benny Snell Jr. (PIT),16,63,3.9,14,0,1,1,1,4,4,0,0,1,13.7,13.7,0.9%,2019,13
