Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Dalvin Cook (MIN),20,154,7.7,75,1,1,3,3,37,12.3,0,0,1,28.1,28.1,99.9%,2019,2
2,Aaron Jones (GB),23,116,5,15,0,1,4,6,34,8.5,0,0,1,25,25,99.5%,2019,2
3,Raheem Mostert (MIA),13,83,6.4,20,1,0,3,4,68,22.7,1,0,1,24.1,24.1,83.4%,2019,2
4,Austin Ekeler (LAC),17,66,3.9,12,0,1,6,6,67,11.2,0,1,1,23.3,23.3,99.9%,2019,2
5,Saquon Barkley (NYG),18,107,5.9,27,1,1,3,7,28,9.3,0,0,1,22.5,22.5,98.7%,2019,2
6,Le'Veon Bell (FA),21,68,3.2,8,0,0,10,10,61,6.1,0,1,1,20.9,20.9,0.3%,2019,2
7,Ezekiel Elliott (DAL),23,111,4.8,27,1,1,2,2,9,4.5,0,0,1,20,20,96.8%,2019,2
8,Nick Chubb (CLE),18,62,3.4,19,0,1,4,4,36,9,0,0,1,19.8,19.8,99.4%,2019,2
9,Derrick Henry (TEN),15,82,5.5,18,0,1,2,3,12,6,0,0,1,17.4,17.4,99.8%,2019,2
10,Kerryon Johnson (FA),12,41,3.4,9,0,0,2,3,47,23.5,1,0,1,16.8,16.8,0.1%,2019,2
11,Frank Gore (FA),19,68,3.6,9,0,1,2,2,15,7.5,0,0,1,16.3,16.3,12.2%,2019,2
12,Peyton Barber (FA),23,82,3.6,16,0,1,1,1,7,7,0,0,1,15.9,15.9,0.6%,2019,2
13,Todd Gurley II (FA),16,63,3.9,20,1,1,3,4,4,1.3,0,0,1,15.7,15.7,0.2%,2019,2
14,Jeff Wilson Jr. (SF),10,34,3.4,14,0,2,0,0,0,0,0,0,1,15.4,15.4,1.7%,2019,2
15,Royce Freeman (HOU),11,54,4.9,14,0,0,5,7,48,9.6,0,0,1,15.2,15.2,0.7%,2019,2
16,Matt Breida (NYG),12,121,10.1,34,1,0,1,1,11,11,0,0,1,14.2,14.2,1.2%,2019,2
17,David Montgomery (CHI),18,62,3.4,12,0,1,1,3,6,6,0,0,1,13.8,13.8,98.6%,2019,2
18,Rashaad Penny (SEA),10,62,6.2,37,1,1,1,1,3,3,0,0,1,13.5,13.5,88.3%,2019,2
19,James Conner (ARI),11,33,3,14,0,1,3,4,12,4,0,0,1,13.5,13.5,98.7%,2019,2
20,Jamaal Williams (DET),9,28,3.1,10,0,0,3,4,13,4.3,1,0,1,13.1,13.1,47.8%,2019,2
21,Leonard Fournette (TB),15,47,3.1,14,0,0,4,6,40,10,0,0,1,12.7,12.7,99.7%,2019,2
22,Sony Michel (MIA),21,83,4,12,0,1,0,0,0,0,0,1,1,12.3,12.3,31.3%,2019,2
23,James White (NE),3,10,3.3,5,0,0,3,4,19,6.3,1,0,1,11.9,11.9,5.2%,2019,2
24,Devin Singletary (BUF),6,57,9.5,20,1,1,0,0,0,0,0,0,1,11.7,11.7,92.8%,2019,2
25,Adrian Peterson (FA),10,25,2.5,10,0,1,2,2,7,3.5,0,0,1,11.2,11.2,2.1%,2019,2
26,Phillip Lindsay (MIA),13,36,2.8,9,0,0,4,7,30,7.5,0,0,1,10.6,10.6,0.7%,2019,2
27,Chris Thompson (FA),2,3,1.5,2,0,0,5,8,48,9.6,0,0,1,10.1,10.1,0.0%,2019,2
28,Josh Jacobs (LV),12,99,8.3,51,1,0,0,0,0,0,0,0,1,9.9,9.9,98.3%,2019,2
29,Kenyan Drake (LV),6,19,3.2,9,0,0,5,6,29,5.8,0,0,1,9.8,9.8,24.7%,2019,2
30,Mark Ingram II (NO),13,47,3.6,16,0,0,2,2,30,15,0,0,1,9.7,9.7,5.6%,2019,2
31,Chris Carson (SEA),15,60,4,21,1,0,3,3,27,9,0,1,1,9.7,9.7,71.3%,2019,2
32,Jordan Wilkins (TEN),5,82,16.4,55,1,0,1,1,4,4,0,0,1,9.6,9.6,0.1%,2019,2
33,Devonta Freeman (FA),11,22,2,9,0,0,3,4,42,14,0,0,1,9.4,9.4,0.8%,2019,2
34,Carlos Hyde (FA),20,90,4.5,14,0,0,0,0,0,0,0,0,1,9,9,0.2%,2019,2
35,Rex Burkhead (HOU),5,21,4.2,12,0,0,2,2,47,23.5,0,0,1,8.8,8.8,11.8%,2019,2
36,Damien Williams (ATL),9,8,0.9,5,0,0,3,5,48,16,0,0,1,8.6,8.6,1.9%,2019,2
37,David Johnson (FA),7,14,2,4,0,1,1,1,0,0,0,0,1,8.4,8.4,0.8%,2019,2
38,Marlon Mack (HOU),20,51,2.6,10,0,0,2,3,12,6,0,0,1,8.3,8.3,29.5%,2019,2
39,D'Ernest Johnson (CLE),3,8,2.7,6,0,0,3,4,42,14,0,0,1,8,8,16.7%,2019,2
40,Justin Jackson (FA),7,59,8.4,40,1,0,1,1,5,5,0,0,1,7.4,7.4,0.8%,2019,2
41,Christian McCaffrey (CAR),16,37,2.3,10,0,0,2,6,16,8,0,0,1,7.3,7.3,99.8%,2019,2
42,Alvin Kamara (NO),13,45,3.5,12,0,0,1,3,15,15,0,0,1,7,7,99.8%,2019,2
43,Ty Montgomery (NE),3,25,8.3,15,0,0,3,3,15,5,0,0,1,7,7,0.1%,2019,2
44,Miles Sanders (PHI),10,28,2.8,5,0,0,3,4,9,3,0,0,1,6.7,6.7,91.9%,2019,2
45,Ito Smith (FA),4,32,8,28,1,0,2,3,13,6.5,0,0,1,6.5,6.5,0.0%,2019,2
46,Malcolm Brown (MIA),6,37,6.2,13,0,0,1,1,10,10,0,0,1,5.7,5.7,0.1%,2019,2
47,Joe Mixon (CIN),11,17,1.5,9,0,0,3,5,10,3.3,0,0,1,5.7,5.7,99.8%,2019,2
48,Ty Johnson (NYJ),5,30,6,17,0,0,2,2,6,3,0,0,1,5.6,5.6,1.1%,2019,2
49,DeAndre Washington (FA),3,9,3,4,0,0,2,2,26,13,0,0,1,5.5,5.5,11.0%,2019,2
50,LeSean McCoy (FA),11,23,2.1,6,0,0,3,3,0,0,0,0,1,5.3,5.3,2.0%,2019,2
51,C.J. Prosise (FA),2,7,3.5,5,0,0,3,3,13,4.3,0,0,1,5,5,0.0%,2019,2
52,Tarik Cohen (FA),4,18,4.5,9,0,0,2,5,7,3.5,0,0,1,4.5,4.5,2.2%,2019,2
53,Jaylen Samuels (ARI),3,18,6,7,0,0,1,1,13,13,0,0,1,4.1,4.1,0.1%,2019,2
54,Mark Walton (FA),3,15,5,6,0,0,1,2,12,12,0,0,1,3.7,3.7,2.0%,2019,2
55,Chase Edmonds (MIA),1,2,2,2,0,0,2,2,15,7.5,0,0,1,3.7,3.7,90.2%,2019,2
56,Jordan Howard (FA),8,18,2.3,5,0,0,1,1,8,8,0,0,1,3.6,3.6,8.7%,2019,2
57,Tony Pollard (DAL),4,22,5.5,10,0,0,1,1,3,3,0,0,1,3.5,3.5,90.4%,2019,2
