Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Tyler Huntley (BAL),28,40,70,215,5.4,2,0,1,13,73,2,0,1,35.9,35.9,15.6%,2021,15
2,Patrick Mahomes II (KC),31,47,66,410,8.7,3,1,1,3,32,0,1,1,30.6,30.6,100.0%,2021,15
3,Jalen Hurts (PHI),20,26,76.9,296,11.4,1,1,3,8,38,2,1,1,28.6,28.6,98.9%,2021,15
4,Cam Newton (FA),18,38,47.4,156,4.1,1,1,4,15,71,1,0,1,24.3,24.3,9.1%,2021,15
5,Justin Herbert (LAC),22,38,57.9,236,6.2,2,1,0,5,16,1,0,1,24,24,98.4%,2021,15
6,Aaron Rodgers (GB),23,31,74.2,268,8.6,3,0,3,4,11,0,0,1,23.8,23.8,83.7%,2021,15
7,Josh Allen (BUF),19,34,55.9,210,6.2,3,1,4,3,24,0,0,1,21.8,21.8,100.0%,2021,15
8,Jared Goff (DET),21,26,80.8,216,8.3,3,0,2,0,0,0,0,1,20.6,20.6,77.6%,2021,15
9,Mac Jones (NE),26,45,57.8,299,6.6,2,2,1,1,12,0,0,1,19.2,19.2,14.5%,2021,15
10,Justin Fields (CHI),26,39,66.7,285,7.3,1,0,3,7,35,0,1,1,16.9,16.9,92.2%,2021,15
11,Matthew Stafford (LAR),21,29,72.4,244,8.4,2,1,4,3,-3,0,0,1,16.5,16.5,28.1%,2021,15
12,Tua Tagovailoa (MIA),16,27,59.3,196,7.3,2,2,1,7,19,0,0,1,15.7,15.7,81.9%,2021,15
13,Davis Mills (HOU),19,30,63.3,209,7,2,1,1,1,2,0,0,1,15.6,15.6,3.4%,2021,15
14,Jimmy Garoppolo (SF),18,23,78.3,235,10.2,1,0,0,3,4,0,0,1,13.8,13.8,13.5%,2021,15
15,Kyler Murray (ARI),23,41,56.1,257,6.3,1,1,2,4,3,0,0,1,13.6,13.6,53.7%,2021,15
16,Matt Ryan (IND),19,32,59.4,236,7.4,1,0,3,5,20,0,1,1,13.4,13.4,8.8%,2021,15
17,Joe Burrow (CIN),15,22,68.2,157,7.1,1,0,3,5,25,0,0,1,12.8,12.8,99.7%,2021,15
18,Zach Wilson (NYJ),13,23,56.5,170,7.4,0,0,6,4,12,1,1,1,12,12,6.4%,2021,15
19,Ben Roethlisberger (FA),16,25,64,148,5.9,0,0,3,3,0,1,0,1,11.9,11.9,13.6%,2021,15
20,Kirk Cousins (MIN),12,24,50,87,3.6,2,1,4,2,10,0,0,1,11.5,11.5,92.3%,2021,15
21,Derek Carr (LV),25,38,65.8,236,6.2,1,1,2,3,7,0,1,1,11.1,11.1,54.7%,2021,15
22,Ryan Tannehill (TEN),23,32,71.9,153,4.8,0,1,4,5,18,1,1,1,10.9,10.9,18.6%,2021,15
23,Dak Prescott (DAL),28,37,75.7,217,5.9,1,0,3,2,-1,0,1,1,10.6,10.6,93.5%,2021,15
24,Trevor Lawrence (JAC),22,38,57.9,210,5.5,0,0,3,5,21,0,0,1,10.5,10.5,85.9%,2021,15
25,Nick Mullens (MIN),20,30,66.7,147,4.9,1,0,0,0,0,0,0,1,9.9,9.9,0.0%,2021,15
26,Taysom Hill (NO),13,27,48.1,154,5.7,0,0,2,11,33,0,0,1,9.5,9.5,49.2%,2021,15
27,Garrett Gilbert (NE),20,31,64.5,194,6.3,0,0,2,0,0,0,0,1,7.8,7.8,0.0%,2021,15
28,Carson Wentz (WAS),5,12,41.7,57,4.8,1,1,1,8,17,0,0,1,7,7,8.4%,2021,15
29,Tom Brady (TB),26,48,54.2,214,4.5,0,1,4,1,2,0,1,1,5.8,5.8,87.4%,2021,15
30,Drew Lock (SEA),6,12,50,88,7.3,1,0,1,1,-2,0,1,1,5.3,5.3,0.2%,2021,15
31,Russell Wilson (DEN),17,31,54.8,156,5,0,1,3,0,0,0,0,1,5.2,5.2,45.7%,2021,15
32,Teddy Bridgewater (MIA),12,22,54.5,98,4.5,0,0,2,3,10,0,0,1,4.9,4.9,5.4%,2021,15
33,Jake Fromm (WAS),6,12,50,82,6.8,0,0,1,0,0,0,0,1,3.3,3.3,1.0%,2021,15
34,Colt McCoy (ARI),6,9,66.7,56,6.2,0,0,0,1,3,0,0,1,2.5,2.5,1.8%,2021,15
35,Mike Glennon (MIA),13,24,54.2,99,4.1,0,3,0,1,0,0,0,1,1,1,1.0%,2021,15
36,Marcus Mariota (ATL),0,0,0,0,0,0,0,0,1,3,0,0,1,0.3,0.3,16.1%,2021,15
37,Jacoby Brissett (CLE),0,0,0,0,0,0,0,0,1,2,0,0,1,0.2,0.2,3.8%,2021,15
