Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Lamar Jackson (BAL),27,41,65.9,266,6.5,3,2,3,21,120,0,0,1,32.6,32.6,92.4%,2021,9
2,Justin Herbert (LAC),32,38,84.2,356,9.4,2,0,0,5,14,1,0,1,31.6,31.6,98.4%,2021,9
3,Matt Ryan (IND),23,30,76.7,343,11.4,2,0,2,5,8,1,0,1,28.5,28.5,8.8%,2021,9
4,Josh Johnson (SF),27,41,65.9,317,7.7,3,1,2,4,18,0,0,1,25.5,25.5,0.0%,2021,9
5,Carson Wentz (WAS),22,30,73.3,272,9.1,3,0,1,4,13,0,0,1,24.2,24.2,8.4%,2021,9
6,Teddy Bridgewater (MIA),19,28,67.9,249,8.9,1,0,4,3,-1,1,0,1,21.9,21.9,5.4%,2021,9
7,Kirk Cousins (MIN),17,28,60.7,187,6.7,2,0,0,1,1,1,0,1,21.6,21.6,92.3%,2021,9
8,Jimmy Garoppolo (SF),28,40,70,326,8.2,2,1,5,1,3,0,0,1,20.3,20.3,13.5%,2021,9
9,Dak Prescott (DAL),19,39,48.7,232,5.9,2,1,2,2,16,0,0,1,19.9,19.9,93.5%,2021,9
10,Justin Fields (CHI),17,29,58.6,291,10,1,1,3,8,45,0,0,1,19.1,19.1,92.2%,2021,9
11,Jalen Hurts (PHI),11,17,64.7,162,9.5,1,0,1,10,62,0,0,1,16.7,16.7,98.9%,2021,9
12,Baker Mayfield (LAR),14,21,66.7,218,10.4,2,0,2,0,0,0,0,1,16.7,16.7,8.3%,2021,9
13,Colt McCoy (ARI),22,26,84.6,249,9.6,1,0,2,7,23,0,0,1,16.3,16.3,1.8%,2021,9
14,Ben Roethlisberger (FA),21,30,70,205,6.8,2,0,4,2,0,0,0,1,16.2,16.2,13.6%,2021,9
15,Trevor Siemian (CHI),25,41,61,249,6.1,2,0,1,0,0,0,1,1,16,16,0.0%,2021,9
16,Matthew Stafford (LAR),31,48,64.6,294,6.1,1,2,5,2,13,0,0,1,15.1,15.1,28.1%,2021,9
17,Ryan Tannehill (TEN),19,27,70.4,143,5.3,1,1,3,2,3,1,0,1,15,15,18.6%,2021,9
18,Jordan Love (GB),19,34,55.9,190,5.6,1,1,1,5,23,0,0,1,12.9,12.9,0.9%,2021,9
19,Derek Carr (LV),30,46,65.2,296,6.4,1,2,1,2,5,0,1,1,12.3,12.3,54.7%,2021,9
20,Josh Allen (BUF),31,47,66,264,5.6,0,2,4,5,50,0,1,1,11.6,11.6,100.0%,2021,9
21,Jacoby Brissett (CLE),26,43,60.5,244,5.7,1,2,4,1,7,0,1,1,10.5,10.5,3.8%,2021,9
22,Patrick Mahomes II (KC),20,37,54.1,166,4.5,1,0,1,2,-2,0,0,1,10.4,10.4,100.0%,2021,9
23,Joe Burrow (CIN),28,40,70,282,7.1,0,2,5,2,1,0,0,1,9.4,9.4,99.7%,2021,9
24,Tyrod Taylor (NYG),24,43,55.8,240,5.6,0,3,5,3,23,0,0,1,8.9,8.9,0.1%,2021,9
25,Daniel Jones (NYG),15,20,75,110,5.5,1,0,2,4,17,0,1,1,8.1,8.1,64.1%,2021,9
26,Mike White (NYJ),7,11,63.6,95,8.6,1,0,0,0,0,0,0,1,7.8,7.8,20.7%,2021,9
27,Mac Jones (NE),12,18,66.7,139,7.7,1,1,2,2,4,0,1,1,7,7,14.5%,2021,9
28,Trevor Lawrence (JAC),15,26,57.7,118,4.5,0,0,2,3,4,0,0,1,5.1,5.1,85.9%,2021,9
29,Sam Darnold (CAR),16,33,48.5,172,5.2,0,3,1,3,9,0,0,1,4.8,4.8,5.3%,2021,9
30,Taysom Hill (NO),2,2,100,33,16.5,0,0,0,1,4,0,0,1,1.7,1.7,49.2%,2021,9
31,C.J. Beathard (JAC),2,2,100,33,16.5,0,0,0,0,0,0,0,1,1.3,1.3,0.0%,2021,9
32,Marcus Mariota (ATL),0,0,0,0,0,0,0,0,1,6,0,0,1,0.6,0.6,16.1%,2021,9
33,Feleipe Franks (ATL),0,0,0,0,0,0,0,0,2,3,0,0,1,0.3,0.3,0.0%,2021,9
34,Brandon Allen (CIN),1,2,50,6,3,0,0,0,1,0,0,0,1,0.2,0.2,0.1%,2021,9
35,Chris Streveler (NYJ),0,0,0,0,0,0,0,0,1,2,0,0,1,0.2,0.2,0.0%,2021,9
36,Sam Ehlinger (IND),0,0,0,0,0,0,0,0,1,1,0,0,1,0.1,0.1,1.0%,2021,9
37,Logan Woodside (ATL),0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,2021,9
38,Brian Hoyer (NE),0,0,0,0,0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.1%,2021,9
