Rank,Player,CMP,PassATT,PCT,PassYDS,PassY/A,PassTD,INT,SACKS,RushATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Justin Herbert (LAC),30,41,73.2,382,9.3,3,1,2,9,90,0,0,1,35.3,35.3,98.4%,2021,11
2,Aaron Rodgers (GB),23,33,69.7,385,11.7,4,0,2,2,21,0,0,1,33.5,33.5,83.7%,2021,11
3,Jalen Hurts (PHI),13,24,54.2,147,6.1,0,0,3,18,69,3,0,1,30.8,30.8,98.9%,2021,11
4,Trevor Siemian (CHI),22,40,55,214,5.4,3,2,0,2,16,1,0,1,26.2,26.2,0.0%,2021,11
5,Cam Newton (FA),21,27,77.8,189,7,2,0,1,10,46,1,0,1,26.2,26.2,9.1%,2021,11
6,Kirk Cousins (MIN),24,35,68.6,341,9.7,3,0,2,2,-4,0,0,1,25.2,25.2,92.3%,2021,11
7,Taylor Heinicke (WAS),16,22,72.7,206,9.4,3,0,3,6,29,0,0,1,23.1,23.1,11.6%,2021,11
8,Ben Roethlisberger (FA),28,44,63.6,273,6.2,3,0,3,0,0,0,0,1,22.9,22.9,13.6%,2021,11
9,Colt McCoy (ARI),35,44,79.5,328,7.5,2,0,2,6,18,0,0,1,22.9,22.9,1.8%,2021,11
10,Tom Brady (TB),30,46,65.2,307,6.7,2,1,0,1,10,0,0,1,20.3,20.3,87.4%,2021,11
11,Tyrod Taylor (NYG),14,24,58.3,107,4.5,0,0,0,6,28,2,0,1,19.1,19.1,0.1%,2021,11
12,Tua Tagovailoa (MIA),27,33,81.8,273,8.3,2,1,0,3,6,0,0,1,18.5,18.5,81.9%,2021,11
13,Josh Allen (BUF),21,35,60,209,6,2,2,1,2,18,0,0,1,18.2,18.2,100.0%,2021,11
14,Joe Flacco (NYJ),24,39,61.5,291,7.5,2,0,2,2,3,0,1,1,17.9,17.9,0.9%,2021,11
15,Andy Dalton (NO),11,23,47.8,201,8.7,2,0,1,0,0,0,0,1,16,16,10.5%,2021,11
16,Jimmy Garoppolo (SF),16,22,72.7,176,8,2,0,2,2,6,0,0,1,15.6,15.6,13.5%,2021,11
17,Ryan Tannehill (TEN),35,52,67.3,323,6.2,1,4,2,2,3,0,0,1,13.2,13.2,18.6%,2021,11
18,Tyler Huntley (BAL),26,36,72.2,219,6.1,0,1,6,7,40,0,0,1,11.8,11.8,15.6%,2021,11
19,Mac Jones (NE),22,26,84.6,207,8,1,1,3,6,1,0,0,1,11.4,11.4,14.5%,2021,11
20,Carson Wentz (WAS),11,20,55,106,5.3,1,0,0,2,18,0,0,1,10,10,8.4%,2021,11
21,Baker Mayfield (LAR),15,29,51.7,176,6.1,1,2,1,4,9,0,0,1,9.9,9.9,8.3%,2021,11
22,Daniel Jones (NYG),23,38,60.5,167,4.4,1,2,2,3,10,0,0,1,9.7,9.7,64.1%,2021,11
23,Derek Carr (LV),19,27,70.4,215,8,1,1,2,0,0,0,1,1,9.6,9.6,54.7%,2021,11
24,Joe Burrow (CIN),20,29,69,148,5.1,1,0,3,3,11,0,1,1,9,9,99.7%,2021,11
25,Trevor Lawrence (JAC),16,25,64,158,6.3,0,0,3,3,23,0,0,1,8.6,8.6,85.9%,2021,11
26,Russell Wilson (DEN),14,26,53.8,207,8,0,0,4,2,2,0,0,1,8.5,8.5,45.7%,2021,11
27,Patrick Mahomes II (KC),23,37,62.2,260,7,0,1,3,7,11,0,1,1,8.5,8.5,100.0%,2021,11
28,Dak Prescott (DAL),28,43,65.1,216,5,0,2,5,0,0,0,1,1,4.6,4.6,93.5%,2021,11
29,Matt Ryan (IND),19,28,67.9,153,5.5,0,2,4,0,0,0,0,1,4.1,4.1,8.8%,2021,11
30,Justin Fields (CHI),4,11,36.4,79,7.2,0,0,2,4,23,0,1,1,3.5,3.5,92.2%,2021,11
31,Tim Boyle (CHI),15,23,65.2,77,3.3,0,2,0,0,0,0,0,1,1.1,1.1,0.0%,2021,11
32,Sam Ehlinger (IND),0,0,0,0,0,0,0,0,1,9,0,0,1,0.9,0.9,1.0%,2021,11
33,Trey Lance (SF),0,0,0,0,0,0,0,0,3,4,0,0,1,0.4,0.4,15.9%,2021,11
34,Blaine Gabbert (TB),2,2,100,11,5.5,0,0,1,2,-2,0,0,1,0.2,0.2,0.0%,2021,11
35,Jordan Love (GB),0,0,0,0,0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.9%,2021,11
36,Mitch Trubisky (PIT),3,5,60,19,3.8,0,1,0,0,0,0,0,1,-0.2,-0.2,0.8%,2021,11
37,Josh Rosen (MIN),1,3,33.3,5,1.7,0,1,0,0,0,0,0,1,-0.8,-0.8,0.0%,2021,11
38,Feleipe Franks (ATL),0,1,0,0,0,0,1,0,0,0,0,0,1,-1,-1,0.0%,2021,11
