Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),5,4,0,2,0,0,1,1,29,29,46.6%,2019,4
2,New York Giants (NYG),3,4,0,0,1,0,0,1,24,24,1.8%,2019,4
3,Pittsburgh Steelers (PIT),8,1,1,2,0,0,0,1,19,19,23.6%,2019,4
4,Chicago Bears (CHI),6,0,2,3,0,0,0,1,17,17,2.9%,2019,4
5,Seattle Seahawks (SEA),4,1,0,0,1,0,0,1,16,16,5.1%,2019,4
6,Tampa Bay Buccaneers (TB),2,3,1,1,1,0,0,1,15,15,95.4%,2019,4
7,Carolina Panthers (CAR),6,1,1,1,0,0,0,1,14,14,6.1%,2019,4
8,Kansas City Chiefs (KC),4,0,2,2,1,0,0,1,13,13,41.6%,2019,4
9,Tennessee Titans (TEN),5,0,1,1,0,0,0,1,11,11,8.1%,2019,4
10,New Orleans Saints (NO),1,1,2,2,0,0,0,1,11,11,80.6%,2019,4
11,Dallas Cowboys (DAL),5,1,0,0,0,0,0,1,11,11,73.8%,2019,4
12,Los Angeles Chargers (LAC),5,1,0,2,0,0,0,1,11,11,52.5%,2019,4
13,Cleveland Browns (CLE),4,2,1,1,0,0,0,1,10,10,21.9%,2019,4
14,Las Vegas Raiders (LV),0,1,1,1,1,0,0,1,10,10,6.4%,2019,4
15,Houston Texans (HOU),3,0,3,3,0,0,0,1,10,10,3.8%,2019,4
16,Washington Commanders (WAS),0,2,2,2,0,0,0,1,9,9,40.4%,2019,4
17,Buffalo Bills (BUF),0,1,0,1,0,0,0,1,9,9,99.6%,2019,4
18,Los Angeles Rams (LAR),2,1,0,0,1,0,0,1,6,6,69.6%,2019,4
19,Philadelphia Eagles (PHI),1,1,1,1,0,0,0,1,5,5,40.7%,2019,4
20,Denver Broncos (DEN),5,0,0,1,0,0,0,1,5,5,44.1%,2019,4
21,Detroit Lions (DET),0,0,3,2,0,0,0,1,5,5,1.1%,2019,4
22,Arizona Cardinals (ARI),4,0,0,3,0,0,0,1,4,4,14.4%,2019,4
23,Indianapolis Colts (IND),1,0,1,0,0,0,0,1,3,3,57.4%,2019,4
24,Minnesota Vikings (MIN),1,0,0,0,0,0,0,1,2,2,12.2%,2019,4
25,Jacksonville Jaguars (JAC),0,1,0,0,0,0,0,1,2,2,1.0%,2019,4
26,Cincinnati Bengals (CIN),0,0,1,1,0,0,0,1,2,2,22.4%,2019,4
28,Atlanta Falcons (ATL),0,0,0,3,0,0,0,1,0,0,0.5%,2019,4
30,Miami Dolphins (MIA),1,0,0,0,0,0,0,1,0,0,58.2%,2019,4
31,Green Bay Packers (GB),0,0,0,0,0,0,0,1,-1,-1,75.5%,2019,4
32,Baltimore Ravens (BAL),1,1,0,0,0,0,0,1,-1,-1,44.1%,2019,4
