Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New Orleans Saints (NO),2,2,1,0,1,0,0,1,18,18,80.6%,2019,17
2,Baltimore Ravens (BAL),2,0,2,2,1,1,0,1,18,18,44.1%,2019,17
3,Atlanta Falcons (ATL),1,2,1,2,1,0,0,1,14,14,0.5%,2019,17
4,Jacksonville Jaguars (JAC),3,0,2,2,1,0,0,1,14,14,1.0%,2019,17
5,New York Jets (NYJ),1,2,1,1,0,0,0,1,14,14,2.0%,2019,17
6,Tampa Bay Buccaneers (TB),6,0,1,1,1,0,0,1,14,14,95.4%,2019,17
7,Cincinnati Bengals (CIN),6,3,0,1,0,0,0,1,12,12,22.4%,2019,17
8,Miami Dolphins (MIA),1,1,1,1,1,0,0,1,11,11,58.2%,2019,17
9,Los Angeles Rams (LAR),1,2,3,1,0,0,0,1,11,11,69.6%,2019,17
10,Philadelphia Eagles (PHI),4,1,1,2,0,0,0,1,9,9,40.7%,2019,17
11,Chicago Bears (CHI),0,2,1,0,0,1,0,1,9,9,2.9%,2019,17
12,Buffalo Bills (BUF),2,1,0,0,0,0,0,1,8,8,99.6%,2019,17
13,Dallas Cowboys (DAL),2,1,1,1,0,0,0,1,7,7,73.8%,2019,17
14,Pittsburgh Steelers (PIT),3,1,1,1,0,0,0,1,7,7,23.6%,2019,17
15,Tennessee Titans (TEN),4,1,0,0,0,0,0,1,7,7,8.1%,2019,17
16,Kansas City Chiefs (KC),3,2,0,0,0,0,1,1,7,7,41.6%,2019,17
17,Minnesota Vikings (MIN),4,0,1,2,0,0,0,1,6,6,12.2%,2019,17
18,Las Vegas Raiders (LV),2,0,1,2,0,0,0,1,5,5,6.4%,2019,17
19,Denver Broncos (DEN),2,0,1,1,0,0,0,1,5,5,44.1%,2019,17
20,Indianapolis Colts (IND),3,1,0,1,0,0,0,1,4,4,57.4%,2019,17
21,Green Bay Packers (GB),1,1,0,0,0,0,0,1,4,4,75.5%,2019,17
22,Detroit Lions (DET),1,1,0,1,0,0,0,1,3,3,1.1%,2019,17
23,New England Patriots (NE),2,0,0,0,0,0,0,1,2,2,46.6%,2019,17
24,Seattle Seahawks (SEA),2,0,0,1,0,0,0,1,2,2,5.1%,2019,17
25,Cleveland Browns (CLE),1,1,0,0,0,0,0,1,2,2,21.9%,2019,17
26,San Francisco 49ers (SF),1,0,0,1,0,0,0,1,1,1,83.9%,2019,17
27,Washington Commanders (WAS),3,0,1,1,0,0,0,1,1,1,40.4%,2019,17
28,Los Angeles Chargers (LAC),0,1,0,0,0,0,0,1,1,1,52.5%,2019,17
29,New York Giants (NYG),1,0,0,0,0,0,0,1,0,0,1.8%,2019,17
30,Arizona Cardinals (ARI),1,0,0,0,0,0,0,1,0,0,14.4%,2019,17
31,Carolina Panthers (CAR),1,0,0,0,0,0,0,1,-3,-3,6.1%,2019,17
32,Houston Texans (HOU),0,0,0,0,0,0,0,1,-4,-4,3.8%,2019,17
