Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Tampa Bay Buccaneers (TB),5,2,2,3,1,0,0,1,23,23,95.4%,2019,13
2,Tennessee Titans (TEN),3,2,1,1,0,0,1,1,22,22,8.1%,2019,13
3,Los Angeles Rams (LAR),6,1,0,0,1,0,0,1,18,18,69.6%,2019,13
4,Kansas City Chiefs (KC),2,2,1,0,1,0,0,1,18,18,41.6%,2019,13
5,New Orleans Saints (NO),9,2,1,2,0,0,0,1,16,16,80.6%,2019,13
6,Cincinnati Bengals (CIN),4,0,0,0,0,1,0,1,13,13,22.4%,2019,13
7,Pittsburgh Steelers (PIT),5,1,1,1,0,0,0,1,13,13,23.6%,2019,13
8,Washington Commanders (WAS),7,1,1,1,0,0,0,1,11,11,40.4%,2019,13
9,Indianapolis Colts (IND),6,0,2,2,0,0,0,1,11,11,57.4%,2019,13
10,Green Bay Packers (GB),0,3,0,0,0,0,0,1,10,10,75.5%,2019,13
11,Buffalo Bills (BUF),4,1,1,3,0,0,0,1,9,9,99.6%,2019,13
12,Denver Broncos (DEN),3,1,1,0,0,0,0,1,8,8,44.1%,2019,13
13,Minnesota Vikings (MIN),2,1,1,1,1,0,0,1,8,8,12.2%,2019,13
14,Jacksonville Jaguars (JAC),4,0,1,1,0,0,0,1,6,6,1.0%,2019,13
15,Seattle Seahawks (SEA),0,1,2,2,0,0,0,1,6,6,5.1%,2019,13
16,Houston Texans (HOU),3,1,0,0,0,0,0,1,5,5,3.8%,2019,13
17,Chicago Bears (CHI),2,1,0,0,0,0,0,1,5,5,2.9%,2019,13
18,Baltimore Ravens (BAL),2,0,1,1,0,0,0,1,5,5,44.1%,2019,13
19,Dallas Cowboys (DAL),4,0,0,0,0,0,0,1,4,4,73.8%,2019,13
20,Cleveland Browns (CLE),1,1,0,1,0,0,0,1,4,4,21.9%,2019,13
21,Carolina Panthers (CAR),5,0,0,1,0,0,0,1,4,4,6.1%,2019,13
22,San Francisco 49ers (SF),1,0,1,1,0,0,0,1,4,4,83.9%,2019,13
23,Miami Dolphins (MIA),2,1,0,1,0,0,0,1,3,3,58.2%,2019,13
24,Detroit Lions (DET),1,1,0,0,0,0,0,1,3,3,1.1%,2019,13
25,Los Angeles Chargers (LAC),0,1,0,0,0,0,0,1,2,2,52.5%,2019,13
26,New England Patriots (NE),3,0,0,0,0,0,0,1,2,2,46.6%,2019,13
27,Philadelphia Eagles (PHI),3,1,0,0,0,0,0,1,1,1,40.7%,2019,13
28,New York Jets (NYJ),1,0,0,0,0,0,0,1,1,1,2.0%,2019,13
29,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,0,0,6.4%,2019,13
30,Atlanta Falcons (ATL),0,0,0,0,0,0,0,1,0,0,0.5%,2019,13
31,Arizona Cardinals (ARI),1,0,0,0,0,0,0,1,0,0,14.4%,2019,13
32,New York Giants (NYG),0,0,0,1,0,0,0,1,-1,-1,1.8%,2019,13
