Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New York Jets (NYJ),1,1,1,0,1,0,0,1,18,18,2.0%,2019,12
2,Seattle Seahawks (SEA),3,2,3,3,0,0,0,1,17,17,5.1%,2019,12
3,Tampa Bay Buccaneers (TB),6,1,1,2,1,0,0,1,16,16,95.4%,2019,12
4,Washington Commanders (WAS),6,3,1,2,0,0,1,1,15,15,40.4%,2019,12
5,Baltimore Ravens (BAL),2,2,0,1,0,0,0,1,13,13,44.1%,2019,12
6,Buffalo Bills (BUF),4,1,0,0,0,0,0,1,13,13,99.6%,2019,12
7,Pittsburgh Steelers (PIT),4,0,2,3,0,0,0,1,12,12,23.6%,2019,12
8,San Francisco 49ers (SF),5,0,1,1,0,0,0,1,11,11,83.9%,2019,12
9,Philadelphia Eagles (PHI),6,1,1,1,0,0,0,1,11,11,40.7%,2019,12
10,Cleveland Browns (CLE),4,2,0,1,0,0,0,1,8,8,21.9%,2019,12
11,Detroit Lions (DET),3,1,1,1,0,0,0,1,8,8,1.1%,2019,12
12,New York Giants (NYG),2,2,0,0,0,0,0,1,7,7,1.8%,2019,12
13,Tennessee Titans (TEN),3,0,1,0,0,0,0,1,6,6,8.1%,2019,12
14,Cincinnati Bengals (CIN),3,1,0,0,0,0,0,1,6,6,22.4%,2019,12
15,Dallas Cowboys (DAL),2,0,0,1,0,0,0,1,6,6,73.8%,2019,12
16,New England Patriots (NE),0,1,0,2,0,0,0,1,6,6,46.6%,2019,12
17,New Orleans Saints (NO),4,0,1,1,0,0,0,1,5,5,80.6%,2019,12
18,Denver Broncos (DEN),1,1,0,0,0,0,0,1,4,4,44.1%,2019,12
19,Indianapolis Colts (IND),1,1,0,1,0,0,0,1,4,4,57.4%,2019,12
20,Chicago Bears (CHI),1,0,1,1,0,0,0,1,4,4,2.9%,2019,12
21,Atlanta Falcons (ATL),0,2,0,0,0,0,0,1,3,3,0.5%,2019,12
22,Carolina Panthers (CAR),2,1,0,0,0,0,0,1,3,3,6.1%,2019,12
23,Las Vegas Raiders (LV),1,0,1,0,0,0,0,1,2,2,6.4%,2019,12
24,Houston Texans (HOU),1,0,0,0,0,0,0,1,2,2,3.8%,2019,12
25,Jacksonville Jaguars (JAC),1,0,2,2,0,0,0,1,1,1,1.0%,2019,12
30,Los Angeles Rams (LAR),3,0,0,0,0,0,0,1,-1,-1,69.6%,2019,12
31,Green Bay Packers (GB),3,0,0,0,0,0,0,1,-1,-1,75.5%,2019,12
32,Miami Dolphins (MIA),1,1,0,0,0,0,0,1,-1,-1,58.2%,2019,12
