Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Atlanta Falcons (ATL),5,4,0,0,0,0,1,1,20,20,0.5%,2019,11
2,New Orleans Saints (NO),2,4,0,0,1,0,0,1,17,17,80.6%,2019,11
3,Cleveland Browns (CLE),4,4,0,1,0,0,0,1,16,16,21.9%,2019,11
4,Baltimore Ravens (BAL),7,1,1,1,0,0,0,1,15,15,44.1%,2019,11
5,San Francisco 49ers (SF),4,0,2,2,1,0,0,1,14,14,83.9%,2019,11
6,Las Vegas Raiders (LV),5,1,1,1,0,0,0,1,13,13,6.4%,2019,11
7,New England Patriots (NE),5,0,1,1,0,0,0,1,11,11,46.6%,2019,11
8,Kansas City Chiefs (KC),2,4,0,1,0,0,0,1,11,11,41.6%,2019,11
9,Buffalo Bills (BUF),7,0,1,0,0,0,0,1,10,10,99.6%,2019,11
10,Los Angeles Rams (LAR),3,1,0,0,0,0,0,1,9,9,69.6%,2019,11
11,Denver Broncos (DEN),5,0,2,1,0,0,0,1,9,9,44.1%,2019,11
12,New York Jets (NYJ),6,1,0,0,0,0,0,1,9,9,2.0%,2019,11
13,Cincinnati Bengals (CIN),3,1,1,1,0,0,0,1,8,8,22.4%,2019,11
14,Indianapolis Colts (IND),2,1,0,0,0,0,0,1,8,8,57.4%,2019,11
15,Jacksonville Jaguars (JAC),3,1,1,1,0,0,0,1,6,6,1.0%,2019,11
16,Arizona Cardinals (ARI),2,2,0,0,0,0,0,1,5,5,14.4%,2019,11
17,Washington Commanders (WAS),2,1,1,1,0,0,0,1,5,5,40.4%,2019,11
18,Chicago Bears (CHI),0,1,1,3,0,0,0,1,5,5,2.9%,2019,11
19,Minnesota Vikings (MIN),2,1,0,0,0,0,0,1,4,4,12.2%,2019,11
20,Dallas Cowboys (DAL),3,0,0,0,0,0,0,1,3,3,73.8%,2019,11
21,Los Angeles Chargers (LAC),1,1,0,1,0,0,0,1,3,3,52.5%,2019,11
22,Philadelphia Eagles (PHI),1,0,0,0,0,0,0,1,2,2,40.7%,2019,11
23,Carolina Panthers (CAR),3,0,0,1,0,0,0,1,2,2,6.1%,2019,11
24,Pittsburgh Steelers (PIT),1,0,0,0,0,0,0,1,1,1,23.6%,2019,11
28,Tampa Bay Buccaneers (TB),1,0,0,1,0,0,0,1,0,0,95.4%,2019,11
30,Detroit Lions (DET),1,0,1,1,0,0,0,1,-1,-1,1.1%,2019,11
31,Houston Texans (HOU),0,0,0,0,0,0,0,1,-4,-4,3.8%,2019,11
32,Miami Dolphins (MIA),0,0,0,2,0,0,1,1,-4,-4,58.2%,2019,11
