Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Philadelphia Eagles (PHI),10,2,1,2,2,0,0,1,35,35,40.7%,2019,5
2,San Francisco 49ers (SF),4,2,2,2,0,0,0,1,19,19,83.9%,2019,5
3,New England Patriots (NE),6,1,1,2,0,0,0,1,14,14,46.6%,2019,5
4,Carolina Panthers (CAR),2,0,3,2,1,0,0,1,14,14,6.1%,2019,5
5,Minnesota Vikings (MIN),4,1,0,0,0,1,0,1,12,12,12.2%,2019,5
6,Pittsburgh Steelers (PIT),5,3,0,0,0,0,0,1,11,11,23.6%,2019,5
7,Indianapolis Colts (IND),4,0,1,1,0,0,0,1,10,10,57.4%,2019,5
8,Green Bay Packers (GB),3,3,0,1,0,0,0,1,9,9,75.5%,2019,5
9,Houston Texans (HOU),2,1,0,1,1,0,0,1,9,9,3.8%,2019,5
10,Buffalo Bills (BUF),5,0,0,0,0,0,0,1,9,9,99.6%,2019,5
11,Denver Broncos (DEN),0,2,0,1,0,0,0,1,8,8,44.1%,2019,5
12,Los Angeles Chargers (LAC),3,1,1,1,0,0,1,1,8,8,52.5%,2019,5
13,Las Vegas Raiders (LV),4,2,0,0,0,0,0,1,8,8,6.4%,2019,5
14,Tennessee Titans (TEN),4,1,0,0,0,0,0,1,7,7,8.1%,2019,5
15,New Orleans Saints (NO),6,0,0,1,0,0,0,1,6,6,80.6%,2019,5
16,Baltimore Ravens (BAL),1,1,1,2,0,0,0,1,5,5,44.1%,2019,5
17,Washington Commanders (WAS),4,1,0,0,0,0,0,1,5,5,40.4%,2019,5
18,Chicago Bears (CHI),0,0,2,1,0,0,0,1,4,4,2.9%,2019,5
19,New York Giants (NYG),3,0,1,2,0,0,0,1,4,4,1.8%,2019,5
20,New York Jets (NYJ),1,0,1,1,0,0,0,1,4,4,2.0%,2019,5
21,Kansas City Chiefs (KC),0,1,0,0,0,0,0,1,3,3,41.6%,2019,5
22,Seattle Seahawks (SEA),0,1,1,1,0,0,0,1,3,3,5.1%,2019,5
23,Los Angeles Rams (LAR),1,0,1,1,0,0,0,1,2,2,69.6%,2019,5
24,Jacksonville Jaguars (JAC),3,0,0,1,0,0,0,1,2,2,1.0%,2019,5
25,Tampa Bay Buccaneers (TB),0,1,0,0,0,0,0,1,1,1,95.4%,2019,5
26,Arizona Cardinals (ARI),1,0,0,0,0,0,0,1,1,1,14.4%,2019,5
27,Dallas Cowboys (DAL),2,0,0,0,0,0,0,1,1,1,73.8%,2019,5
28,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,1,1,21.9%,2019,5
29,Cincinnati Bengals (CIN),1,0,0,0,0,0,0,1,1,1,22.4%,2019,5
32,Atlanta Falcons (ATL),0,0,1,3,0,0,0,1,-2,-2,0.5%,2019,5
