Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Denver Broncos (DEN),3,2,1,1,1,0,0,1,15,15,44.1%,2019,14
2,Los Angeles Rams (LAR),5,1,0,0,0,0,0,1,14,14,69.6%,2019,14
3,Atlanta Falcons (ATL),5,2,2,2,0,0,0,1,14,14,0.5%,2019,14
4,Minnesota Vikings (MIN),5,2,0,0,0,0,0,1,13,13,12.2%,2019,14
5,Pittsburgh Steelers (PIT),5,3,0,0,0,0,1,1,12,12,23.6%,2019,14
6,Indianapolis Colts (IND),1,3,1,1,1,0,0,1,11,11,57.4%,2019,14
7,Cleveland Browns (CLE),2,1,0,1,1,0,0,1,11,11,21.9%,2019,14
8,Tennessee Titans (TEN),2,0,1,1,1,0,0,1,10,10,8.1%,2019,14
9,Baltimore Ravens (BAL),6,0,1,2,0,0,0,1,9,9,44.1%,2019,14
10,Seattle Seahawks (SEA),0,2,0,0,1,0,0,1,9,9,5.1%,2019,14
11,Arizona Cardinals (ARI),3,0,2,3,0,0,0,1,7,7,14.4%,2019,14
12,Washington Commanders (WAS),4,0,1,1,0,0,0,1,7,7,40.4%,2019,14
13,Green Bay Packers (GB),4,1,0,2,0,0,0,1,7,7,75.5%,2019,14
14,Los Angeles Chargers (LAC),2,0,0,0,0,0,0,1,6,6,52.5%,2019,14
15,Kansas City Chiefs (KC),3,1,0,0,0,0,0,1,6,6,41.6%,2019,14
16,Dallas Cowboys (DAL),2,1,1,1,0,0,0,1,5,5,73.8%,2019,14
17,New England Patriots (NE),1,1,1,2,0,0,0,1,5,5,46.6%,2019,14
18,New York Giants (NYG),3,0,1,1,0,0,0,1,5,5,1.8%,2019,14
19,Cincinnati Bengals (CIN),1,2,0,0,0,0,0,1,5,5,22.4%,2019,14
20,New York Jets (NYJ),2,1,0,1,0,0,0,1,4,4,2.0%,2019,14
21,Miami Dolphins (MIA),1,1,0,1,0,0,0,1,3,3,58.2%,2019,14
22,Buffalo Bills (BUF),1,1,0,0,0,0,0,1,3,3,99.6%,2019,14
23,Philadelphia Eagles (PHI),2,0,0,1,0,0,0,1,3,3,40.7%,2019,14
24,Tampa Bay Buccaneers (TB),1,0,1,1,0,0,0,1,2,2,95.4%,2019,14
25,Chicago Bears (CHI),2,0,0,0,0,0,0,1,2,2,2.9%,2019,14
26,Houston Texans (HOU),1,1,0,0,0,0,0,1,2,2,3.8%,2019,14
27,Detroit Lions (DET),1,0,0,0,0,0,0,1,2,2,1.1%,2019,14
28,New Orleans Saints (NO),3,1,0,0,0,0,0,1,1,1,80.6%,2019,14
29,San Francisco 49ers (SF),0,0,1,2,0,0,0,1,-2,-2,83.9%,2019,14
30,Las Vegas Raiders (LV),0,1,0,0,0,0,0,1,-2,-2,6.4%,2019,14
31,Carolina Panthers (CAR),1,0,0,0,0,0,0,1,-3,-3,6.1%,2019,14
32,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,-3,-3,1.0%,2019,14
