Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Houston Texans (HOU),3,4,1,1,1,0,0,1,20,20,3.8%,2019,16
2,Indianapolis Colts (IND),5,3,0,0,0,0,2,1,18,18,57.4%,2019,16
3,New York Jets (NYJ),4,2,0,0,0,0,0,1,12,12,2.0%,2019,16
4,Arizona Cardinals (ARI),5,0,1,2,0,0,0,1,11,11,14.4%,2019,16
5,Green Bay Packers (GB),5,1,0,0,0,0,0,1,11,11,75.5%,2019,16
6,Tampa Bay Buccaneers (TB),5,1,1,2,0,0,0,1,10,10,95.4%,2019,16
7,Kansas City Chiefs (KC),3,0,0,0,0,0,0,1,10,10,41.6%,2019,16
8,Minnesota Vikings (MIN),3,1,2,3,0,0,0,1,9,9,12.2%,2019,16
9,Los Angeles Rams (LAR),6,2,0,1,0,0,0,1,9,9,69.6%,2019,16
10,Atlanta Falcons (ATL),3,0,1,0,0,0,0,1,9,9,0.5%,2019,16
11,Philadelphia Eagles (PHI),2,0,1,1,0,0,0,1,8,8,40.7%,2019,16
12,San Francisco 49ers (SF),0,1,0,1,1,0,0,1,7,7,83.9%,2019,16
13,New Orleans Saints (NO),5,0,1,1,0,0,0,1,6,6,80.6%,2019,16
14,Denver Broncos (DEN),4,0,0,0,0,0,0,1,5,5,44.1%,2019,16
15,Pittsburgh Steelers (PIT),2,0,1,1,0,0,0,1,5,5,23.6%,2019,16
16,Jacksonville Jaguars (JAC),1,2,0,0,0,0,0,1,5,5,1.0%,2019,16
17,New England Patriots (NE),4,0,0,0,0,0,0,1,5,5,46.6%,2019,16
18,Baltimore Ravens (BAL),1,1,0,0,0,0,0,1,4,4,44.1%,2019,16
19,Los Angeles Chargers (LAC),3,0,0,0,0,0,0,1,3,3,52.5%,2019,16
20,Seattle Seahawks (SEA),2,0,0,0,0,0,0,1,2,2,5.1%,2019,16
21,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,2,2,6.4%,2019,16
22,Miami Dolphins (MIA),4,0,1,1,0,0,0,1,2,2,58.2%,2019,16
23,Dallas Cowboys (DAL),1,0,0,1,0,0,0,1,2,2,73.8%,2019,16
24,Buffalo Bills (BUF),0,0,1,1,0,0,0,1,2,2,99.6%,2019,16
25,Cleveland Browns (CLE),0,0,1,1,0,0,0,1,1,1,21.9%,2019,16
26,Chicago Bears (CHI),1,0,0,0,0,0,0,1,1,1,2.9%,2019,16
27,Detroit Lions (DET),0,0,0,0,0,0,1,1,0,0,1.1%,2019,16
28,Cincinnati Bengals (CIN),2,1,0,1,0,0,0,1,0,0,22.4%,2019,16
29,New York Giants (NYG),3,0,0,0,0,0,0,1,-1,-1,1.8%,2019,16
30,Carolina Panthers (CAR),3,0,0,0,0,0,0,1,-1,-1,6.1%,2019,16
31,Tennessee Titans (TEN),3,0,0,0,0,0,0,1,-1,-1,8.1%,2019,16
32,Washington Commanders (WAS),1,0,0,1,0,0,0,1,-3,-3,40.4%,2019,16
