Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Houston Texans (HOU),4,2,2,3,0,0,0,1,19,19,3.8%,2019,9
2,Dallas Cowboys (DAL),5,1,2,2,1,0,0,1,18,18,73.8%,2019,9
3,Pittsburgh Steelers (PIT),5,1,2,1,1,0,0,1,17,17,23.6%,2019,9
4,Baltimore Ravens (BAL),2,1,1,1,1,0,0,1,13,13,44.1%,2019,9
5,Carolina Panthers (CAR),4,2,1,1,0,0,0,1,11,11,6.1%,2019,9
6,Miami Dolphins (MIA),3,1,0,0,0,1,0,1,8,8,58.2%,2019,9
7,Buffalo Bills (BUF),4,0,0,1,0,0,0,1,8,8,99.6%,2019,9
8,Indianapolis Colts (IND),1,1,1,2,0,1,0,1,8,8,57.4%,2019,9
9,Minnesota Vikings (MIN),5,0,1,2,0,0,0,1,7,7,12.2%,2019,9
10,Los Angeles Chargers (LAC),3,0,0,0,0,0,0,1,7,7,52.5%,2019,9
11,Philadelphia Eagles (PHI),3,0,1,0,0,0,0,1,6,6,40.7%,2019,9
12,New York Jets (NYJ),4,0,0,0,0,1,0,1,6,6,2.0%,2019,9
13,Las Vegas Raiders (LV),2,1,1,0,0,0,0,1,6,6,6.4%,2019,9
14,Cleveland Browns (CLE),3,0,1,1,0,0,0,1,5,5,21.9%,2019,9
15,Tennessee Titans (TEN),3,1,0,0,0,0,0,1,4,4,8.1%,2019,9
16,New England Patriots (NE),1,0,2,1,0,0,0,1,4,4,46.6%,2019,9
17,Chicago Bears (CHI),4,0,0,0,0,0,0,1,4,4,2.9%,2019,9
18,San Francisco 49ers (SF),3,0,0,0,0,0,0,1,3,3,83.9%,2019,9
19,Jacksonville Jaguars (JAC),1,0,1,1,0,0,0,1,3,3,1.0%,2019,9
20,Denver Broncos (DEN),2,0,0,0,0,0,0,1,3,3,44.1%,2019,9
21,New York Giants (NYG),0,1,1,1,0,0,0,1,3,3,1.8%,2019,9
22,Seattle Seahawks (SEA),2,0,1,1,0,0,0,1,3,3,5.1%,2019,9
23,Washington Commanders (WAS),2,0,0,1,0,0,0,1,2,2,40.4%,2019,9
24,Green Bay Packers (GB),2,0,0,0,0,0,0,1,2,2,75.5%,2019,9
25,Kansas City Chiefs (KC),1,0,0,0,0,0,0,1,1,1,41.6%,2019,9
26,Tampa Bay Buccaneers (TB),3,0,1,2,0,0,0,1,1,1,95.4%,2019,9
29,Detroit Lions (DET),1,0,0,0,0,0,0,1,0,0,1.1%,2019,9
32,Arizona Cardinals (ARI),1,0,0,0,0,0,0,1,0,0,14.4%,2019,9
