Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),1,4,2,1,0,1,0,1,25,25,46.6%,2019,7
2,Kansas City Chiefs (KC),9,0,1,3,1,0,0,1,24,24,41.6%,2019,7
3,Los Angeles Rams (LAR),5,1,2,3,1,0,0,1,21,21,69.6%,2019,7
4,Baltimore Ravens (BAL),1,1,1,0,2,0,0,1,18,18,44.1%,2019,7
5,Jacksonville Jaguars (JAC),2,3,1,1,1,0,0,1,17,17,1.0%,2019,7
6,Arizona Cardinals (ARI),8,1,2,3,0,0,0,1,15,15,14.4%,2019,7
7,San Francisco 49ers (SF),3,0,1,1,0,0,0,1,15,15,83.9%,2019,7
8,Dallas Cowboys (DAL),3,1,3,3,0,0,0,1,15,15,73.8%,2019,7
9,Indianapolis Colts (IND),3,2,0,0,0,1,0,1,9,9,57.4%,2019,7
10,New York Giants (NYG),2,0,0,0,0,0,0,1,8,8,1.8%,2019,7
11,New Orleans Saints (NO),2,0,2,2,0,1,0,1,8,8,80.6%,2019,7
12,Washington Commanders (WAS),2,1,0,0,0,0,0,1,8,8,40.4%,2019,7
13,Buffalo Bills (BUF),1,1,1,2,0,0,1,1,5,5,99.6%,2019,7
14,Tennessee Titans (TEN),1,0,1,2,0,0,0,1,4,4,8.1%,2019,7
15,Los Angeles Chargers (LAC),2,1,0,1,0,0,0,1,4,4,52.5%,2019,7
16,Minnesota Vikings (MIN),2,1,0,0,0,0,0,1,3,3,12.2%,2019,7
17,Houston Texans (HOU),1,0,1,0,0,0,0,1,2,2,3.8%,2019,7
18,Green Bay Packers (GB),0,1,0,1,0,0,0,1,2,2,75.5%,2019,7
19,Seattle Seahawks (SEA),1,0,0,1,0,0,0,1,2,2,5.1%,2019,7
20,Cincinnati Bengals (CIN),2,0,0,0,0,0,0,1,2,2,22.4%,2019,7
21,Philadelphia Eagles (PHI),3,1,0,1,0,0,0,1,1,1,40.7%,2019,7
22,Miami Dolphins (MIA),2,0,0,0,0,0,0,1,1,1,58.2%,2019,7
23,Denver Broncos (DEN),1,0,0,0,0,0,0,1,1,1,44.1%,2019,7
24,New York Jets (NYJ),0,1,0,0,0,0,0,1,1,1,2.0%,2019,7
29,Atlanta Falcons (ATL),0,0,0,0,0,0,0,1,-1,-1,0.5%,2019,7
30,Chicago Bears (CHI),1,0,0,0,0,0,1,1,-3,-3,2.9%,2019,7
31,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,-3,-3,6.4%,2019,7
32,Detroit Lions (DET),0,0,0,2,0,0,0,1,-4,-4,1.1%,2019,7
