Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),1,3,1,1,1,0,1,1,31,31,46.6%,2019,6
2,Denver Broncos (DEN),7,3,0,1,0,0,0,1,23,23,44.1%,2019,6
3,Carolina Panthers (CAR),7,5,2,2,0,0,0,1,21,21,6.1%,2019,6
4,Pittsburgh Steelers (PIT),1,2,1,0,1,0,0,1,14,14,23.6%,2019,6
5,New York Giants (NYG),3,1,1,1,1,0,0,1,14,14,1.8%,2019,6
6,New Orleans Saints (NO),2,1,0,0,0,0,0,1,11,11,80.6%,2019,6
7,Washington Commanders (WAS),5,2,0,1,0,0,0,1,10,10,40.4%,2019,6
8,San Francisco 49ers (SF),4,0,1,1,0,0,0,1,10,10,83.9%,2019,6
9,Minnesota Vikings (MIN),2,2,1,1,0,0,0,1,9,9,12.2%,2019,6
10,Seattle Seahawks (SEA),0,3,1,1,0,0,0,1,7,7,5.1%,2019,6
11,Jacksonville Jaguars (JAC),3,0,0,1,0,0,0,1,7,7,1.0%,2019,6
12,Detroit Lions (DET),1,1,2,1,0,0,0,1,7,7,1.1%,2019,6
13,Los Angeles Rams (LAR),2,1,1,1,0,0,0,1,7,7,69.6%,2019,6
14,Houston Texans (HOU),1,1,1,1,0,0,0,1,5,5,3.8%,2019,6
15,Kansas City Chiefs (KC),0,2,1,1,0,0,0,1,5,5,41.6%,2019,6
16,Baltimore Ravens (BAL),2,1,0,0,0,0,0,1,5,5,44.1%,2019,6
17,Tennessee Titans (TEN),1,1,0,1,0,0,0,1,4,4,8.1%,2019,6
18,Dallas Cowboys (DAL),2,1,0,0,0,0,0,1,4,4,73.8%,2019,6
19,Cleveland Browns (CLE),3,0,1,2,0,0,0,1,4,4,21.9%,2019,6
20,Green Bay Packers (GB),3,0,0,0,0,0,0,1,3,3,75.5%,2019,6
21,Cincinnati Bengals (CIN),1,0,1,1,0,0,1,1,3,3,22.4%,2019,6
22,Los Angeles Chargers (LAC),0,1,0,0,0,0,0,1,3,3,52.5%,2019,6
23,Arizona Cardinals (ARI),2,0,0,1,0,0,0,1,1,1,14.4%,2019,6
24,Philadelphia Eagles (PHI),1,1,1,1,0,0,0,1,1,1,40.7%,2019,6
25,New York Jets (NYJ),1,0,0,0,0,0,0,1,1,1,2.0%,2019,6
26,Miami Dolphins (MIA),0,0,0,0,0,0,0,1,1,1,58.2%,2019,6
30,Tampa Bay Buccaneers (TB),2,0,1,0,0,0,0,1,0,0,95.4%,2019,6
32,Atlanta Falcons (ATL),0,0,0,0,0,0,0,1,-1,-1,0.5%,2019,6
