Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Chicago Bears (CHI),4,3,2,3,1,0,0,1,21,21,2.9%,2019,3
2,New York Jets (NYJ),1,1,1,0,2,0,0,1,16,16,2.0%,2019,3
3,Jacksonville Jaguars (JAC),9,0,1,2,0,0,0,1,15,15,1.0%,2019,3
4,New England Patriots (NE),5,1,0,0,0,0,0,1,14,14,46.6%,2019,3
5,Green Bay Packers (GB),6,1,2,2,0,0,0,1,13,13,75.5%,2019,3
6,Carolina Panthers (CAR),8,2,0,0,0,0,0,1,13,13,6.1%,2019,3
7,Dallas Cowboys (DAL),3,0,1,1,0,0,0,1,12,12,73.8%,2019,3
8,Pittsburgh Steelers (PIT),1,2,3,1,0,0,0,1,11,11,23.6%,2019,3
9,Buffalo Bills (BUF),2,2,2,2,0,0,0,1,11,11,99.6%,2019,3
10,Cleveland Browns (CLE),2,2,1,1,0,0,0,1,9,9,21.9%,2019,3
11,Los Angeles Rams (LAR),3,1,0,1,0,0,0,1,9,9,69.6%,2019,3
12,New Orleans Saints (NO),0,0,1,1,1,0,1,1,8,8,80.6%,2019,3
13,Houston Texans (HOU),5,0,1,1,0,0,0,1,8,8,3.8%,2019,3
14,Tampa Bay Buccaneers (TB),5,0,2,2,0,0,0,1,8,8,95.4%,2019,3
15,Minnesota Vikings (MIN),4,1,0,0,0,0,0,1,7,7,12.2%,2019,3
16,San Francisco 49ers (SF),2,1,1,2,0,0,0,1,7,7,83.9%,2019,3
17,Detroit Lions (DET),3,0,2,2,0,0,1,1,7,7,1.1%,2019,3
18,Cincinnati Bengals (CIN),1,1,1,2,0,0,0,1,5,5,22.4%,2019,3
19,New York Giants (NYG),4,1,0,0,0,0,0,1,5,5,1.8%,2019,3
20,Washington Commanders (WAS),3,1,0,0,0,0,0,1,5,5,40.4%,2019,3
21,Los Angeles Chargers (LAC),2,0,1,0,0,0,0,1,4,4,52.5%,2019,3
22,Seattle Seahawks (SEA),0,0,1,0,0,0,0,1,2,2,5.1%,2019,3
23,Miami Dolphins (MIA),1,1,0,0,0,0,0,1,2,2,58.2%,2019,3
24,Kansas City Chiefs (KC),3,0,0,0,0,0,0,1,2,2,41.6%,2019,3
25,Indianapolis Colts (IND),0,1,0,0,0,0,0,1,2,2,57.4%,2019,3
26,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,1,1,0.5%,2019,3
27,Tennessee Titans (TEN),0,0,0,0,0,0,0,1,1,1,8.1%,2019,3
28,Philadelphia Eagles (PHI),0,0,0,0,0,0,0,1,0,0,40.7%,2019,3
29,Denver Broncos (DEN),0,0,0,0,0,0,0,1,0,0,44.1%,2019,3
30,Baltimore Ravens (BAL),1,0,0,2,0,0,0,1,0,0,44.1%,2019,3
31,Arizona Cardinals (ARI),2,0,1,2,0,0,0,1,0,0,14.4%,2019,3
32,Las Vegas Raiders (LV),0,0,0,0,0,0,0,1,-1,-1,6.4%,2019,3
