Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Ka'imi Fairbairn (HOU),5,5,100,53,0,0,1,3,1,2,2,1,22,22,0.6%,2018,15
2,Jake Elliott (PHI),3,4,75,51,0,0,1,1,1,3,3,1,15,15,20.2%,2018,15
3,Robbie Gould (SF),4,4,100,45,0,1,2,1,0,2,2,1,15,15,21.5%,2018,15
4,Adam Vinatieri (FA),3,3,100,44,0,1,0,2,0,2,2,1,13,13,0.2%,2018,15
5,Daniel Carlson (LV),3,3,100,50,0,1,0,1,1,1,1,1,13,13,93.3%,2018,15
6,Mason Crosby (GB),3,3,100,45,0,0,0,3,0,0,0,1,12,12,4.8%,2018,15
7,Brandon McManus (DEN),3,3,100,44,0,1,0,2,0,1,1,1,12,12,59.4%,2018,15
8,Greg Zuerlein (NYJ),3,3,100,41,0,0,2,1,0,2,2,1,12,12,7.5%,2018,15
9,Randy Bullock (TEN),3,3,100,38,0,1,2,0,0,3,3,1,12,12,1.9%,2018,15
10,Dustin Hopkins (LAC),3,3,100,46,0,0,2,1,0,1,1,1,11,11,14.5%,2018,15
11,Dan Bailey (FA),2,2,100,36,0,0,2,0,0,5,5,1,11,11,0.0%,2018,15
12,Matt Bryant (FA),2,2,100,33,0,1,1,0,0,4,4,1,10,10,1.1%,2018,15
13,Justin Tucker (BAL),2,2,100,35,0,1,1,0,0,2,2,1,8,8,99.3%,2018,15
14,Kai Forbath (LAR),2,2,100,41,0,0,1,1,0,1,1,1,8,8,3.0%,2018,15
15,Wil Lutz (NO),2,2,100,46,0,1,0,1,0,0,0,1,7,7,4.3%,2018,15
16,Greg Joseph (MIN),1,1,100,40,0,0,0,1,0,2,2,1,6,6,16.1%,2018,15
17,Chris Boswell (PIT),1,2,50,48,0,0,0,1,0,2,2,1,6,6,9.2%,2018,15
18,Cody Parkey (FA),1,1,100,24,0,1,0,0,0,3,3,1,6,6,0.1%,2018,15
19,Cairo Santos (CHI),2,2,100,28,0,2,0,0,0,0,0,1,6,6,1.3%,2018,15
20,Sebastian Janikowski (FA),1,1,100,48,0,0,0,1,0,2,3,1,6,6,20.0%,2018,15
21,Jason Sanders (MIA),1,1,100,25,0,1,0,0,0,2,2,1,5,5,4.2%,2018,15
22,Ryan Succop (TB),1,2,50,22,0,1,0,0,0,2,2,1,5,5,27.5%,2018,15
23,Harrison Butker (KC),0,0,0,0,0,0,0,0,0,4,4,1,4,4,94.7%,2018,15
24,Stephen Gostkowski (FA),1,1,100,33,0,0,1,0,0,1,1,1,4,4,0.1%,2018,15
25,Jason Myers (SEA),1,1,100,26,0,1,0,0,0,1,3,1,4,4,1.9%,2018,15
26,Michael Badgley (FA),0,0,0,0,0,0,0,0,0,3,3,1,3,3,15.6%,2018,15
27,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.7%,2018,15
28,Stephen Hauschka (FA),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.0%,2018,15
29,Chandler Catanzaro (FA),0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0%,2018,15
30,Matt Prater (ARI),0,1,0,0,0,0,0,0,0,1,1,1,1,1,72.8%,2018,15
31,Aldrick Rosas (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2018,15
32,Brett Maher (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0%,2018,15
33,Michael Palardy (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2018,15
