Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Season,Week
1,Graham Gano (NYG),4,4,100,63,0,0,1,2,1,3,3,1,19,19,28.6%,2018,5
2,Ryan Succop (TB),4,4,100,54,0,1,1,0,2,0,0,1,16,16,27.5%,2018,5
3,Aldrick Rosas (FA),3,3,100,53,0,0,1,1,1,2,2,1,14,14,0.0%,2018,5
4,Ka'imi Fairbairn (HOU),4,5,80,36,1,2,1,0,0,1,1,1,13,13,0.6%,2018,5
5,Dan Bailey (FA),3,5,60,52,0,1,1,0,1,2,2,1,13,13,0.0%,2018,5
6,Harrison Butker (KC),3,3,100,42,0,1,1,1,0,3,3,1,13,13,94.7%,2018,5
7,Brett Maher (FA),3,3,100,48,0,1,0,2,0,1,1,1,12,12,2.0%,2018,5
8,Randy Bullock (TEN),2,3,66.7,51,0,1,0,0,1,3,3,1,11,11,1.9%,2018,5
9,Jason Myers (SEA),2,3,66.7,49,0,0,1,1,0,4,4,1,11,11,1.9%,2018,5
10,Justin Tucker (BAL),3,4,75,44,0,1,1,1,0,0,0,1,10,10,99.3%,2018,5
11,Caleb Sturgis (FA),2,3,66.7,49,0,0,1,1,0,2,3,1,9,9,0.0%,2018,5
12,Dustin Hopkins (LAC),2,2,100,53,0,0,1,0,1,1,1,1,9,9,14.5%,2018,5
13,Stephen Gostkowski (FA),1,1,100,45,0,0,0,1,0,5,5,1,9,9,0.1%,2018,5
14,Stephen Hauschka (FA),2,2,100,46,0,0,0,2,0,1,1,1,9,9,0.0%,2018,5
15,Sebastian Janikowski (FA),1,1,100,52,0,0,0,0,1,4,4,1,9,9,20.0%,2018,5
16,Cairo Santos (CHI),2,2,100,39,1,0,1,0,0,3,4,1,9,9,1.3%,2018,5
17,Adam Vinatieri (FA),1,2,50,54,0,0,0,0,1,3,3,1,8,8,0.2%,2018,5
18,Wil Lutz (NO),1,1,100,44,0,0,0,1,0,4,5,1,8,8,4.3%,2018,5
19,Jake Elliott (PHI),2,2,100,30,0,1,1,0,0,1,1,1,7,7,20.2%,2018,5
20,Matt Prater (ARI),1,2,50,39,0,0,1,0,0,4,4,1,7,7,72.8%,2018,5
21,Greg Joseph (MIN),2,3,66.7,37,0,0,2,0,0,0,1,1,6,6,16.1%,2018,5
22,Matt Bryant (FA),1,1,100,47,0,0,0,1,0,2,2,1,6,6,1.1%,2018,5
23,Jason Sanders (MIA),1,1,100,42,0,0,0,1,0,2,2,1,6,6,4.2%,2018,5
24,Chris Boswell (PIT),0,0,0,0,0,0,0,0,0,5,6,1,5,5,9.2%,2018,5
25,Mason Crosby (GB),1,5,20,41,0,0,0,1,0,0,1,1,4,4,4.8%,2018,5
26,Matt McCrane (FA),1,2,50,24,0,1,0,0,0,1,1,1,4,4,0.0%,2018,5
27,Brandon McManus (DEN),1,1,100,30,0,0,1,0,0,1,1,1,4,4,59.4%,2018,5
28,Phil Dawson (FA),0,0,0,0,0,0,0,0,0,4,4,1,4,4,0.1%,2018,5
29,Josh Lambo (FA),0,0,0,0,0,0,0,0,0,2,2,1,2,2,0.0%,2018,5
30,Robbie Gould (SF),0,1,0,0,0,0,0,0,0,0,0,1,0,0,21.5%,2018,5
31,Michael Palardy (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.3%,2018,5
