Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Indianapolis Colts (IND),2,3,0,0,2,1,0,1,26,26,52.9%,2020,3
2,Tampa Bay Buccaneers (TB),6,2,0,1,0,1,0,1,18,18,84.2%,2020,3
3,New England Patriots (NE),2,0,3,3,1,0,0,1,15,15,52.5%,2020,3
4,Cleveland Browns (CLE),3,3,2,3,0,0,0,1,14,14,42.7%,2020,3
5,San Francisco 49ers (SF),2,1,2,2,0,0,0,1,12,12,96.0%,2020,3
6,Miami Dolphins (MIA),4,1,1,1,0,0,0,1,12,12,24.9%,2020,3
7,Seattle Seahawks (SEA),2,2,1,1,0,1,0,1,11,11,15.0%,2020,3
8,Carolina Panthers (CAR),2,1,3,2,0,0,0,1,11,11,7.6%,2020,3
9,Philadelphia Eagles (PHI),8,0,0,0,0,0,0,1,8,8,57.2%,2020,3
10,Cincinnati Bengals (CIN),3,2,0,1,0,0,0,1,7,7,33.1%,2020,3
11,Tennessee Titans (TEN),2,2,1,1,0,0,0,1,7,7,26.8%,2020,3
12,Detroit Lions (DET),1,3,0,0,0,0,0,1,7,7,4.0%,2020,3
13,Baltimore Ravens (BAL),0,0,1,1,0,0,1,1,7,7,90.6%,2020,3
14,Kansas City Chiefs (KC),4,0,1,3,0,0,0,1,7,7,46.4%,2020,3
15,Pittsburgh Steelers (PIT),5,1,0,0,0,0,0,1,7,7,50.2%,2020,3
16,Buffalo Bills (BUF),2,1,1,0,0,0,0,1,5,5,96.0%,2020,3
17,Atlanta Falcons (ATL),2,2,0,2,0,0,0,1,5,5,2.7%,2020,3
18,Los Angeles Chargers (LAC),2,0,0,0,0,0,0,1,4,4,42.7%,2020,3
19,Los Angeles Rams (LAR),4,1,1,1,0,0,0,1,4,4,34.8%,2020,3
20,Arizona Cardinals (ARI),4,0,0,0,0,0,0,1,4,4,9.3%,2020,3
21,Chicago Bears (CHI),2,1,0,1,0,0,0,1,4,4,2.2%,2020,3
22,Las Vegas Raiders (LV),2,1,0,0,0,0,0,1,3,3,11.2%,2020,3
23,Minnesota Vikings (MIN),2,1,0,1,0,0,0,1,3,3,19.7%,2020,3
24,Green Bay Packers (GB),2,0,1,2,0,0,0,1,3,3,67.2%,2020,3
25,Denver Broncos (DEN),2,0,0,0,0,0,0,1,3,3,32.3%,2020,3
26,Houston Texans (HOU),2,0,0,1,0,0,0,1,1,1,0.8%,2020,3
27,Washington Commanders (WAS),2,0,0,0,0,0,0,1,1,1,51.3%,2020,3
28,New York Jets (NYJ),0,0,0,0,0,0,0,1,0,0,19.1%,2020,3
29,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,0,0,22.8%,2020,3
30,Dallas Cowboys (DAL),4,0,0,1,0,0,0,1,0,0,90.0%,2020,3
31,New York Giants (NYG),2,0,0,0,0,0,0,1,-2,-2,24.7%,2020,3
32,New Orleans Saints (NO),1,0,0,0,0,0,0,1,-3,-3,62.8%,2020,3
