Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New Orleans Saints (NO),3,2,1,1,1,0,0,1,17,17,62.8%,2020,1
2,Washington Commanders (WAS),8,2,1,2,0,0,0,1,15,15,51.3%,2020,1
3,Baltimore Ravens (BAL),2,1,2,3,0,0,0,1,15,15,90.6%,2020,1
4,Los Angeles Chargers (LAC),3,1,1,1,0,0,0,1,11,11,42.7%,2020,1
5,New England Patriots (NE),1,3,0,0,0,0,0,1,11,11,52.5%,2020,1
6,Buffalo Bills (BUF),3,1,1,1,0,0,0,1,8,8,96.0%,2020,1
7,Pittsburgh Steelers (PIT),3,2,0,0,0,0,0,1,8,8,50.2%,2020,1
8,New York Jets (NYJ),3,0,2,2,0,0,0,1,7,7,19.1%,2020,1
9,Kansas City Chiefs (KC),4,1,0,0,0,0,0,1,7,7,46.4%,2020,1
10,Jacksonville Jaguars (JAC),1,2,0,0,0,0,0,1,6,6,22.8%,2020,1
11,Seattle Seahawks (SEA),2,1,1,1,0,0,0,1,6,6,15.0%,2020,1
12,Arizona Cardinals (ARI),3,0,0,0,0,0,0,1,6,6,9.3%,2020,1
13,Green Bay Packers (GB),2,1,0,0,0,1,0,1,5,5,67.2%,2020,1
14,San Francisco 49ers (SF),2,1,0,2,0,0,0,1,4,4,96.0%,2020,1
15,Denver Broncos (DEN),1,0,0,0,0,0,0,1,4,4,32.3%,2020,1
16,Dallas Cowboys (DAL),1,1,0,0,0,0,0,1,4,4,90.0%,2020,1
17,New York Giants (NYG),2,0,1,1,0,0,0,1,4,4,24.7%,2020,1
18,Los Angeles Rams (LAR),3,0,0,0,0,0,0,1,4,4,34.8%,2020,1
19,Indianapolis Colts (IND),4,0,0,0,0,0,0,1,4,4,52.9%,2020,1
20,Tennessee Titans (TEN),0,0,1,2,0,0,0,1,3,3,26.8%,2020,1
21,Philadelphia Eagles (PHI),3,0,0,1,0,0,0,1,3,3,57.2%,2020,1
22,Cincinnati Bengals (CIN),2,0,0,0,0,0,0,1,3,3,33.1%,2020,1
23,Chicago Bears (CHI),1,1,0,0,0,0,0,1,3,3,2.2%,2020,1
24,Miami Dolphins (MIA),2,0,0,1,0,0,0,1,2,2,24.9%,2020,1
25,Detroit Lions (DET),1,0,0,1,0,0,0,1,1,1,4.0%,2020,1
26,Tampa Bay Buccaneers (TB),1,0,0,0,0,0,0,1,0,0,84.2%,2020,1
27,Houston Texans (HOU),1,0,0,0,0,0,0,1,0,0,0.8%,2020,1
28,Cleveland Browns (CLE),2,0,1,1,0,0,0,1,0,0,42.7%,2020,1
29,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,0,0,11.2%,2020,1
30,Carolina Panthers (CAR),0,0,0,1,0,0,0,1,-1,-1,7.6%,2020,1
31,Atlanta Falcons (ATL),3,0,0,0,0,0,0,1,-1,-1,2.7%,2020,1
32,Minnesota Vikings (MIN),0,0,0,1,0,0,0,1,-4,-4,19.7%,2020,1
