Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Baltimore Ravens (BAL),7,1,2,3,1,0,0,1,26,26,90.6%,2020,5
2,Cleveland Browns (CLE),1,2,0,0,1,1,0,1,13,13,42.7%,2020,5
3,Miami Dolphins (MIA),5,2,1,2,0,0,0,1,12,12,24.9%,2020,5
4,Los Angeles Rams (LAR),8,0,0,1,0,0,0,1,12,12,34.8%,2020,5
5,New York Giants (NYG),2,1,1,0,1,0,0,1,11,11,24.7%,2020,5
6,Indianapolis Colts (IND),1,2,0,1,0,0,1,1,11,11,52.9%,2020,5
7,Houston Texans (HOU),4,0,2,1,0,0,0,1,9,9,0.8%,2020,5
8,Dallas Cowboys (DAL),2,0,1,1,1,0,0,1,9,9,90.0%,2020,5
9,Tennessee Titans (TEN),1,2,1,1,0,0,0,1,8,8,26.8%,2020,5
10,Pittsburgh Steelers (PIT),5,2,0,0,0,0,0,1,8,8,50.2%,2020,5
11,Seattle Seahawks (SEA),3,1,1,2,0,0,0,1,7,7,15.0%,2020,5
12,Arizona Cardinals (ARI),3,0,0,0,0,0,0,1,7,7,9.3%,2020,5
13,Tampa Bay Buccaneers (TB),3,1,0,1,0,0,0,1,6,6,84.2%,2020,5
14,Minnesota Vikings (MIN),4,1,0,0,0,0,0,1,6,6,19.7%,2020,5
15,Chicago Bears (CHI),3,0,1,1,0,0,0,1,6,6,2.2%,2020,5
16,Carolina Panthers (CAR),2,1,0,1,0,0,0,1,5,5,7.6%,2020,5
17,Las Vegas Raiders (LV),3,1,0,0,0,0,0,1,4,4,11.2%,2020,5
18,Jacksonville Jaguars (JAC),1,2,0,0,0,0,0,1,4,4,22.8%,2020,5
19,Cincinnati Bengals (CIN),1,1,0,0,0,0,0,1,3,3,33.1%,2020,5
20,New Orleans Saints (NO),3,0,0,0,0,0,0,1,3,3,62.8%,2020,5
21,Los Angeles Chargers (LAC),2,1,0,1,0,0,0,1,3,3,42.7%,2020,5
22,Washington Commanders (WAS),1,1,0,1,0,0,0,1,2,2,51.3%,2020,5
23,New York Jets (NYJ),1,1,0,0,0,0,0,1,2,2,19.1%,2020,5
24,Atlanta Falcons (ATL),0,0,0,0,0,0,0,1,0,0,2.7%,2020,5
25,Philadelphia Eagles (PHI),1,0,1,1,0,0,0,1,-1,-1,57.2%,2020,5
26,Kansas City Chiefs (KC),1,1,0,0,0,0,0,1,-1,-1,46.4%,2020,5
27,San Francisco 49ers (SF),2,0,0,0,0,0,0,1,-2,-2,96.0%,2020,5
28,Buffalo Bills (BUF),0,0,0,0,0,0,0,1,-4,-4,96.0%,2020,5
