Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Baltimore Ravens (BAL),4,1,1,1,1,0,0,1,15,15,90.6%,2020,2
2,Indianapolis Colts (IND),3,3,0,0,0,1,0,1,15,15,52.9%,2020,2
3,Tampa Bay Buccaneers (TB),5,2,2,2,0,0,0,1,14,14,84.2%,2020,2
4,Pittsburgh Steelers (PIT),7,1,1,1,0,1,0,1,13,13,50.2%,2020,2
5,Chicago Bears (CHI),4,1,1,1,0,0,0,1,12,12,2.2%,2020,2
6,Green Bay Packers (GB),4,1,0,0,1,0,0,1,12,12,67.2%,2020,2
7,Arizona Cardinals (ARI),4,0,2,1,0,0,0,1,9,9,9.3%,2020,2
8,New York Giants (NYG),4,2,0,1,0,0,0,1,9,9,24.7%,2020,2
9,Los Angeles Rams (LAR),0,2,1,1,0,0,0,1,7,7,34.8%,2020,2
10,New England Patriots (NE),2,1,0,0,1,0,0,1,6,6,52.5%,2020,2
11,Tennessee Titans (TEN),2,2,0,0,0,0,0,1,5,5,26.8%,2020,2
12,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,5,5,96.0%,2020,2
13,Denver Broncos (DEN),1,1,1,1,0,0,0,1,5,5,32.3%,2020,2
14,Kansas City Chiefs (KC),2,1,0,0,0,0,0,1,5,5,46.4%,2020,2
15,New York Jets (NYJ),3,1,0,1,0,0,0,1,4,4,19.1%,2020,2
16,New Orleans Saints (NO),3,0,1,0,0,0,0,1,4,4,62.8%,2020,2
17,Washington Commanders (WAS),3,1,0,1,0,0,0,1,4,4,51.3%,2020,2
18,Cleveland Browns (CLE),3,0,1,1,0,0,0,1,4,4,42.7%,2020,2
19,Houston Texans (HOU),4,0,0,0,0,0,0,1,4,4,0.8%,2020,2
20,Minnesota Vikings (MIN),2,1,0,1,0,0,0,1,3,3,19.7%,2020,2
21,Atlanta Falcons (ATL),1,0,3,4,0,0,0,1,3,3,2.7%,2020,2
22,Los Angeles Chargers (LAC),1,0,0,0,0,0,0,1,3,3,42.7%,2020,2
23,Seattle Seahawks (SEA),1,1,0,0,0,0,0,1,3,3,15.0%,2020,2
24,Carolina Panthers (CAR),0,1,1,0,0,0,0,1,3,3,7.6%,2020,2
25,Las Vegas Raiders (LV),0,1,0,0,0,0,0,1,2,2,11.2%,2020,2
26,Buffalo Bills (BUF),3,0,0,1,0,0,0,1,2,2,96.0%,2020,2
27,Miami Dolphins (MIA),1,0,1,1,0,0,0,1,2,2,24.9%,2020,2
28,Philadelphia Eagles (PHI),1,0,1,0,0,0,0,1,1,1,57.2%,2020,2
29,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,0,0,22.8%,2020,2
30,Cincinnati Bengals (CIN),0,1,0,0,0,0,0,1,-2,-2,33.1%,2020,2
31,Detroit Lions (DET),1,0,0,0,0,0,0,1,-3,-3,4.0%,2020,2
32,Dallas Cowboys (DAL),1,0,0,0,0,0,0,1,-3,-3,90.0%,2020,2
