Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New Orleans Saints (NO),3,3,0,0,0,0,0,1,16,16,62.8%,2020,9
2,Baltimore Ravens (BAL),0,1,1,1,1,0,0,1,14,14,90.6%,2020,9
3,Tennessee Titans (TEN),3,0,2,2,1,0,0,1,14,14,26.8%,2020,9
4,New York Giants (NYG),2,3,2,1,0,0,0,1,13,13,24.7%,2020,9
5,Buffalo Bills (BUF),5,2,2,2,0,0,0,1,12,12,96.0%,2020,9
6,Minnesota Vikings (MIN),2,3,0,1,0,0,0,1,9,9,19.7%,2020,9
7,Miami Dolphins (MIA),1,0,1,1,1,0,0,1,8,8,24.9%,2020,9
8,Pittsburgh Steelers (PIT),2,1,1,1,0,0,0,1,7,7,50.2%,2020,9
9,Green Bay Packers (GB),1,1,1,1,0,0,0,1,6,6,67.2%,2020,9
10,Indianapolis Colts (IND),2,0,1,1,0,0,0,1,5,5,52.9%,2020,9
11,Washington Commanders (WAS),5,0,0,1,0,0,0,1,5,5,51.3%,2020,9
12,Detroit Lions (DET),1,0,0,0,0,0,0,1,4,4,4.0%,2020,9
13,Las Vegas Raiders (LV),2,0,1,1,0,0,0,1,4,4,11.2%,2020,9
14,Jacksonville Jaguars (JAC),2,0,1,1,0,0,0,1,4,4,22.8%,2020,9
15,Chicago Bears (CHI),3,0,0,0,0,0,0,1,4,4,2.2%,2020,9
16,Houston Texans (HOU),2,1,0,1,0,0,0,1,4,4,0.8%,2020,9
17,Denver Broncos (DEN),2,1,0,0,0,0,0,1,3,3,32.3%,2020,9
18,Carolina Panthers (CAR),2,0,1,1,0,0,0,1,3,3,7.6%,2020,9
19,Atlanta Falcons (ATL),1,1,0,1,0,0,0,1,3,3,2.7%,2020,9
20,Seattle Seahawks (SEA),7,0,0,0,0,0,0,1,3,3,15.0%,2020,9
21,New England Patriots (NE),1,1,0,0,0,0,0,1,3,3,52.5%,2020,9
22,Los Angeles Chargers (LAC),1,0,1,1,0,0,0,1,2,2,42.7%,2020,9
23,Arizona Cardinals (ARI),3,0,0,0,0,0,0,1,2,2,9.3%,2020,9
24,Dallas Cowboys (DAL),0,0,0,0,0,0,0,1,2,2,90.0%,2020,9
25,Tampa Bay Buccaneers (TB),1,0,2,2,0,0,0,1,1,1,84.2%,2020,9
26,Kansas City Chiefs (KC),2,0,0,1,0,0,0,1,1,1,46.4%,2020,9
27,San Francisco 49ers (SF),1,0,0,0,0,0,0,1,0,0,96.0%,2020,9
28,New York Jets (NYJ),0,0,0,1,0,0,0,1,-1,-1,19.1%,2020,9
