Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Washington Commanders (WAS),4,1,2,2,2,0,0,1,23,23,51.3%,2020,14
2,Los Angeles Rams (LAR),6,1,0,0,1,0,0,1,21,21,34.8%,2020,14
3,Dallas Cowboys (DAL),2,0,3,2,1,0,0,1,18,18,90.0%,2020,14
4,Arizona Cardinals (ARI),8,0,3,4,0,0,0,1,18,18,9.3%,2020,14
5,Chicago Bears (CHI),7,0,2,1,0,1,0,1,17,17,2.2%,2020,14
6,Kansas City Chiefs (KC),4,1,0,0,0,1,1,1,14,14,46.4%,2020,14
7,Buffalo Bills (BUF),1,2,0,1,1,0,0,1,12,12,96.0%,2020,14
8,Seattle Seahawks (SEA),3,0,1,1,0,0,0,1,12,12,15.0%,2020,14
9,Indianapolis Colts (IND),0,2,1,1,1,0,0,1,12,12,52.9%,2020,14
10,Miami Dolphins (MIA),3,3,1,1,0,0,0,1,10,10,24.9%,2020,14
11,Denver Broncos (DEN),4,0,0,0,0,0,1,1,10,10,32.3%,2020,14
12,Tampa Bay Buccaneers (TB),6,0,1,2,0,0,0,1,9,9,84.2%,2020,14
13,Los Angeles Chargers (LAC),2,3,0,0,0,0,0,1,9,9,42.7%,2020,14
14,Philadelphia Eagles (PHI),5,1,1,1,0,0,0,1,9,9,57.2%,2020,14
15,Tennessee Titans (TEN),0,1,0,0,0,0,0,1,8,8,26.8%,2020,14
16,San Francisco 49ers (SF),2,1,0,0,0,0,0,1,8,8,96.0%,2020,14
17,Pittsburgh Steelers (PIT),1,1,1,2,0,0,0,1,6,6,50.2%,2020,14
18,New England Patriots (NE),1,1,0,0,0,0,0,1,4,4,52.5%,2020,14
19,Green Bay Packers (GB),4,0,0,0,0,0,0,1,4,4,67.2%,2020,14
20,Atlanta Falcons (ATL),1,1,0,2,0,0,0,1,4,4,2.7%,2020,14
21,New Orleans Saints (NO),0,0,1,1,0,0,0,1,2,2,62.8%,2020,14
22,Jacksonville Jaguars (JAC),1,0,1,1,0,0,0,1,2,2,22.8%,2020,14
23,Cleveland Browns (CLE),4,0,0,1,0,0,0,1,2,2,42.7%,2020,14
24,Cincinnati Bengals (CIN),2,0,0,0,0,0,0,1,2,2,33.1%,2020,14
25,Carolina Panthers (CAR),1,0,1,1,0,0,0,1,2,2,7.6%,2020,14
26,New York Giants (NYG),1,0,0,2,0,0,0,1,1,1,24.7%,2020,14
27,Minnesota Vikings (MIN),0,0,0,0,0,0,0,1,0,0,19.7%,2020,14
28,Baltimore Ravens (BAL),0,1,0,3,0,1,0,1,0,0,90.6%,2020,14
29,New York Jets (NYJ),1,1,0,0,0,0,0,1,-1,-1,19.1%,2020,14
30,Houston Texans (HOU),3,0,0,0,0,0,0,1,-1,-1,0.8%,2020,14
31,Detroit Lions (DET),0,0,0,0,0,0,0,1,-1,-1,4.0%,2020,14
32,Las Vegas Raiders (LV),0,0,0,0,0,0,0,1,-4,-4,11.2%,2020,14
