Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Derrick Henry (TEN),32,211,6.6,53,5,3,0,0,0,0,0,0,1,39.1,39.1,98.4%,2019,17
2,Boston Scott (PHI),19,54,2.8,15,0,3,4,6,84,21,0,0,1,33.8,33.8,1.2%,2019,17
3,Joe Mixon (CIN),26,162,6.2,41,5,2,1,1,14,14,0,0,1,30.1,30.1,99.9%,2019,17
4,Damien Williams (FA),12,124,10.3,84,4,2,4,7,30,7.5,0,0,1,29.4,29.4,1.0%,2019,17
5,Ezekiel Elliott (DAL),18,122,6.8,33,2,1,3,5,2,0.7,1,0,1,25.9,25.9,97.4%,2019,17
6,Mike Boone (DEN),17,148,8.7,59,7,1,2,3,12,6,0,0,1,23,23,4.0%,2019,17
7,Melvin Gordon III (KC),14,46,3.3,15,0,1,6,7,76,12.7,0,0,1,21.2,21.2,27.2%,2019,17
8,Raheem Mostert (MIA),10,57,5.7,17,0,2,1,2,16,16,0,0,1,19.8,19.8,81.6%,2019,17
9,Marlon Mack (DEN),15,77,5.1,20,1,2,0,1,0,0,0,0,1,19.7,19.7,5.7%,2019,17
10,Christian McCaffrey (SF),9,26,2.9,10,0,1,7,10,72,10.3,0,0,1,19.3,19.3,100.0%,2019,17
11,Saquon Barkley (NYG),17,92,5.4,68,4,1,3,4,25,8.3,0,0,1,19.2,19.2,99.7%,2019,17
12,Alvin Kamara (NO),8,39,4.9,15,0,2,2,3,18,9,0,0,1,18.7,18.7,99.3%,2019,17
13,David Montgomery (CHI),23,113,4.9,14,0,1,0,0,0,0,0,0,1,17.3,17.3,95.9%,2019,17
14,DeAndre Washington (FA),17,77,4.5,36,2,0,8,9,55,6.9,0,0,1,17.2,17.2,11.0%,2019,17
15,Ryquell Armstead (FA),10,33,3.3,9,0,0,5,9,52,10.4,1,0,1,17,17,0.0%,2019,17
16,Kenyan Drake (BAL),12,60,5,24,1,1,3,4,23,7.7,0,0,1,15.8,15.8,22.0%,2019,17
17,Aaron Jones (GB),25,100,4,14,0,0,2,6,43,21.5,0,0,1,15.3,15.3,99.2%,2019,17
18,Benny Snell Jr. (PIT),18,91,5.1,19,0,1,0,0,0,0,0,0,1,15.1,15.1,1.3%,2019,17
19,Duke Johnson Jr. (BUF),4,12,3,8,0,1,5,6,45,9,0,0,1,14.2,14.2,0.0%,2019,17
20,Austin Ekeler (LAC),9,46,5.1,22,1,0,9,11,43,4.8,0,0,1,13.4,13.4,100.0%,2019,17
21,Sony Michel (FA),18,74,4.1,9,0,1,0,0,0,0,0,0,1,13.4,13.4,2.1%,2019,17
22,Travis Homer (SEA),10,62,6.2,13,0,0,5,5,30,6,0,0,1,11.7,11.7,15.5%,2019,17
23,Gus Edwards (BAL),21,130,6.2,38,2,0,1,1,2,2,0,1,1,11.7,11.7,34.8%,2019,17
24,Justice Hill (BAL),10,39,3.9,13,0,1,1,2,10,10,0,0,1,11.4,11.4,0.8%,2019,17
25,Kerryon Johnson (FA),11,53,4.8,20,1,1,0,0,0,0,0,0,1,11.3,11.3,0.0%,2019,17
26,Tarik Cohen (FA),4,20,5,19,0,0,9,10,44,4.9,0,0,1,10.9,10.9,0.0%,2019,17
27,Ronald Jones II (KC),11,106,9.6,33,3,0,2,2,10,5,0,1,1,10.6,10.6,2.5%,2019,17
28,Le'Veon Bell (FA),16,41,2.6,12,0,0,5,5,36,7.2,0,0,1,10.2,10.2,0.1%,2019,17
29,Todd Gurley II (FA),20,68,3.4,14,0,0,2,2,21,10.5,0,0,1,9.9,9.9,0.1%,2019,17
30,Malcolm Brown (LAR),9,26,2.9,15,0,1,1,1,6,6,0,0,1,9.7,9.7,0.1%,2019,17
31,Marshawn Lynch (FA),12,34,2.8,15,0,1,0,0,0,0,0,0,1,9.4,9.4,0.3%,2019,17
32,James White (FA),2,4,2,7,0,0,3,3,33,11,1,1,1,9.2,9.2,0.1%,2019,17
33,Patrick Laird (TB),11,21,1.9,4,0,0,4,5,48,12,0,0,1,8.9,8.9,0.0%,2019,17
34,Devonta Freeman (FA),18,58,3.2,12,0,0,2,4,15,7.5,0,0,1,8.3,8.3,0.0%,2019,17
35,Latavius Murray (DEN),17,61,3.6,13,0,0,1,1,14,14,0,0,1,8,8,76.1%,2019,17
36,Nyheim Hines (BUF),7,34,4.9,15,0,0,3,5,22,7.3,0,0,1,7.1,7.1,28.2%,2019,17
37,Tony Pollard (DAL),14,60,4.3,11,0,0,1,2,5,5,0,0,1,7,7,94.9%,2019,17
38,Jalen Richard (FA),3,20,6.7,9,0,0,2,2,39,19.5,0,0,1,6.9,6.9,1.0%,2019,17
39,Miles Sanders (PHI),9,52,5.8,21,1,0,3,5,-1,-0.3,0,0,1,6.6,6.6,96.7%,2019,17
40,Ty Johnson (NYJ),3,65,21.7,40,3,0,0,2,0,0,0,0,1,6.5,6.5,2.7%,2019,17
41,Devine Ozigbo (FA),9,27,3,9,0,0,3,5,23,7.7,0,0,1,6.5,6.5,0.0%,2019,17
42,Adrian Peterson (FA),13,78,6,32,2,0,1,4,0,0,0,1,1,6.3,6.3,2.1%,2019,17
43,Rex Burkhead (HOU),6,48,8,14,0,0,1,1,6,6,0,0,1,5.9,5.9,9.1%,2019,17
44,Frank Gore (FA),6,26,4.3,12,0,0,3,4,16,5.3,0,0,1,5.7,5.7,12.1%,2019,17
45,T.J. Yeldon (FA),7,18,2.6,12,0,0,3,4,24,8,0,0,1,5.7,5.7,0.0%,2019,17
46,Kyle Juszczyk (SF),0,0,0,0,0,0,1,1,49,49,0,0,1,5.4,5.4,0.4%,2019,17
47,Taiwan Jones (BUF),9,40,4.4,11,0,0,1,1,9,9,0,0,1,5.4,5.4,0.0%,2019,17
48,Phillip Lindsay (FA),18,53,2.9,8,0,0,0,1,0,0,0,0,1,5.3,5.3,0.3%,2019,17
49,Reggie Bonnafon (WAS),2,3,1.5,2,0,0,2,2,39,19.5,0,0,1,5.2,5.2,0.0%,2019,17
50,Kareem Hunt (CLE),3,4,1.3,5,0,0,3,4,32,10.7,0,0,1,5.1,5.1,71.2%,2019,17
51,Ameer Abdullah (LV),6,22,3.7,11,0,0,3,4,14,4.7,0,0,1,5.1,5.1,2.7%,2019,17
52,Nick Chubb (CLE),13,41,3.2,8,0,0,1,2,1,1,0,0,1,4.7,4.7,99.9%,2019,17
53,Peyton Barber (FA),6,10,1.7,6,0,0,2,4,25,12.5,0,0,1,4.5,4.5,1.0%,2019,17
54,Bo Scarbrough (FA),9,42,4.7,15,0,0,0,0,0,0,0,0,1,4.2,4.2,0.0%,2019,17
55,Devontae Booker (FA),0,0,0,0,0,0,2,2,17,8.5,0,0,1,2.7,2.7,0.0%,2019,17
56,Bilal Powell (FA),7,27,3.9,14,0,0,0,0,0,0,0,0,1,2.7,2.7,0.0%,2019,17
57,Tevin Coleman (SF),5,11,2.2,5,0,0,1,2,7,7,0,0,1,2.3,2.3,0.2%,2019,17
58,Brian Hill (FA),5,21,4.2,9,0,0,0,0,0,0,0,0,1,2.1,2.1,0.0%,2019,17
59,Jaylen Samuels (FA),0,0,0,0,0,0,1,2,16,16,0,0,1,2.1,2.1,0.0%,2019,17
60,Tyler Ervin (FA),1,10,10,10,0,0,1,3,5,5,0,0,1,2,2,0.0%,2019,17
61,Darwin Thompson (SEA),4,17,4.3,6,0,0,1,1,-4,-4,0,0,1,1.8,1.8,0.0%,2019,17
62,Javorius Allen (FA),1,4,4,4,0,0,1,2,9,9,0,0,1,1.8,1.8,0.1%,2019,17
63,Matt Breida (NYG),4,16,4,9,0,0,0,1,0,0,0,0,1,1.6,1.6,3.3%,2019,17
64,Chris Thompson (FA),3,11,3.7,16,0,0,1,3,0,0,0,0,1,1.6,1.6,0.0%,2019,17
65,Samaje Perine (CIN),5,16,3.2,9,0,0,0,0,0,0,0,0,1,1.6,1.6,46.7%,2019,17
66,Ricky Ortiz (FA),0,0,0,0,0,0,1,1,8,8,0,0,1,1.3,1.3,0.0%,2019,17
67,Carlos Hyde (FA),4,13,3.3,7,0,0,0,0,0,0,0,0,1,1.3,1.3,0.0%,2019,17
68,Khari Blasingame (CHI),0,0,0,0,0,0,1,1,7,7,0,0,1,1.2,1.2,0.0%,2019,17
69,Justin Jackson (DET),1,11,11,11,0,0,0,0,0,0,0,0,1,1.1,1.1,1.1%,2019,17
70,Qadree Ollison (DAL),4,9,2.3,5,0,0,0,0,0,0,0,0,1,0.9,0.9,0.0%,2019,17
71,Senorise Perry (FA),3,3,1,6,0,0,1,1,1,1,0,0,1,0.9,0.9,0.0%,2019,17
72,Royce Freeman (HOU),2,-4,-2,0,0,0,1,1,8,8,0,0,1,0.9,0.9,1.5%,2019,17
73,J.D. McKissic (WAS),0,0,0,0,0,0,1,2,4,4,0,0,1,0.9,0.9,8.2%,2019,17
