Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Kenyan Drake (BAL),22,137,6.2,21,1,4,1,1,9,9,0,0,1,39.1,39.1,22.0%,2019,15
2,Christian McCaffrey (SF),19,87,4.6,15,0,2,8,10,88,11,0,0,1,33.5,33.5,100.0%,2019,15
3,Miles Sanders (PHI),19,122,6.4,56,4,1,6,6,50,8.3,1,0,1,32.2,32.2,96.7%,2019,15
4,Ezekiel Elliott (DAL),24,117,4.9,15,0,2,3,4,43,14.3,0,0,1,29.5,29.5,97.4%,2019,15
5,Saquon Barkley (NYG),24,112,4.7,12,0,2,4,5,31,7.8,0,0,1,28.3,28.3,99.7%,2019,15
6,Chris Carson (FA),24,133,5.5,23,1,2,1,2,4,4,0,0,1,26.2,26.2,0.3%,2019,15
7,Mark Ingram II (NO),13,76,5.8,29,1,1,1,2,10,10,1,0,1,23.1,23.1,4.2%,2019,15
8,Nick Chubb (CLE),17,127,7.5,33,3,1,3,3,21,7,0,0,1,22.3,22.3,99.9%,2019,15
9,Tony Pollard (DAL),12,131,10.9,44,6,1,2,2,12,6,0,0,1,21.3,21.3,94.9%,2019,15
10,Todd Gurley II (FA),11,20,1.8,8,0,1,3,6,18,6,1,0,1,19.3,19.3,0.1%,2019,15
11,Mike Boone (DEN),13,56,4.3,10,0,2,0,0,0,0,0,0,1,17.6,17.6,4.0%,2019,15
12,Aaron Jones (GB),13,51,3.9,21,1,2,0,0,0,0,0,0,1,17.1,17.1,99.2%,2019,15
13,Joe Mixon (CIN),25,136,5.4,29,1,0,3,3,20,6.7,0,0,1,17.1,17.1,99.9%,2019,15
14,Adrian Peterson (FA),16,66,4.1,14,0,1,3,3,25,8.3,0,0,1,16.6,16.6,2.1%,2019,15
15,Carlos Hyde (FA),26,104,4,11,0,1,0,0,0,0,0,0,1,16.4,16.4,0.0%,2019,15
