Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,James White (FA),14,79,5.6,32,2,0,8,11,98,12.3,2,0,1,33.7,33.7,0.1%,2019,13
2,Derrius Guice (FA),10,129,12.9,60,6,2,2,2,8,4,0,0,1,26.7,26.7,1.1%,2019,13
3,Rashaad Penny (SEA),15,74,4.9,13,0,1,4,5,33,8.3,1,0,1,24.7,24.7,15.8%,2019,13
4,Raheem Mostert (MIA),19,146,7.7,40,3,1,2,2,8,4,0,0,1,22.4,22.4,81.6%,2019,13
5,Derrick Henry (TEN),26,149,5.7,34,2,1,3,3,17,5.7,0,1,1,22.1,22.1,98.4%,2019,13
6,Miles Sanders (PHI),17,83,4.9,13,0,0,5,5,22,4.4,1,0,1,19,19,96.7%,2019,13
7,Peyton Barber (FA),17,44,2.6,15,0,2,0,0,0,0,0,0,1,18.4,18.4,1.0%,2019,13
8,Todd Gurley II (FA),19,95,5,11,0,1,1,1,20,20,0,0,1,18,18,0.1%,2019,13
9,Devin Singletary (BUF),14,63,4.5,26,1,0,3,4,38,12.7,1,0,1,17.6,17.6,91.5%,2019,13
10,Duke Johnson Jr. (BUF),9,36,4,13,0,0,5,6,54,10.8,1,0,1,17.5,17.5,0.0%,2019,13
11,Chris Carson (FA),23,102,4.4,25,1,1,1,2,7,7,0,0,1,17.4,17.4,0.3%,2019,13
12,Ezekiel Elliott (DAL),12,71,5.9,30,2,0,7,10,66,9.4,0,0,1,17.2,17.2,97.4%,2019,13
13,Adrian Peterson (FA),13,99,7.6,22,2,1,0,1,0,0,0,0,1,15.9,15.9,2.1%,2019,13
14,David Montgomery (CHI),16,75,4.7,14,0,0,2,2,12,6,1,0,1,15.7,15.7,95.9%,2019,13
15,Joe Mixon (CIN),19,44,2.3,9,0,1,4,4,26,6.5,0,0,1,15,15,99.9%,2019,13
16,Kareem Hunt (CLE),7,46,6.6,16,0,0,5,5,19,3.8,1,0,1,15,15,71.2%,2019,13
17,Patrick Laird (TB),10,5,0.5,4,0,1,4,5,43,10.8,0,0,1,14.8,14.8,0.0%,2019,13
18,Austin Ekeler (LAC),9,16,1.8,8,0,0,4,5,51,12.8,1,0,1,14.7,14.7,100.0%,2019,13
19,Christian McCaffrey (SF),14,44,3.1,12,0,0,7,12,58,8.3,0,0,1,13.7,13.7,100.0%,2019,13
20,Leonard Fournette (TB),14,38,2.7,10,0,0,9,11,53,5.9,0,0,1,13.6,13.6,97.5%,2019,13
21,Benny Snell Jr. (PIT),16,63,3.9,14,0,1,1,1,4,4,0,0,1,13.2,13.2,1.3%,2019,13
22,Saquon Barkley (NYG),19,83,4.4,16,0,0,3,7,32,10.7,0,0,1,13,13,99.7%,2019,13
23,Melvin Gordon III (KC),20,99,5,19,0,0,2,3,11,5.5,0,0,1,12,12,27.2%,2019,13
24,Dalvin Cook (MIN),9,29,3.2,9,0,1,3,4,35,11.7,0,1,1,11.9,11.9,99.9%,2019,13
25,Nyheim Hines (BUF),4,22,5.5,14,0,1,2,2,18,9,0,0,1,11,11,28.2%,2019,13
26,LeSean McCoy (FA),5,10,2,6,0,1,3,3,20,6.7,0,0,1,10.5,10.5,2.0%,2019,13
27,Alvin Kamara (NO),11,61,5.5,24,1,0,4,8,23,5.8,0,0,1,10.4,10.4,99.3%,2019,13
28,Josh Jacobs (LV),17,104,6.1,35,2,0,0,0,0,0,0,0,1,10.4,10.4,99.4%,2019,13
29,Darwin Thompson (SEA),11,44,4,9,0,1,0,0,0,0,0,0,1,10.4,10.4,0.0%,2019,13
30,Alexander Mattison (MIN),4,22,5.5,15,0,0,4,5,51,12.8,0,0,1,9.3,9.3,25.1%,2019,13
31,Jamaal Williams (DET),10,41,4.1,9,0,0,4,4,26,6.5,0,0,1,8.7,8.7,88.5%,2019,13
32,Le'Veon Bell (FA),10,32,3.2,7,0,0,4,5,35,8.8,0,0,1,8.7,8.7,0.1%,2019,13
33,Nick Chubb (CLE),16,58,3.6,12,0,0,1,2,21,21,0,0,1,8.4,8.4,99.9%,2019,13
34,Devonta Freeman (FA),17,51,3,6,0,0,4,5,13,3.3,0,0,1,8.4,8.4,0.0%,2019,13
35,Bo Scarbrough (FA),21,83,4,15,0,0,0,0,0,0,0,0,1,8.3,8.3,0.0%,2019,13
36,Darrel Williams (ARI),6,13,2.2,15,0,0,1,2,3,3,1,0,1,8.1,8.1,1.5%,2019,13
37,Phillip Lindsay (FA),17,58,3.4,15,0,0,3,3,4,1.3,0,0,1,7.7,7.7,0.3%,2019,13
38,Mark Ingram II (NO),15,59,3.9,10,0,0,2,2,3,1.5,0,0,1,7.2,7.2,4.2%,2019,13
39,Jordan Wilkins (FA),11,47,4.3,15,0,0,2,3,9,4.5,0,0,1,6.6,6.6,0.1%,2019,13
40,Jaylen Samuels (FA),7,32,4.6,8,0,0,2,2,22,11,0,0,1,6.4,6.4,0.0%,2019,13
41,DeAndre Washington (FA),2,5,2.5,5,0,0,3,3,44,14.7,0,0,1,6.4,6.4,11.0%,2019,13
42,Kenyan Drake (BAL),13,31,2.4,9,0,0,2,5,20,10,0,0,1,6.1,6.1,22.0%,2019,13
43,Tarik Cohen (FA),3,9,3,5,0,0,4,4,26,6.5,0,0,1,5.5,5.5,0.0%,2019,13
44,Brian Hill (FA),4,13,3.3,8,0,0,3,3,24,8,0,0,1,5.2,5.2,0.0%,2019,13
45,Aaron Jones (GB),11,18,1.6,9,0,0,4,6,13,3.3,0,0,1,5.1,5.1,99.2%,2019,13
46,Sony Michel (FA),10,45,4.5,17,0,0,0,0,0,0,0,0,1,4.5,4.5,2.1%,2019,13
