Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Christian McCaffrey (SF),24,146,6.1,58,4,2,3,3,20,6.7,1,0,1,36.1,36.1,100.0%,2019,9
2,Kenyan Drake (BAL),15,110,7.3,36,2,1,4,4,52,13,0,0,1,26.2,26.2,22.0%,2019,9
3,Melvin Gordon III (KC),20,80,4,16,0,2,3,4,29,9.7,0,0,1,24.4,24.4,27.2%,2019,9
4,Josh Jacobs (LV),28,120,4.3,17,0,2,0,2,0,0,0,0,1,24,24,99.4%,2019,9
5,Derrick Henry (TEN),13,63,4.8,12,0,1,3,3,36,12,1,0,1,23.4,23.4,98.4%,2019,9
6,Devin Singletary (BUF),20,95,4.8,17,0,1,3,4,45,15,0,0,1,21.5,21.5,91.5%,2019,9
7,David Montgomery (CHI),14,40,2.9,17,0,2,3,4,36,12,0,0,1,21.1,21.1,95.9%,2019,9
8,Damien Williams (FA),12,125,10.4,91,4,1,2,2,3,1.5,0,0,1,19.8,19.8,1.0%,2019,9
9,Duke Johnson Jr. (BUF),7,13,1.9,4,0,1,5,5,68,13.6,0,0,1,16.6,16.6,0.0%,2019,9
10,Le'Veon Bell (FA),17,66,3.9,14,0,0,8,9,55,6.9,0,0,1,16.1,16.1,0.1%,2019,9
11,James White (FA),9,38,4.2,8,0,1,2,3,46,23,0,0,1,15.4,15.4,0.1%,2019,9
12,Phillip Lindsay (FA),9,92,10.2,40,5,1,0,0,0,0,0,0,1,15.2,15.2,0.3%,2019,9
13,Ronald Jones II (KC),18,67,3.7,15,0,1,2,2,15,7.5,0,0,1,15.2,15.2,2.5%,2019,9
14,Jordan Howard (FA),19,82,4.3,17,0,1,1,1,1,1,0,0,1,14.8,14.8,0.0%,2019,9
15,J.D. McKissic (WAS),4,32,8,13,0,0,3,4,40,13.3,1,0,1,14.7,14.7,8.2%,2019,9
16,Carlos Hyde (FA),19,160,8.4,58,7,0,0,0,0,0,0,1,1,14,14,0.0%,2019,9
17,Ezekiel Elliott (DAL),23,139,6,19,0,0,0,0,0,0,0,0,1,13.9,13.9,97.4%,2019,9
18,Jamaal Williams (DET),2,10,5,5,0,0,6,6,39,6.5,1,0,1,13.9,13.9,88.5%,2019,9
19,Dalvin Cook (MIN),21,71,3.4,12,0,0,4,7,45,11.3,0,0,1,13.6,13.6,99.9%,2019,9
20,Adrian Peterson (FA),18,108,6,28,1,0,1,1,22,22,0,0,1,13.5,13.5,2.1%,2019,9
21,Mark Ingram II (NO),15,115,7.7,53,4,0,2,3,29,14.5,0,1,1,13.4,13.4,4.2%,2019,9
22,Jaylen Samuels (FA),8,10,1.3,6,0,0,13,13,73,5.6,0,1,1,12.8,12.8,0.0%,2019,9
23,Saquon Barkley (NYG),14,28,2,8,0,0,6,8,67,11.2,0,0,1,12.5,12.5,99.7%,2019,9
24,Chris Carson (FA),16,105,6.6,59,4,0,2,3,28,14,0,1,1,12.3,12.3,0.3%,2019,9
25,Austin Ekeler (LAC),12,70,5.8,16,0,0,4,4,23,5.8,0,0,1,11.3,11.3,100.0%,2019,9
26,Nick Chubb (CLE),20,65,3.3,11,0,0,4,5,26,6.5,0,0,1,11.1,11.1,99.9%,2019,9
27,Matt Breida (NYG),15,78,5.2,31,2,0,2,2,14,7,0,0,1,10.2,10.2,3.3%,2019,9
28,Leonard Fournette (TB),11,40,3.6,11,0,0,5,6,32,6.4,0,0,1,9.7,9.7,97.5%,2019,9
29,Ryquell Armstead (FA),0,0,0,0,0,0,5,5,65,13,0,0,1,9,9,0.0%,2019,9
30,Marlon Mack (DEN),21,89,4.2,24,1,0,0,0,0,0,0,0,1,8.9,8.9,5.7%,2019,9
31,Miles Sanders (PHI),10,42,4.2,11,0,0,3,3,31,10.3,0,0,1,8.8,8.8,96.7%,2019,9
32,Gus Edwards (BAL),7,27,3.9,12,0,1,0,0,0,0,0,0,1,8.7,8.7,34.8%,2019,9
33,Jalen Richard (FA),2,12,6,7,0,0,3,4,56,18.7,0,0,1,8.3,8.3,1.0%,2019,9
34,Ameer Abdullah (LV),1,2,2,2,0,0,1,1,16,16,1,0,1,8.3,8.3,2.7%,2019,9
35,Dare Ogunbowale (HOU),1,1,1,1,0,1,1,1,12,12,0,0,1,7.8,7.8,2.7%,2019,9
36,Trey Edmunds (FA),12,73,6.1,45,3,0,0,0,0,0,0,0,1,7.3,7.3,0.0%,2019,9
37,Dion Lewis (FA),4,20,5,15,0,0,5,5,33,6.6,0,1,1,5.8,5.8,2.0%,2019,9
38,Mark Walton (FA),12,29,2.4,14,0,0,3,4,12,4,0,0,1,5.6,5.6,2.0%,2019,9
39,Ty Johnson (NYJ),9,29,3.2,10,0,0,3,3,7,2.3,0,0,1,5.1,5.1,2.7%,2019,9
40,C.J. Ham (MIN),0,0,0,0,0,0,2,4,37,18.5,0,0,1,4.7,4.7,0.1%,2019,9
41,Tevin Coleman (SF),12,23,1.9,8,0,0,2,4,13,6.5,0,0,1,4.6,4.6,0.2%,2019,9
42,Rex Burkhead (HOU),4,18,4.5,6,0,0,1,2,16,16,0,0,1,3.9,3.9,9.1%,2019,9
43,Tony Pollard (DAL),3,21,7,10,0,0,1,3,9,9,0,0,1,3.5,3.5,94.9%,2019,9
44,Sony Michel (FA),4,18,4.5,10,0,0,1,2,12,12,0,0,1,3.5,3.5,2.1%,2019,9
45,Aaron Jones (GB),8,30,3.8,7,0,0,1,3,-1,-1,0,0,1,3.4,3.4,99.2%,2019,9
46,DeAndre Washington (FA),3,7,2.3,5,0,0,1,1,21,21,0,0,1,3.3,3.3,11.0%,2019,9
47,Nyheim Hines (BUF),1,7,7,7,0,0,1,3,21,21,0,0,1,3.3,3.3,28.2%,2019,9
48,Tarik Cohen (FA),2,7,3.5,7,0,0,2,5,9,4.5,0,0,1,2.6,2.6,0.0%,2019,9
49,Dontrell Hilliard (TEN),5,8,1.6,4,0,0,2,2,6,3,0,0,1,2.4,2.4,6.3%,2019,9
50,Justin Jackson (DET),2,7,3.5,6,0,0,1,1,7,7,0,0,1,1.9,1.9,1.1%,2019,9
51,Devontae Booker (FA),0,0,0,0,0,0,1,1,14,14,0,0,1,1.9,1.9,0.0%,2019,9
52,Royce Freeman (HOU),5,15,3,6,0,0,1,1,-1,-1,0,0,1,1.9,1.9,1.5%,2019,9
53,Kalen Ballage (FA),7,19,2.7,8,0,0,0,1,0,0,0,0,1,1.9,1.9,0.0%,2019,9
54,Reggie Bonnafon (WAS),3,6,2,4,0,0,1,1,7,7,0,0,1,1.8,1.8,0.0%,2019,9
55,Jordan Wilkins (FA),1,6,6,6,0,0,1,2,6,6,0,0,1,1.7,1.7,0.1%,2019,9
56,Bilal Powell (FA),2,16,8,10,0,0,0,0,0,0,0,0,1,1.6,1.6,0.0%,2019,9
57,Paul Perkins (FA),2,16,8,13,0,0,0,0,0,0,0,0,1,1.6,1.6,0.0%,2019,9
58,Peyton Barber (FA),4,15,3.8,6,0,0,0,0,0,0,0,0,1,1.5,1.5,1.0%,2019,9
59,Frank Gore (FA),11,15,1.4,6,0,0,0,0,0,0,0,0,1,1.5,1.5,12.1%,2019,9
60,Darren Sproles (FA),2,7,3.5,4,0,0,1,2,3,3,0,0,1,1.5,1.5,0.1%,2019,9
61,LeSean McCoy (FA),3,9,3,7,0,0,1,1,0,0,0,0,1,1.4,1.4,2.0%,2019,9
