Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Leonard Fournette (TB),24,97,4,16,0,2,9,12,62,6.9,0,0,1,32.4,32.4,97.5%,2019,12
2,Christian McCaffrey (SF),22,64,2.9,9,0,1,9,9,69,7.7,1,0,1,29.8,29.8,100.0%,2019,12
3,Derrick Henry (TEN),19,159,8.4,74,4,2,1,1,16,16,0,1,1,28,28,98.4%,2019,12
4,Mark Ingram II (NO),15,111,7.4,25,1,1,1,1,7,7,1,0,1,24.3,24.3,4.2%,2019,12
5,Nick Chubb (CLE),21,106,5,17,0,1,3,3,58,19.3,0,0,1,23.9,23.9,99.9%,2019,12
6,Jonathan Williams (WAS),26,104,4,13,0,1,3,3,17,5.7,0,0,1,19.6,19.6,5.0%,2019,12
7,Rashaad Penny (SEA),14,129,9.2,58,6,1,0,1,0,0,0,0,1,18.9,18.9,15.8%,2019,12
8,Alvin Kamara (NO),11,54,4.9,30,2,0,9,9,48,5.3,0,0,1,14.7,14.7,99.3%,2019,12
9,Ezekiel Elliott (DAL),21,86,4.1,12,0,0,4,4,40,10,0,0,1,14.6,14.6,97.4%,2019,12
10,Ronald Jones II (KC),12,51,4.3,25,1,1,3,3,16,5.3,0,0,1,14.2,14.2,2.5%,2019,12
11,Le'Veon Bell (FA),12,49,4.1,12,0,0,5,5,59,11.8,0,0,1,13.3,13.3,0.1%,2019,12
12,Raheem Mostert (MIA),6,45,7.5,15,0,1,1,3,22,22,0,0,1,13.2,13.2,81.6%,2019,12
13,Latavius Murray (DEN),7,64,9.1,26,1,1,0,0,0,0,0,0,1,12.4,12.4,76.1%,2019,12
14,Tevin Coleman (SF),11,39,3.5,11,0,1,2,4,10,5,0,0,1,11.9,11.9,0.2%,2019,12
15,Devin Singletary (BUF),21,106,5,11,0,0,1,2,8,8,0,0,1,11.9,11.9,91.5%,2019,12
16,Kareem Hunt (CLE),8,37,4.6,9,0,1,2,3,9,4.5,0,0,1,11.6,11.6,71.2%,2019,12
17,Jamaal Williams (DET),11,45,4.1,12,0,0,7,8,35,5,0,0,1,11.5,11.5,88.5%,2019,12
18,Benny Snell Jr. (PIT),21,98,4.7,21,1,0,1,1,5,5,0,0,1,10.8,10.8,1.3%,2019,12
19,Miles Sanders (PHI),12,63,5.3,14,0,0,3,5,23,7.7,0,0,1,10.1,10.1,96.7%,2019,12
20,Qadree Ollison (DAL),8,20,2.5,6,0,1,1,1,7,7,0,0,1,9.2,9.2,0.0%,2019,12
21,Tarik Cohen (FA),6,25,4.2,13,0,0,7,9,29,4.1,0,0,1,8.9,8.9,0.0%,2019,12
22,Sony Michel (FA),20,85,4.3,17,0,0,0,0,0,0,0,0,1,8.5,8.5,2.1%,2019,12
23,Jalen Richard (FA),2,4,2,5,0,0,6,7,47,7.8,0,0,1,8.1,8.1,1.0%,2019,12
24,Joe Mixon (CIN),18,79,4.4,14,0,0,0,0,0,0,0,0,1,7.9,7.9,99.9%,2019,12
25,Bo Scarbrough (FA),18,98,5.4,30,2,0,0,1,0,0,0,1,1,7.8,7.8,0.0%,2019,12
26,Chris Carson (FA),8,26,3.3,6,0,0,4,4,31,7.8,0,0,1,7.7,7.7,0.3%,2019,12
27,Phillip Lindsay (FA),13,57,4.4,16,0,0,1,3,11,11,0,0,1,7.3,7.3,0.3%,2019,12
28,Nyheim Hines (BUF),9,51,5.7,18,0,0,2,3,10,5,0,0,1,7.1,7.1,28.2%,2019,12
29,Saquon Barkley (NYG),17,59,3.5,22,1,0,2,3,1,0.5,0,0,1,7,7,99.7%,2019,12
30,Carlos Hyde (FA),16,67,4.2,33,2,0,0,0,0,0,0,0,1,6.7,6.7,0.0%,2019,12
31,Frank Gore (FA),15,65,4.3,27,1,0,0,0,0,0,0,0,1,6.5,6.5,12.1%,2019,12
32,Gus Edwards (BAL),14,55,3.9,11,0,0,0,0,0,0,0,0,1,5.5,5.5,34.8%,2019,12
33,Adrian Peterson (FA),10,27,2.7,7,0,0,1,1,22,22,0,0,1,5.4,5.4,2.1%,2019,12
34,Dion Lewis (FA),5,21,4.2,8,0,0,1,2,24,24,0,0,1,5,5,2.0%,2019,12
35,Jaylen Samuels (FA),2,6,3,4,0,0,3,3,26,8.7,0,0,1,4.7,4.7,0.0%,2019,12
36,Giovani Bernard (TB),1,-1,-1,0,0,0,3,3,31,10.3,0,0,1,4.5,4.5,0.2%,2019,12
37,Tony Pollard (DAL),4,19,4.8,8,0,0,3,4,9,3,0,0,1,4.3,4.3,94.9%,2019,12
38,Derrius Guice (FA),10,32,3.2,11,0,0,1,2,6,6,0,0,1,4.3,4.3,1.1%,2019,12
39,Kerrith Whyte Jr. (FA),6,43,7.2,21,1,0,0,0,0,0,0,0,1,4.3,4.3,0.0%,2019,12
40,Brian Hill (FA),9,14,1.6,5,0,0,3,4,13,4.3,0,0,1,4.2,4.2,0.0%,2019,12
41,Josh Jacobs (LV),10,34,3.4,15,0,0,1,1,2,2,0,0,1,4.1,4.1,99.4%,2019,12
42,David Montgomery (CHI),13,22,1.7,13,0,0,2,3,9,4.5,0,0,1,4.1,4.1,95.9%,2019,12
43,Royce Freeman (HOU),2,20,10,13,0,0,2,2,9,4.5,0,0,1,3.9,3.9,1.5%,2019,12
44,Aaron Jones (GB),13,38,2.9,11,0,0,0,1,0,0,0,0,1,3.8,3.8,99.2%,2019,12
45,Duke Johnson Jr. (BUF),5,22,4.4,19,0,0,1,1,8,8,0,0,1,3.5,3.5,0.0%,2019,12
46,Todd Gurley II (FA),6,22,3.7,15,0,0,3,3,-3,-1,0,0,1,3.4,3.4,0.1%,2019,12
47,Peyton Barber (FA),11,32,2.9,8,0,0,0,1,0,0,0,0,1,3.2,3.2,1.0%,2019,12
48,Ty Johnson (NYJ),4,11,2.8,5,0,0,2,2,10,5,0,0,1,3.1,3.1,2.7%,2019,12
49,Kalen Ballage (FA),7,13,1.9,4,0,0,1,1,13,13,0,0,1,3.1,3.1,0.0%,2019,12
50,J.D. McKissic (WAS),1,3,3,3,0,0,2,2,17,8.5,0,0,1,3,3,8.2%,2019,12
51,Ty Montgomery (NE),5,2,0.4,4,0,0,1,2,21,21,0,0,1,2.8,2.8,0.5%,2019,12
52,Rex Burkhead (HOU),2,3,1.5,4,0,0,2,5,14,7,0,0,1,2.7,2.7,9.1%,2019,12
53,Jeff Wilson Jr. (MIA),2,27,13.5,25,1,0,0,1,0,0,0,0,1,2.7,2.7,70.1%,2019,12
54,Justice Hill (BAL),8,27,3.4,11,0,0,0,0,0,0,0,0,1,2.7,2.7,0.8%,2019,12
55,Bilal Powell (FA),5,15,3,7,0,0,1,2,5,5,0,0,1,2.5,2.5,0.0%,2019,12
56,DeAndre Washington (FA),6,19,3.2,8,0,0,1,1,0,0,0,0,1,2.4,2.4,11.0%,2019,12
57,Myles Gaskin (MIA),4,10,2.5,4,0,0,1,1,7,7,0,0,1,2.2,2.2,0.3%,2019,12
58,Patrick Laird (TB),3,20,6.7,13,0,0,0,1,0,0,0,0,1,2,2,0.0%,2019,12
59,Kenjon Barner (FA),0,0,0,0,0,0,2,2,8,4,0,0,1,1.8,1.8,0.0%,2019,12
60,Jay Ajayi (FA),6,16,2.7,11,0,0,0,0,0,0,0,0,1,1.6,1.6,7.0%,2019,12
61,Dare Ogunbowale (HOU),1,12,12,12,0,0,0,1,0,0,0,0,1,1.2,1.2,2.7%,2019,12
62,Brandon Bolden (LV),1,11,11,11,0,0,0,0,0,0,0,0,1,1.1,1.1,0.2%,2019,12
63,Wendell Smallwood (FA),0,0,0,0,0,0,1,1,3,3,0,0,1,0.8,0.8,0.0%,2019,12
64,Danny Vitale (FA),0,0,0,0,0,0,1,1,3,3,0,0,1,0.8,0.8,0.0%,2019,12
65,Trey Edmunds (FA),2,7,3.5,5,0,0,0,0,0,0,0,0,1,0.7,0.7,0.0%,2019,12
66,Josh Adams (FA),4,6,1.5,10,0,0,0,0,0,0,0,0,1,0.6,0.6,0.0%,2019,12
67,James White (FA),2,5,2.5,3,0,0,1,3,-6,-6,0,0,1,0.4,0.4,0.1%,2019,12
68,T.J. Logan (FA),1,2,2,2,0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,2019,12
69,Wayne Gallman Jr. (SEA),1,1,1,1,0,0,0,0,0,0,0,0,1,0.1,0.1,0.0%,2019,12
70,Bryce Love (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
71,Travis Homer (SEA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.5%,2019,12
72,Trayveon Williams (CIN),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,12
73,Jordan Scarlett (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
74,Darrell Henderson Jr. (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.3%,2019,12
75,Alec Ingold (MIA),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1%,2019,12
76,Ryquell Armstead (FA),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0%,2019,12
77,Devine Ozigbo (FA),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019,12
