Rank,Player,ATT,RushYDS,Y/A,LG,20+,RushTD,REC,TGT,RecYDS,Y/R,RecTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Chase Edmonds (DEN),27,126,4.7,22,3,3,2,4,24,12,0,0,1,34,34,24.1%,2019,7
2,Latavius Murray (DEN),27,119,4.4,17,0,2,5,6,31,6.2,0,0,1,29.5,29.5,76.1%,2019,7
3,Dalvin Cook (MIN),25,142,5.7,23,1,2,1,2,7,7,0,0,1,27.4,27.4,99.9%,2019,7
4,Ezekiel Elliott (DAL),22,111,5,16,0,1,6,7,36,6,0,0,1,23.7,23.7,97.4%,2019,7
5,Austin Ekeler (LAC),5,7,1.4,3,0,0,7,8,118,16.9,1,0,1,22,22,100.0%,2019,7
6,Sony Michel (FA),19,42,2.2,11,0,3,1,2,-8,-8,0,0,1,21.9,21.9,2.1%,2019,7
7,Derrick Henry (TEN),22,90,4.1,12,0,1,1,1,18,18,0,0,1,17.3,17.3,98.4%,2019,7
8,Aaron Jones (GB),12,50,4.2,15,0,0,4,4,33,8.3,1,0,1,16.3,16.3,99.2%,2019,7
9,Saquon Barkley (NYG),18,72,4,20,1,1,3,5,8,2.7,0,0,1,15.5,15.5,99.7%,2019,7
10,Leonard Fournette (TB),29,131,4.5,20,1,0,2,2,14,7,0,0,1,15.5,15.5,97.5%,2019,7
11,Josh Jacobs (LV),21,124,5.9,42,4,0,3,3,10,3.3,0,0,1,14.9,14.9,99.4%,2019,7
12,Royce Freeman (HOU),10,35,3.5,14,0,1,4,5,32,8,0,0,1,14.7,14.7,1.5%,2019,7
13,Todd Gurley II (FA),18,41,2.3,10,0,0,1,1,13,13,1,0,1,11.9,11.9,0.1%,2019,7
14,Jamaal Williams (DET),3,5,1.7,3,0,0,4,5,26,6.5,1,0,1,11.1,11.1,88.5%,2019,7
15,James White (FA),5,0,0,3,0,0,7,8,59,8.4,0,0,1,9.4,9.4,0.1%,2019,7
16,Chris Carson (FA),21,65,3.1,9,0,0,3,5,9,3,0,0,1,8.9,8.9,0.3%,2019,7
17,LeSean McCoy (FA),12,64,5.3,22,1,0,2,2,12,6,0,0,1,8.6,8.6,2.0%,2019,7
18,Le'Veon Bell (FA),15,70,4.7,19,0,0,1,4,6,6,0,0,1,8.1,8.1,0.1%,2019,7
19,C.J. Ham (MIN),1,9,9,9,0,0,1,1,5,5,1,0,1,7.9,7.9,0.1%,2019,7
20,Melvin Gordon III (KC),16,32,2,6,0,0,2,3,-3,-1.5,1,1,1,7.9,7.9,27.2%,2019,7
21,Ty Johnson (NYJ),10,29,2.9,6,0,0,4,4,28,7,0,0,1,7.7,7.7,2.7%,2019,7
22,Tarik Cohen (FA),3,10,3.3,9,0,0,9,12,19,2.1,0,0,1,7.4,7.4,0.0%,2019,7
23,Kenyan Drake (BAL),6,21,3.5,11,0,0,3,4,37,12.3,0,0,1,7.3,7.3,22.0%,2019,7
24,Frank Gore (FA),11,55,5,15,0,0,1,1,11,11,0,0,1,7.1,7.1,12.1%,2019,7
25,Marlon Mack (DEN),18,44,2.4,7,0,0,3,3,12,4,0,0,1,7.1,7.1,5.7%,2019,7
26,Tevin Coleman (SF),20,62,3.1,9,0,0,2,2,-1,-0.5,0,0,1,7.1,7.1,0.2%,2019,7
27,J.D. McKissic (WAS),5,29,5.8,14,0,0,2,3,31,15.5,0,0,1,7,7,8.2%,2019,7
28,Joe Mixon (CIN),10,2,0.2,4,0,0,1,2,2,2,1,0,1,6.9,6.9,99.9%,2019,7
29,Kalen Ballage (FA),3,7,2.3,3,0,1,0,0,0,0,0,0,1,6.7,6.7,0.0%,2019,7
