Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Los Angeles Rams (LAR),3,3,2,2,2,0,0,1,21,21,67.3%,2018,11
2,Houston Texans (HOU),5,2,0,1,1,0,0,1,15,15,0.8%,2018,11
3,Chicago Bears (CHI),2,2,1,1,1,0,0,1,15,15,3.2%,2018,11
4,Indianapolis Colts (IND),5,2,0,1,0,0,0,1,13,13,89.9%,2018,11
5,New Orleans Saints (NO),3,3,0,0,0,0,0,1,13,13,94.3%,2018,11
6,New York Giants (NYG),1,4,0,1,1,0,0,1,11,11,1.7%,2018,11
7,Kansas City Chiefs (KC),5,0,2,3,1,0,0,1,11,11,28.4%,2018,11
8,Washington Commanders (WAS),3,2,1,2,0,0,0,1,10,10,40.8%,2018,11
9,Pittsburgh Steelers (PIT),6,0,1,2,0,0,0,1,9,9,43.7%,2018,11
10,Jacksonville Jaguars (JAC),2,3,0,0,0,0,0,1,9,9,1.3%,2018,11
11,Minnesota Vikings (MIN),1,2,1,1,0,0,0,1,8,8,13.2%,2018,11
12,Denver Broncos (DEN),3,2,0,0,0,0,0,1,7,7,50.3%,2018,11
13,Detroit Lions (DET),3,1,0,0,0,0,0,1,6,6,1.5%,2018,11
14,Dallas Cowboys (DAL),3,1,0,0,0,0,0,1,6,6,75.5%,2018,11
15,Green Bay Packers (GB),3,0,1,2,0,0,0,1,5,5,84.7%,2018,11
16,Las Vegas Raiders (LV),1,2,0,0,0,0,0,1,5,5,3.2%,2018,11
17,Cincinnati Bengals (CIN),3,1,0,0,0,0,0,1,5,5,38.1%,2018,11
18,Seattle Seahawks (SEA),5,0,0,0,0,0,0,1,5,5,1.5%,2018,11
19,Arizona Cardinals (ARI),4,0,0,0,0,0,0,1,4,4,3.3%,2018,11
20,Tampa Bay Buccaneers (TB),4,0,0,1,0,0,0,1,3,3,95.2%,2018,11
21,Atlanta Falcons (ATL),2,0,0,1,0,0,0,1,2,2,0.7%,2018,11
22,Carolina Panthers (CAR),1,0,0,0,0,0,0,1,2,2,3.1%,2018,11
23,Baltimore Ravens (BAL),1,0,0,0,0,0,0,1,1,1,84.6%,2018,11
24,Los Angeles Chargers (LAC),0,0,0,0,0,0,0,1,0,0,58.2%,2018,11
25,Philadelphia Eagles (PHI),0,0,0,0,0,0,0,1,-4,-4,29.7%,2018,11
26,Tennessee Titans (TEN),0,0,0,1,0,0,0,1,-4,-4,15.8%,2018,11
