Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),3,1,1,1,1,0,0,1,20,20,46.5%,2018,8
2,Cincinnati Bengals (CIN),6,4,0,0,1,0,0,1,19,19,38.1%,2018,8
3,Washington Commanders (WAS),7,2,0,0,0,0,0,1,15,15,40.8%,2018,8
4,New Orleans Saints (NO),4,1,1,1,1,0,0,1,15,15,94.3%,2018,8
5,San Francisco 49ers (SF),3,1,1,1,0,1,0,1,10,10,95.5%,2018,8
6,Seattle Seahawks (SEA),3,1,2,0,0,0,0,1,10,10,1.5%,2018,8
7,Kansas City Chiefs (KC),5,1,1,2,0,0,0,1,9,9,28.4%,2018,8
8,Jacksonville Jaguars (JAC),4,1,1,1,0,0,0,1,8,8,1.3%,2018,8
9,Carolina Panthers (CAR),2,2,1,1,0,0,0,1,8,8,3.1%,2018,8
10,Los Angeles Rams (LAR),3,0,1,0,0,1,0,1,7,7,67.3%,2018,8
11,Pittsburgh Steelers (PIT),2,1,0,0,0,1,0,1,7,7,43.7%,2018,8
12,Philadelphia Eagles (PHI),4,0,1,1,0,0,0,1,7,7,29.7%,2018,8
13,Arizona Cardinals (ARI),4,0,0,0,0,0,0,1,5,5,3.3%,2018,8
14,Chicago Bears (CHI),1,0,0,0,0,0,0,1,5,5,3.2%,2018,8
15,Green Bay Packers (GB),5,0,0,0,0,0,0,1,4,4,84.7%,2018,8
16,Houston Texans (HOU),2,1,0,0,0,0,0,1,4,4,0.8%,2018,8
17,Cleveland Browns (CLE),1,1,1,2,0,0,0,1,4,4,33.7%,2018,8
18,Denver Broncos (DEN),2,1,0,0,0,0,0,1,3,3,50.3%,2018,8
19,New York Giants (NYG),0,0,1,1,0,0,0,1,3,3,1.7%,2018,8
20,Buffalo Bills (BUF),2,0,0,1,0,0,0,1,3,3,99.0%,2018,8
21,Minnesota Vikings (MIN),0,1,0,0,0,0,0,1,2,2,13.2%,2018,8
22,New York Jets (NYJ),2,0,0,0,0,0,0,1,2,2,1.6%,2018,8
23,Indianapolis Colts (IND),0,0,1,0,0,0,0,1,1,1,89.9%,2018,8
24,Tampa Bay Buccaneers (TB),2,0,0,0,0,0,0,1,1,1,95.2%,2018,8
25,Detroit Lions (DET),2,0,0,0,0,0,0,1,1,1,1.5%,2018,8
26,Las Vegas Raiders (LV),0,0,0,0,0,0,0,1,-4,-4,3.2%,2018,8
27,Baltimore Ravens (BAL),0,0,0,0,0,0,0,1,-4,-4,84.6%,2018,8
28,Miami Dolphins (MIA),0,0,0,0,0,0,0,1,-4,-4,23.4%,2018,8
