Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Buffalo Bills (BUF),4,1,2,2,0,0,0,1,17,17,99.0%,2018,3
2,Pittsburgh Steelers (PIT),3,3,1,1,1,0,0,1,17,17,43.7%,2018,3
3,Seattle Seahawks (SEA),5,2,1,1,0,0,0,1,15,15,1.5%,2018,3
4,Chicago Bears (CHI),4,3,1,2,0,0,0,1,13,13,3.2%,2018,3
5,Los Angeles Rams (LAR),2,0,2,2,0,0,0,1,13,13,67.3%,2018,3
6,Tennessee Titans (TEN),3,0,1,1,0,0,0,1,12,12,15.8%,2018,3
7,Indianapolis Colts (IND),5,1,1,1,0,0,0,1,10,10,89.9%,2018,3
8,Carolina Panthers (CAR),2,4,0,0,0,0,0,1,10,10,3.1%,2018,3
9,Cleveland Browns (CLE),2,2,1,1,0,0,0,1,9,9,33.7%,2018,3
10,Arizona Cardinals (ARI),3,1,1,1,0,0,0,1,8,8,3.3%,2018,3
11,Miami Dolphins (MIA),3,2,0,0,0,0,0,1,8,8,23.4%,2018,3
12,Detroit Lions (DET),2,1,0,0,0,0,0,1,8,8,1.5%,2018,3
13,Washington Commanders (WAS),4,0,1,1,0,0,0,1,7,7,40.8%,2018,3
14,New York Giants (NYG),3,1,1,1,0,0,0,1,7,7,1.7%,2018,3
15,Jacksonville Jaguars (JAC),3,0,0,0,0,0,0,1,7,7,1.3%,2018,3
16,Baltimore Ravens (BAL),3,1,0,1,0,0,0,1,6,6,84.6%,2018,3
17,Tampa Bay Buccaneers (TB),3,1,0,1,0,0,0,1,5,5,95.2%,2018,3
18,Los Angeles Chargers (LAC),1,1,1,1,0,0,0,1,4,4,58.2%,2018,3
19,Denver Broncos (DEN),2,0,0,1,0,0,0,1,4,4,50.3%,2018,3
20,Houston Texans (HOU),4,0,0,1,0,0,0,1,4,4,0.8%,2018,3
21,New York Jets (NYJ),4,0,0,2,0,0,0,1,4,4,1.6%,2018,3
22,Kansas City Chiefs (KC),4,0,0,2,0,0,0,1,4,4,28.4%,2018,3
23,Philadelphia Eagles (PHI),2,0,0,0,0,0,0,1,3,3,29.7%,2018,3
24,New England Patriots (NE),1,1,0,0,0,0,0,1,3,3,46.5%,2018,3
25,Minnesota Vikings (MIN),3,0,0,1,0,0,0,1,3,3,13.2%,2018,3
26,Dallas Cowboys (DAL),2,0,0,0,0,0,0,1,2,2,75.5%,2018,3
27,Green Bay Packers (GB),0,1,0,0,0,0,0,1,1,1,84.7%,2018,3
28,New Orleans Saints (NO),3,0,0,0,0,0,0,1,0,0,94.3%,2018,3
29,Las Vegas Raiders (LV),1,0,0,0,0,0,0,1,0,0,3.2%,2018,3
30,Cincinnati Bengals (CIN),1,0,0,1,0,0,0,1,0,0,38.1%,2018,3
31,San Francisco 49ers (SF),2,0,0,1,0,0,0,1,-2,-2,95.5%,2018,3
32,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,-3,-3,0.7%,2018,3
