Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Kansas City Chiefs (KC),4,1,4,4,1,0,0,1,24,24,41.6%,2021,14
2,Dallas Cowboys (DAL),5,1,3,3,1,0,0,1,22,22,73.8%,2021,14
3,Tennessee Titans (TEN),3,4,0,0,0,0,0,1,21,21,8.1%,2021,14
4,Washington Commanders (WAS),4,2,0,0,1,0,0,1,14,14,40.4%,2021,14
5,Cleveland Browns (CLE),4,0,2,2,1,0,0,1,14,14,21.9%,2021,14
6,Atlanta Falcons (ATL),1,2,1,0,1,0,0,1,13,13,0.5%,2021,14
7,Green Bay Packers (GB),2,2,1,1,1,0,0,1,13,13,75.5%,2021,14
8,Denver Broncos (DEN),2,1,1,1,0,0,0,1,10,10,44.1%,2021,14
9,San Francisco 49ers (SF),5,0,2,1,0,0,0,1,9,9,83.9%,2021,14
10,Los Angeles Rams (LAR),4,2,0,0,0,0,0,1,8,8,69.6%,2021,14
11,New Orleans Saints (NO),3,0,0,0,0,0,0,1,7,7,80.6%,2021,14
12,Seattle Seahawks (SEA),2,0,0,0,0,0,0,1,6,6,5.1%,2021,14
13,Minnesota Vikings (MIN),5,1,0,1,0,0,0,1,6,6,12.2%,2021,14
14,Los Angeles Chargers (LAC),2,1,1,1,0,0,0,1,6,6,52.5%,2021,14
15,Cincinnati Bengals (CIN),5,0,0,1,0,0,0,1,5,5,22.4%,2021,14
16,Chicago Bears (CHI),3,0,0,0,0,0,1,1,5,5,2.9%,2021,14
17,Jacksonville Jaguars (JAC),4,0,0,0,0,0,0,1,5,5,1.0%,2021,14
18,Tampa Bay Buccaneers (TB),3,1,0,0,0,0,0,1,5,5,95.4%,2021,14
19,Baltimore Ravens (BAL),0,1,0,0,0,0,0,1,3,3,44.1%,2021,14
20,New York Jets (NYJ),3,0,0,0,0,0,0,1,2,2,2.0%,2021,14
21,Arizona Cardinals (ARI),3,0,0,1,0,0,0,1,2,2,14.4%,2021,14
22,Carolina Panthers (CAR),0,0,1,1,0,0,0,1,2,2,6.1%,2021,14
23,Buffalo Bills (BUF),2,0,0,0,0,0,0,1,1,1,99.6%,2021,14
25,Pittsburgh Steelers (PIT),0,2,0,0,0,0,0,1,0,0,23.6%,2021,14
29,Las Vegas Raiders (LV),3,0,0,0,0,0,0,1,-1,-1,6.4%,2021,14
30,Houston Texans (HOU),0,0,0,0,0,0,0,1,-1,-1,3.8%,2021,14
31,New York Giants (NYG),2,0,0,0,0,0,0,1,-2,-2,1.8%,2021,14
32,Detroit Lions (DET),1,0,0,0,0,0,0,1,-3,-3,1.1%,2021,14
