Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Tampa Bay Buccaneers (TB),4,3,2,3,0,0,0,1,21,21,95.4%,2021,7
2,Tennessee Titans (TEN),4,1,2,3,0,0,0,1,17,17,8.1%,2021,7
3,New York Giants (NYG),6,1,0,0,0,1,0,1,17,17,1.8%,2021,7
4,Green Bay Packers (GB),4,1,1,4,0,0,0,1,14,14,75.5%,2021,7
5,New England Patriots (NE),2,2,1,1,0,0,0,1,12,12,46.6%,2021,7
6,Arizona Cardinals (ARI),2,0,1,1,0,0,0,1,11,11,14.4%,2021,7
7,Indianapolis Colts (IND),2,2,2,2,0,0,0,1,11,11,57.4%,2021,7
8,New Orleans Saints (NO),5,0,0,0,0,0,0,1,9,9,80.6%,2021,7
9,Seattle Seahawks (SEA),2,0,1,1,0,0,0,1,8,8,5.1%,2021,7
10,Los Angeles Rams (LAR),2,2,0,0,0,0,0,1,7,7,69.6%,2021,7
11,Houston Texans (HOU),4,1,0,0,0,1,0,1,7,7,3.8%,2021,7
12,Washington Commanders (WAS),3,0,1,2,0,0,0,1,7,7,40.4%,2021,7
13,Las Vegas Raiders (LV),2,0,2,1,0,0,0,1,6,6,6.4%,2021,7
14,Atlanta Falcons (ATL),1,2,0,0,0,0,0,1,6,6,0.5%,2021,7
15,Cincinnati Bengals (CIN),5,0,0,1,0,0,0,1,6,6,22.4%,2021,7
16,Cleveland Browns (CLE),2,1,0,0,0,0,0,1,5,5,21.9%,2021,7
17,San Francisco 49ers (SF),1,0,2,3,0,0,0,1,4,4,83.9%,2021,7
18,Denver Broncos (DEN),1,0,0,0,0,0,0,1,4,4,44.1%,2021,7
19,Miami Dolphins (MIA),1,1,1,1,0,0,0,1,4,4,58.2%,2021,7
20,Kansas City Chiefs (KC),1,1,0,0,0,0,0,1,3,3,41.6%,2021,7
21,Carolina Panthers (CAR),2,0,0,0,0,0,0,1,2,2,6.1%,2021,7
22,Philadelphia Eagles (PHI),0,1,0,0,0,0,0,1,1,1,40.7%,2021,7
29,Detroit Lions (DET),1,0,0,0,0,0,0,1,0,0,1.1%,2021,7
30,Baltimore Ravens (BAL),1,1,0,1,0,0,0,1,-1,-1,44.1%,2021,7
31,Chicago Bears (CHI),0,0,1,1,0,0,0,1,-2,-2,2.9%,2021,7
32,New York Jets (NYJ),1,0,0,0,0,0,0,1,-3,-3,2.0%,2021,7
