Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Los Angeles Rams (LAR),4,3,1,2,0,0,0,1,16,16,69.6%,2021,6
2,Indianapolis Colts (IND),2,2,1,1,0,0,0,1,15,15,57.4%,2021,6
3,Las Vegas Raiders (LV),5,3,1,1,0,0,0,1,13,13,6.4%,2021,6
4,Dallas Cowboys (DAL),2,1,1,1,1,0,0,1,13,13,73.8%,2021,6
5,Arizona Cardinals (ARI),5,1,2,2,0,0,0,1,12,12,14.4%,2021,6
6,Baltimore Ravens (BAL),2,1,0,0,0,0,0,1,11,11,44.1%,2021,6
7,Minnesota Vikings (MIN),4,1,2,2,0,0,0,1,10,10,12.2%,2021,6
8,Carolina Panthers (CAR),0,0,1,2,0,0,1,1,9,9,6.1%,2021,6
9,Pittsburgh Steelers (PIT),5,0,1,3,0,0,0,1,8,8,23.6%,2021,6
10,Kansas City Chiefs (KC),0,1,1,1,0,0,0,1,8,8,41.6%,2021,6
11,Washington Commanders (WAS),3,2,1,1,0,0,0,1,8,8,40.4%,2021,6
12,Green Bay Packers (GB),4,1,0,0,0,0,0,1,7,7,75.5%,2021,6
13,Cincinnati Bengals (CIN),1,1,0,0,0,0,0,1,7,7,22.4%,2021,6
14,Los Angeles Chargers (LAC),3,2,0,1,0,0,0,1,6,6,52.5%,2021,6
15,Tennessee Titans (TEN),3,1,0,1,0,0,0,1,4,4,8.1%,2021,6
16,Tampa Bay Buccaneers (TB),2,1,0,0,0,0,0,1,4,4,95.4%,2021,6
17,Miami Dolphins (MIA),2,0,1,1,0,0,0,1,4,4,58.2%,2021,6
18,New England Patriots (NE),0,1,1,1,0,0,0,1,3,3,46.6%,2021,6
19,Chicago Bears (CHI),3,0,0,0,0,0,0,1,3,3,2.9%,2021,6
20,Seattle Seahawks (SEA),1,0,1,1,0,0,0,1,3,3,5.1%,2021,6
21,Jacksonville Jaguars (JAC),0,1,0,1,0,0,0,1,3,3,1.0%,2021,6
22,Detroit Lions (DET),2,1,0,1,0,0,0,1,3,3,1.1%,2021,6
23,New York Giants (NYG),2,2,0,0,0,0,0,1,2,2,1.8%,2021,6
24,Houston Texans (HOU),2,0,0,0,0,0,0,1,1,1,3.8%,2021,6
25,Philadelphia Eagles (PHI),0,1,0,0,0,0,0,1,1,1,40.7%,2021,6
26,Denver Broncos (DEN),2,0,0,0,0,0,0,1,1,1,44.1%,2021,6
27,Buffalo Bills (BUF),0,1,0,0,0,0,0,1,1,1,99.6%,2021,6
32,Cleveland Browns (CLE),2,0,0,2,0,0,0,1,-2,-2,21.9%,2021,6
