Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Philadelphia Eagles (PHI),6,0,1,3,1,0,0,1,21,21,40.7%,2021,8
2,Denver Broncos (DEN),5,2,0,1,0,0,0,1,17,17,44.1%,2021,8
3,New Orleans Saints (NO),3,2,1,1,1,0,0,1,15,15,80.6%,2021,8
4,New England Patriots (NE),3,2,0,0,1,0,0,1,13,13,46.6%,2021,8
5,Seattle Seahawks (SEA),1,1,0,0,0,0,1,1,13,13,5.1%,2021,8
6,Tennessee Titans (TEN),1,2,1,1,1,0,0,1,12,12,8.1%,2021,8
7,Buffalo Bills (BUF),2,1,1,1,0,0,0,1,12,12,99.6%,2021,8
8,Carolina Panthers (CAR),3,2,0,0,0,0,0,1,11,11,6.1%,2021,8
9,Pittsburgh Steelers (PIT),4,0,1,1,0,0,0,1,10,10,23.6%,2021,8
10,Minnesota Vikings (MIN),3,1,1,2,0,0,0,1,8,8,12.2%,2021,8
11,Green Bay Packers (GB),2,2,1,0,0,0,0,1,8,8,75.5%,2021,8
12,Los Angeles Rams (LAR),5,1,0,1,0,0,0,1,7,7,69.6%,2021,8
13,New York Giants (NYG),2,1,1,2,0,0,0,1,7,7,1.8%,2021,8
14,Washington Commanders (WAS),4,0,1,1,0,0,0,1,7,7,40.4%,2021,8
15,Cincinnati Bengals (CIN),2,2,1,1,0,0,0,1,7,7,22.4%,2021,8
16,Kansas City Chiefs (KC),3,1,0,1,0,0,0,1,6,6,41.6%,2021,8
17,Indianapolis Colts (IND),3,2,0,1,0,0,0,1,6,6,57.4%,2021,8
18,San Francisco 49ers (SF),4,1,0,1,0,0,0,1,6,6,83.9%,2021,8
19,New York Jets (NYJ),3,1,0,1,0,0,0,1,4,4,2.0%,2021,8
20,Atlanta Falcons (ATL),0,0,1,1,0,0,0,1,3,3,0.5%,2021,8
21,Cleveland Browns (CLE),2,0,0,0,0,0,0,1,3,3,21.9%,2021,8
22,Los Angeles Chargers (LAC),1,0,1,1,0,0,0,1,3,3,52.5%,2021,8
23,Dallas Cowboys (DAL),1,0,0,1,0,0,0,1,2,2,73.8%,2021,8
24,Jacksonville Jaguars (JAC),3,0,0,0,0,0,0,1,2,2,1.0%,2021,8
25,Arizona Cardinals (ARI),1,0,0,1,0,0,0,1,1,1,14.4%,2021,8
27,Tampa Bay Buccaneers (TB),1,0,0,0,0,0,0,1,0,0,95.4%,2021,8
29,Miami Dolphins (MIA),0,0,0,1,0,0,0,1,0,0,58.2%,2021,8
30,Chicago Bears (CHI),0,0,0,0,0,0,0,1,-1,-1,2.9%,2021,8
31,Houston Texans (HOU),1,0,0,0,0,0,0,1,-3,-3,3.8%,2021,8
32,Detroit Lions (DET),0,0,0,0,0,0,0,1,-4,-4,1.1%,2021,8
