Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),1,3,0,1,1,0,0,1,20,20,46.6%,2021,9
2,Cleveland Browns (CLE),5,2,1,1,1,0,0,1,18,18,21.9%,2021,9
3,Miami Dolphins (MIA),5,3,1,1,0,0,0,1,17,17,58.2%,2021,9
4,Jacksonville Jaguars (JAC),4,2,1,2,0,0,0,1,17,17,1.0%,2021,9
5,Tennessee Titans (TEN),5,2,0,0,1,0,0,1,16,16,8.1%,2021,9
6,Houston Texans (HOU),4,2,3,2,0,0,0,1,15,15,3.8%,2021,9
7,New York Giants (NYG),1,2,1,1,1,0,0,1,14,14,1.8%,2021,9
8,Minnesota Vikings (MIN),3,2,0,0,0,0,1,1,12,12,12.2%,2021,9
9,Arizona Cardinals (ARI),5,1,2,2,0,0,0,1,12,12,14.4%,2021,9
10,Kansas City Chiefs (KC),1,1,1,0,0,0,0,1,11,11,41.6%,2021,9
11,Chicago Bears (CHI),4,0,1,0,1,0,0,1,11,11,2.9%,2021,9
12,Buffalo Bills (BUF),2,0,1,1,0,0,0,1,8,8,99.6%,2021,9
13,Pittsburgh Steelers (PIT),3,1,1,0,0,0,0,1,7,7,23.6%,2021,9
14,Carolina Panthers (CAR),2,1,1,2,0,0,0,1,7,7,6.1%,2021,9
15,Denver Broncos (DEN),2,1,1,0,0,0,0,1,7,7,44.1%,2021,9
16,Las Vegas Raiders (LV),3,0,1,1,0,0,0,1,6,6,6.4%,2021,9
17,Los Angeles Rams (LAR),3,1,0,0,0,0,0,1,5,5,69.6%,2021,9
18,Indianapolis Colts (IND),2,1,1,1,0,0,0,1,5,5,57.4%,2021,9
19,Green Bay Packers (GB),1,0,0,0,0,0,0,1,5,5,75.5%,2021,9
20,Dallas Cowboys (DAL),4,0,0,0,0,0,0,1,3,3,73.8%,2021,9
21,Atlanta Falcons (ATL),1,0,1,1,0,0,0,1,3,3,0.5%,2021,9
22,New Orleans Saints (NO),2,0,0,1,0,0,0,1,2,2,80.6%,2021,9
23,San Francisco 49ers (SF),2,0,0,1,0,0,0,1,1,1,83.9%,2021,9
24,Los Angeles Chargers (LAC),1,0,0,0,0,0,0,1,1,1,52.5%,2021,9
27,Philadelphia Eagles (PHI),0,0,0,0,0,0,0,1,0,0,40.7%,2021,9
30,Baltimore Ravens (BAL),0,0,0,0,0,0,0,1,-1,-1,44.1%,2021,9
31,Cincinnati Bengals (CIN),2,0,0,1,0,0,0,1,-2,-2,22.4%,2021,9
32,New York Jets (NYJ),1,0,0,2,0,0,0,1,-3,-3,2.0%,2021,9
