Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Buffalo Bills (BUF),3,4,1,1,0,0,0,1,23,23,99.6%,2021,4
2,Baltimore Ravens (BAL),5,1,0,0,0,0,0,1,11,11,44.1%,2021,4
3,Tampa Bay Buccaneers (TB),4,1,1,1,0,0,0,1,9,9,95.4%,2021,4
4,Chicago Bears (CHI),4,0,2,2,0,0,0,1,9,9,2.9%,2021,4
5,Indianapolis Colts (IND),3,0,2,1,0,0,0,1,8,8,57.4%,2021,4
6,Cleveland Browns (CLE),2,1,0,0,0,0,0,1,8,8,21.9%,2021,4
7,Dallas Cowboys (DAL),5,2,0,0,0,0,0,1,8,8,73.8%,2021,4
8,Los Angeles Chargers (LAC),4,1,0,1,0,0,0,1,7,7,52.5%,2021,4
9,Green Bay Packers (GB),2,1,1,1,0,0,0,1,7,7,75.5%,2021,4
10,New York Jets (NYJ),7,0,0,0,0,0,0,1,7,7,2.0%,2021,4
11,Washington Commanders (WAS),1,0,0,1,0,0,1,1,6,6,40.4%,2021,4
12,Seattle Seahawks (SEA),2,1,1,0,0,0,0,1,6,6,5.1%,2021,4
13,Pittsburgh Steelers (PIT),3,0,1,1,0,0,0,1,5,5,23.6%,2021,4
14,Arizona Cardinals (ARI),0,1,1,1,0,0,0,1,5,5,14.4%,2021,4
15,Miami Dolphins (MIA),2,0,1,0,0,0,0,1,4,4,58.2%,2021,4
16,Minnesota Vikings (MIN),3,0,0,0,0,0,0,1,4,4,12.2%,2021,4
17,Denver Broncos (DEN),3,0,0,0,0,0,0,1,3,3,44.1%,2021,4
18,Tennessee Titans (TEN),1,1,0,1,0,0,0,1,3,3,8.1%,2021,4
19,Detroit Lions (DET),1,1,0,1,0,0,0,1,3,3,1.1%,2021,4
20,New England Patriots (NE),1,0,0,0,0,0,0,1,2,2,46.6%,2021,4
21,New Orleans Saints (NO),0,1,0,2,0,0,0,1,2,2,80.6%,2021,4
22,New York Giants (NYG),0,1,0,0,0,0,0,1,2,2,1.8%,2021,4
23,San Francisco 49ers (SF),3,0,0,2,0,0,0,1,2,2,83.9%,2021,4
24,Kansas City Chiefs (KC),3,0,0,2,0,0,0,1,2,2,41.6%,2021,4
25,Cincinnati Bengals (CIN),1,0,0,0,0,0,0,1,1,1,22.4%,2021,4
26,Jacksonville Jaguars (JAC),1,0,0,0,0,0,0,1,1,1,1.0%,2021,4
27,Las Vegas Raiders (LV),2,0,0,0,0,0,0,1,1,1,6.4%,2021,4
28,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,0,0,0.5%,2021,4
29,Houston Texans (HOU),1,1,0,2,0,0,0,1,-1,-1,3.8%,2021,4
30,Los Angeles Rams (LAR),3,0,0,1,0,0,0,1,-1,-1,69.6%,2021,4
31,Philadelphia Eagles (PHI),1,1,0,0,0,0,0,1,-1,-1,40.7%,2021,4
32,Carolina Panthers (CAR),0,0,0,0,0,0,0,1,-4,-4,6.1%,2021,4
