Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
21,Cole Kmet (CHI),60,93,612,10.2,25,7,0,1,0,0,0,17,91.2,5.4,69.8%,2021
22,David Njoku (CLE),36,53,475,13.2,71,15,4,1,1,0,0,15,89.6,6,82.4%,2021
23,Evan Engram (JAC),46,73,408,8.9,30,3,3,1,-3,0,1,15,79.5,5.3,85.1%,2021
24,Austin Hooper (TEN),38,61,345,9.1,34,5,3,0,0,0,0,15,73.5,4.9,12.7%,2021
25,Foster Moreau (LV),30,44,373,12.4,44,9,3,0,0,0,0,15,70.3,4.7,21.2%,2021
26,Mo Alie-Cox (IND),24,45,316,13.2,37,6,4,0,0,0,0,17,67.6,4,2.0%,2021
27,Jack Doyle (FA),29,43,302,10.4,34,4,3,0,0,0,0,15,64.7,4.3,2.0%,2021
28,Cameron Brate (TB),30,57,245,8.2,18,0,4,0,0,0,0,16,63.5,4,1.5%,2021
29,Albert Okwuegbunam (DEN),33,40,330,10,64,6,2,0,0,0,1,14,59.5,4.3,6.1%,2021
30,Dan Arnold (JAC),35,52,408,11.7,28,2,0,0,0,0,1,11,58.3,5.3,0.1%,2021
31,Anthony Firkser (ATL),34,43,291,8.6,24,1,2,0,0,0,1,15,56.1,3.7,0.0%,2021
32,Geoff Swaim (TEN),31,40,210,6.8,26,2,3,0,0,0,0,16,54.5,3.4,0.0%,2021
33,Ricky Seals-Jones (FA),30,49,271,9,39,2,2,0,0,0,0,11,54.1,4.9,0.0%,2021
34,Jonnu Smith (NE),28,45,294,10.5,28,5,1,9,40,0,0,16,53.4,3.3,1.0%,2021
35,Durham Smythe (MIA),34,41,357,10.5,25,5,0,2,3,0,0,16,53,3.3,0.1%,2021
36,Harrison Bryant (CLE),21,28,233,11.1,41,6,3,0,0,0,0,15,51.8,3.5,1.6%,2021
37,Ryan Griffin (CHI),27,42,261,9.7,29,4,2,0,0,0,0,14,51.6,3.7,0.0%,2021
38,Hayden Hurst (CIN),26,31,221,8.5,33,2,3,0,0,0,1,12,51.1,4.3,35.8%,2021
39,Adam Trautman (NO),27,43,263,9.7,32,3,2,0,0,0,1,11,49.8,4.5,0.4%,2021
40,Donald Parham Jr. (LAC),20,27,190,9.5,22,1,3,0,0,0,0,14,49,3.5,0.2%,2021
41,Josiah Deguara (GB),25,33,245,9.8,62,6,2,0,0,0,0,14,49,3.5,0.1%,2021
42,Kyle Rudolph (TB),26,39,257,9.9,60,6,1,0,0,0,0,15,46.7,3.1,0.6%,2021
43,Juwan Johnson (NO),13,22,159,12.2,27,3,4,0,0,0,0,13,46.4,3.6,25.1%,2021
44,Brevin Jordan (HOU),20,28,178,8.9,27,2,3,0,0,0,0,8,45.8,5.7,0.8%,2021
45,Logan Thomas (WAS),18,25,196,10.9,35,3,3,0,0,0,1,5,44.6,8.9,6.7%,2021
46,Jimmy Graham (FA),14,23,167,11.9,28,2,3,0,0,0,0,11,43.7,4,0.0%,2021
47,Tommy Tremble (CAR),20,35,180,9,30,2,1,3,11,1,0,15,43.1,2.9,0.3%,2021
48,MyCole Pruitt (ATL),14,19,145,10.4,22,2,3,0,0,0,0,13,41.5,3.2,0.0%,2021
49,Robert Tonyan (GB),18,29,204,11.3,33,5,2,0,0,0,0,8,41.4,5.2,23.9%,2021
50,John Bates (WAS),20,25,249,12.5,32,5,1,0,0,0,0,13,40.9,3.1,0.1%,2021
51,Will Dissly (SEA),21,26,231,11,39,6,1,0,0,0,0,13,39.6,3,3.2%,2021
52,James O'Shaughnessy (MIN),24,34,244,10.2,30,6,0,0,0,0,0,7,38.4,5.5,0.0%,2021
53,Maxx Williams (ARI),16,17,193,12.1,34,4,1,0,0,0,0,5,33.3,6.7,0.0%,2021
54,Marcedes Lewis (GB),23,28,214,9.3,23,3,0,0,0,0,0,13,32.9,2.5,0.1%,2021
55,Tyler Kroft (SF),16,25,173,10.8,26,3,1,0,0,0,0,9,31.3,3.5,0.0%,2021
56,Stephen Anderson (ARI),16,19,165,10.3,34,4,1,0,0,0,0,14,30.5,2.2,0.0%,2021
57,Jordan Akins (HOU),24,33,214,8.9,31,2,0,1,3,0,2,12,29.7,2.5,1.0%,2021
58,Brock Wright (DET),12,17,117,9.8,36,3,2,0,0,0,0,8,29.7,3.7,0.3%,2021
59,Ian Thomas (CAR),18,30,188,10.4,41,5,0,0,0,0,0,14,27.8,2,0.1%,2021
60,Blake Jarwin (FA),11,17,96,8.7,20,1,2,0,0,0,0,8,27.1,3.4,4.0%,2021
61,Pharaoh Brown (CLE),23,34,171,7.4,29,2,0,0,0,0,1,13,26.6,2,0.0%,2021
62,Eric Ebron (FA),12,18,84,7,19,0,1,1,1,1,0,8,26.5,3.3,0.0%,2021
63,O.J. Howard (HOU),14,21,135,9.6,21,1,1,0,0,0,0,11,26.5,2.4,0.3%,2021
64,Zach Gentry (PIT),19,25,167,8.8,25,2,0,0,0,0,0,10,26.2,2.6,0.1%,2021
65,Nick Vannett (NYG),9,15,133,14.8,30,3,1,0,0,0,0,7,23.8,3.4,0.0%,2021
66,Lee Smith (FA),9,11,65,7.2,22,1,1,0,0,0,0,10,17,1.7,0.0%,2021
67,Adam Shaheen (MIA),12,16,110,9.2,21,1,0,0,0,0,0,9,17,1.9,0.0%,2021
68,Chris Manhertz (JAC),6,9,71,11.8,22,1,1,0,0,0,0,10,16.1,1.6,0.0%,2021
69,Kylen Granson (IND),11,15,106,9.6,27,1,0,0,0,0,0,10,16.1,1.6,0.3%,2021
70,Jacob Hollister (SEA),9,14,55,6.1,11,0,1,0,0,0,0,7,16,2.3,0.0%,2021
71,Jesse James (CLE),7,8,62,8.9,19,0,1,0,0,0,0,5,15.7,3.1,0.0%,2021
72,Jesper Horsted (LV),2,3,21,10.5,19,0,2,0,0,0,0,4,15.1,3.8,0.0%,2021
73,Tommy Sweeney (BUF),9,12,44,4.9,13,0,1,0,0,0,0,7,14.9,2.1,0.1%,2021
74,Eric Saubert (DEN),8,12,47,5.9,11,0,1,0,0,0,0,10,14.7,1.5,0.1%,2021
75,Blake Bell (KC),9,13,87,9.7,24,2,0,4,10,0,0,12,14.2,1.2,0.0%,2021
76,Drew Sample (CIN),11,15,81,7.4,19,0,0,0,0,0,0,10,13.6,1.4,0.0%,2021
77,Antony Auclair (FA),5,5,47,9.4,15,0,1,0,0,0,0,4,13.2,3.3,0.0%,2021
78,Ross Dwelley (SF),4,5,51,12.8,21,1,1,0,0,0,0,4,13.1,3.3,0.0%,2021
79,Noah Gray (KC),7,10,36,5.1,8,0,1,0,0,0,0,7,13.1,1.9,0.3%,2021
80,Chris Herndon IV (FA),4,7,40,10,17,0,1,0,0,0,0,6,12,2,0.0%,2021
81,Josh Oliver (BAL),9,15,66,7.3,19,0,0,0,0,0,0,11,11.1,1,0.1%,2021
82,Sean McKeon (DAL),4,6,27,6.8,12,0,1,0,0,0,0,5,10.7,2.1,0.0%,2021
83,Tyree Jackson (PHI),3,7,22,7.3,13,0,1,0,0,0,0,3,9.7,3.2,0.0%,2021
84,Chris Myarick (NYG),3,6,17,5.7,10,0,1,0,0,0,0,5,9.2,1.8,0.0%,2021
85,Luke Farrell (JAC),7,11,56,8,21,1,0,0,0,0,0,9,9.1,1,0.0%,2021
86,Charlie Woerner (SF),5,6,52,10.4,27,1,0,0,0,0,0,8,7.7,1,0.0%,2021
87,Tre' McKitty (LAC),6,8,45,7.5,12,0,0,0,0,0,0,6,7.5,1.3,0.8%,2021
88,Parker Hesse (ATL),5,6,43,8.6,17,0,0,0,0,0,0,4,6.8,1.7,0.0%,2021
89,Darren Fells (FA),4,5,43,10.8,24,1,0,0,0,0,0,3,6.3,2.1,0.0%,2021
90,Garrett Griffin (DET),4,4,39,9.8,14,0,0,0,0,0,0,5,5.9,1.2,0.0%,2021
91,Colby Parkinson (SEA),5,8,33,6.6,12,0,0,0,0,0,0,6,5.8,1,0.1%,2021
92,Kendall Blanton (KC),4,7,37,9.3,23,1,0,0,0,0,0,4,5.7,1.4,0.0%,2021
93,Tyler Davis (GB),4,5,35,8.8,22,1,0,0,0,0,0,8,5.5,0.7,0.0%,2021
94,Trevon Wesco (CHI),3,5,35,11.7,19,0,0,0,0,0,0,8,5,0.6,0.0%,2021
95,Shane Zylstra (DET),3,7,34,11.3,16,0,0,0,0,0,0,3,4.9,1.6,0.2%,2021
96,Kaden Smith (FA),3,3,33,11,21,1,0,0,0,0,0,4,4.8,1.2,0.0%,2021
97,Tommy Hudson (FA),3,6,31,10.3,14,0,0,0,0,0,0,4,4.6,1.2,0.0%,2021
98,Jeremy Sprinkle (FA),3,3,31,10.3,11,0,0,0,0,0,0,6,4.6,0.8,0.0%,2021
99,Kenny Yeboah (NYJ),2,3,36,18,24,1,0,0,0,0,0,3,4.6,1.5,0.0%,2021
100,Dominique Dafney (FA),2,4,34,17,26,1,0,0,0,0,0,6,4.4,0.7,0.0%,2021
101,Jack Stoll (PHI),4,5,22,5.5,9,0,0,0,0,0,0,6,4.2,0.7,0.3%,2021
102,Daniel Brown (FA),2,2,29,14.5,24,1,0,0,0,0,0,3,3.9,1.3,0.0%,2021
103,Mitchell Wilcox (CIN),3,5,16,5.3,8,0,0,0,0,0,0,4,3.1,0.8,0.2%,2021
104,Cethan Carter (MIA),2,2,16,8,8,0,0,0,0,0,0,8,2.6,0.3,0.0%,2021
105,Demetrius Harris (FA),3,6,10,3.3,7,0,0,0,0,0,0,10,2.5,0.3,0.0%,2021
106,Derek Carrier (FA),2,2,13,6.5,9,0,0,0,0,0,0,2,2.3,1.2,0.0%,2021
107,Luke Stocker (FA),2,2,12,6,7,0,0,0,0,0,0,6,2.2,0.4,0.0%,2021
108,Richard Rodgers (LAC),2,2,11,5.5,9,0,0,0,0,0,0,1,2.1,2.1,0.0%,2021
109,Ethan Wolf (FA),2,2,8,4,4,0,0,0,0,0,0,1,1.8,1.8,0.0%,2021
110,Kevin Rader (TEN),2,3,8,4,7,0,0,0,0,0,0,3,1.8,0.6,0.0%,2021
111,Johnny Mundt (MIN),1,1,9,9,9,0,0,0,0,0,0,3,1.4,0.5,0.1%,2021
112,Brycen Hopkins (LAR),1,1,9,9,9,0,0,0,0,0,0,1,1.4,1.4,0.1%,2021
113,Hunter Long (MIA),1,3,8,8,8,0,0,0,0,0,0,3,1.3,0.4,0.0%,2021
114,Eric Tomlinson (DEN),1,2,7,7,7,0,0,0,0,0,0,7,1.2,0.2,0.0%,2021
115,Nick Boyle (BAL),1,2,2,2,2,0,0,0,0,0,0,2,0.7,0.4,0.0%,2021
116,Deon Yelder (FA),1,1,0,0,0,0,0,0,0,0,0,2,0.5,0.3,0.0%,2021
117,Darrell Daniels (FA),1,4,0,0,0,0,0,0,0,0,0,10,0.5,0.1,0.0%,2021
118,Daniel Helm (FA),1,2,-1,-1,0,0,0,0,0,0,0,3,0.4,0.1,0.0%,2021
119,Giovanni Ricci (CAR),0,2,0,0,0,0,0,0,0,0,0,9,0,0,0.0%,2021
120,Jared Pinkney (LAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
121,Reggie Gilliam (BUF),3,5,23,7.7,8,0,0,3,3,0,0,8,0,0,0.1%,2021
122,Antonio Gandy-Golden (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
123,Ben Ellefson (MIN),0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2021
124,Stephen Sullivan (CAR),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
125,Noah Togiai (PHI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
126,Rashod Berry (IND),0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0%,2021
127,Farrod Green (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
128,Feleipe Franks (ATL),0,0,0,0,0,0,0,3,6,0,0,6,0,0,0.0%,2021
129,J.J. Arcega-Whiteside (FA),2,5,36,18,23,1,0,0,0,0,0,7,0,0,0.0%,2021
130,Codey McElroy (FA),0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
131,Jody Fortson (KC),5,5,47,9.4,27,1,2,0,0,0,0,4,0,0,0.1%,2021
132,Matthew Orzech (LAR),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
133,Andrew Beck (DEN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
134,Miller Forristall (CLE),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
135,Sammis Reyes (CHI),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2021
136,Jacob Harris (LAR),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
137,Briley Moore (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
138,Jake Hausmann (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
139,Nick Ralston (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
140,Clark Harris (CIN),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
141,J.P. Holtz (NO),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2021
142,James Winchester (KC),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
143,Patrick Scales (CHI),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2021
144,Andrew DePaola (MIN),0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0%,2021
145,Taysom Hill (NO),4,6,52,13,15,0,0,70,374,5,0,12,0,0,49.2%,2021
146,Colin Thompson (CAR),0,1,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2021
