Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season,Week
1,Mark Andrews (BAL),8,10,125,15.6,28,2,1,0,0,0,0,1,22.5,22.5,99.3%,2021,16
2,Dalton Schultz (DAL),8,9,82,10.3,16,0,1,0,0,0,0,1,18.2,18.2,94.4%,2021,16
3,Gerald Everett (LAC),4,5,68,17,26,2,1,0,0,0,0,1,14.8,14.8,77.6%,2021,16
4,Kyle Pitts (ATL),6,6,102,17,35,2,0,0,0,0,0,1,13.2,13.2,38.9%,2021,16
5,John Bates (WAS),2,3,45,22.5,32,2,1,0,0,0,0,1,11.5,11.5,0.1%,2021,16
6,Jimmy Graham (FA),2,2,30,15,15,0,1,0,0,0,0,1,10,10,0.0%,2021,16
7,Evan Engram (JAC),4,5,17,4.3,9,0,1,0,0,0,0,1,9.7,9.7,85.1%,2021,16
8,Zach Ertz (ARI),8,13,54,6.8,11,0,0,0,0,0,0,1,9.4,9.4,30.9%,2021,16
9,Hayden Hurst (CIN),2,2,21,10.5,12,0,1,0,0,0,0,1,9.1,9.1,35.8%,2021,16
10,Foster Moreau (LV),4,4,67,16.8,28,2,0,0,0,0,0,1,8.7,8.7,21.2%,2021,16
11,Cameron Brate (TB),2,4,11,5.5,7,0,1,0,0,0,0,1,8.1,8.1,1.5%,2021,16
12,Dawson Knox (BUF),2,3,11,5.5,9,0,1,0,0,0,0,1,8.1,8.1,79.9%,2021,16
13,Jared Cook (FA),3,5,44,14.7,18,0,0,0,0,0,0,1,7.9,7.9,0.0%,2021,16
14,Brevin Jordan (HOU),4,4,56,14,27,1,0,0,0,0,0,1,7.6,7.6,0.8%,2021,16
15,James O'Shaughnessy (MIN),4,4,49,12.3,22,1,0,0,0,0,0,1,6.9,6.9,0.0%,2021,16
16,Cole Kmet (CHI),4,5,49,12.3,16,0,0,0,0,0,0,1,6.9,6.9,69.8%,2021,16
17,Tyler Higbee (LAR),5,6,41,8.2,12,0,0,0,0,0,0,1,6.6,6.6,74.0%,2021,16
18,Harrison Bryant (CLE),1,1,1,1,1,0,1,0,0,0,0,1,6.6,6.6,1.6%,2021,16
19,Tyler Conklin (NYJ),4,5,44,11,19,0,0,0,0,0,0,1,6.4,6.4,33.2%,2021,16
20,C.J. Uzomah (NYJ),5,7,36,7.2,16,0,0,0,0,0,0,1,6.1,6.1,0.4%,2021,16
21,Mo Alie-Cox (IND),2,4,42,21,37,2,0,0,0,0,0,1,5.2,5.2,2.0%,2021,16
22,Zach Gentry (PIT),4,4,31,7.8,12,0,0,0,0,0,0,1,5.1,5.1,0.1%,2021,16
23,Durham Smythe (MIA),3,3,31,10.3,13,0,0,0,0,0,0,1,4.6,4.6,0.1%,2021,16
24,Noah Fant (SEA),3,4,30,10,20,1,0,0,0,0,0,1,4.5,4.5,33.6%,2021,16
25,Tyler Kroft (SF),3,5,29,9.7,22,1,0,0,0,0,0,1,4.4,4.4,0.0%,2021,16
26,Stephen Anderson (ARI),2,2,34,17,27,1,0,0,0,0,0,1,4.4,4.4,0.0%,2021,16
27,Austin Hooper (TEN),3,5,26,8.7,11,0,0,0,0,0,0,1,4.1,4.1,12.7%,2021,16
28,Dallas Goedert (PHI),2,4,28,14,16,0,0,0,0,0,0,1,3.8,3.8,91.9%,2021,16
