Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Houston Texans (HOU),4,2,2,3,0,0,0,1,19,19,0.8%,2019,9
2,Pittsburgh Steelers (PIT),5,1,2,1,1,0,0,1,19,19,50.2%,2019,9
3,Dallas Cowboys (DAL),5,1,2,2,1,0,0,1,18,18,90.0%,2019,9
4,Baltimore Ravens (BAL),2,1,1,1,1,0,0,1,13,13,90.6%,2019,9
5,Carolina Panthers (CAR),4,2,1,1,0,0,0,1,11,11,7.6%,2019,9
6,Miami Dolphins (MIA),3,1,0,0,0,1,0,1,8,8,24.9%,2019,9
7,Buffalo Bills (BUF),4,0,0,1,0,0,0,1,8,8,96.0%,2019,9
8,Indianapolis Colts (IND),1,1,1,2,0,1,0,1,8,8,52.9%,2019,9
9,Minnesota Vikings (MIN),5,0,1,2,0,0,0,1,7,7,19.7%,2019,9
10,Los Angeles Chargers (LAC),3,0,0,0,0,0,0,1,7,7,42.7%,2019,9
11,Philadelphia Eagles (PHI),3,0,1,0,0,0,0,1,6,6,57.2%,2019,9
12,New York Jets (NYJ),4,0,0,0,0,1,0,1,6,6,19.1%,2019,9
13,Las Vegas Raiders (LV),2,1,1,0,0,0,0,1,6,6,11.2%,2019,9
14,Tennessee Titans (TEN),3,1,0,0,0,0,0,1,6,6,26.8%,2019,9
15,Jacksonville Jaguars (JAC),1,0,1,1,0,0,0,1,5,5,22.8%,2019,9
16,Cleveland Browns (CLE),3,0,1,1,0,0,0,1,5,5,42.7%,2019,9
17,New England Patriots (NE),1,0,2,1,0,0,0,1,4,4,52.5%,2019,9
18,Chicago Bears (CHI),4,0,0,0,0,0,0,1,4,4,2.2%,2019,9
19,San Francisco 49ers (SF),3,0,0,0,0,0,0,1,3,3,96.0%,2019,9
20,Denver Broncos (DEN),2,0,0,0,0,0,0,1,3,3,32.3%,2019,9
21,New York Giants (NYG),0,1,1,1,0,0,0,1,3,3,24.7%,2019,9
22,Seattle Seahawks (SEA),2,0,1,1,0,0,0,1,3,3,15.0%,2019,9
23,Washington Commanders (WAS),2,0,0,1,0,0,0,1,2,2,51.3%,2019,9
24,Green Bay Packers (GB),2,0,0,0,0,0,0,1,2,2,67.2%,2019,9
25,Kansas City Chiefs (KC),1,0,0,0,0,0,0,1,1,1,46.4%,2019,9
26,Tampa Bay Buccaneers (TB),3,0,1,2,0,0,0,1,1,1,84.2%,2019,9
27,Detroit Lions (DET),1,0,0,0,0,0,0,1,0,0,4.0%,2019,9
28,Arizona Cardinals (ARI),1,0,0,0,0,0,0,1,0,0,9.3%,2019,9
