Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Washington Commanders (WAS),6,3,1,2,0,0,1,1,21,21,51.3%,2019,12
2,New York Jets (NYJ),1,1,1,0,1,0,0,1,18,18,19.1%,2019,12
3,Seattle Seahawks (SEA),3,2,3,3,0,0,0,1,17,17,15.0%,2019,12
4,Tampa Bay Buccaneers (TB),6,1,1,2,1,0,0,1,16,16,84.2%,2019,12
5,Baltimore Ravens (BAL),2,2,0,1,0,0,0,1,13,13,90.6%,2019,12
6,Buffalo Bills (BUF),4,1,0,0,0,0,0,1,13,13,96.0%,2019,12
7,Pittsburgh Steelers (PIT),4,0,2,3,0,0,0,1,12,12,50.2%,2019,12
8,San Francisco 49ers (SF),5,0,1,1,0,0,0,1,11,11,96.0%,2019,12
9,Philadelphia Eagles (PHI),6,1,1,1,0,0,0,1,11,11,57.2%,2019,12
10,Cleveland Browns (CLE),4,2,0,1,0,0,0,1,8,8,42.7%,2019,12
11,Detroit Lions (DET),3,1,1,1,0,0,0,1,8,8,4.0%,2019,12
12,New England Patriots (NE),0,1,0,2,0,0,0,1,8,8,52.5%,2019,12
13,New York Giants (NYG),2,2,0,0,0,0,0,1,7,7,24.7%,2019,12
14,Tennessee Titans (TEN),3,0,1,0,0,0,0,1,6,6,26.8%,2019,12
15,Cincinnati Bengals (CIN),3,1,0,0,0,0,0,1,6,6,33.1%,2019,12
16,Dallas Cowboys (DAL),2,0,0,1,0,0,0,1,6,6,90.0%,2019,12
17,New Orleans Saints (NO),4,0,1,1,0,0,0,1,5,5,62.8%,2019,12
18,Atlanta Falcons (ATL),0,2,0,0,0,0,0,1,5,5,2.7%,2019,12
19,Chicago Bears (CHI),1,0,1,1,0,0,0,1,4,4,2.2%,2019,12
20,Indianapolis Colts (IND),1,1,0,1,0,0,0,1,4,4,52.9%,2019,12
21,Denver Broncos (DEN),1,1,0,0,0,0,0,1,4,4,32.3%,2019,12
22,Carolina Panthers (CAR),2,1,0,0,0,0,0,1,3,3,7.6%,2019,12
23,Las Vegas Raiders (LV),1,0,1,0,0,0,0,1,2,2,11.2%,2019,12
24,Houston Texans (HOU),1,0,0,0,0,0,0,1,2,2,0.8%,2019,12
25,Jacksonville Jaguars (JAC),1,0,2,2,0,0,0,1,1,1,22.8%,2019,12
26,Los Angeles Rams (LAR),3,0,0,0,0,0,0,1,-1,-1,34.8%,2019,12
27,Green Bay Packers (GB),3,0,0,0,0,0,0,1,-1,-1,67.2%,2019,12
28,Miami Dolphins (MIA),1,1,0,0,0,0,0,1,-1,-1,24.9%,2019,12
