Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Pittsburgh Steelers (PIT),4,3,1,3,1,0,0,1,25,25,50.2%,2019,10
2,Baltimore Ravens (BAL),2,1,2,2,2,0,0,1,24,24,90.6%,2019,10
3,Los Angeles Rams (LAR),3,0,2,2,1,1,0,1,19,19,34.8%,2019,10
4,San Francisco 49ers (SF),5,1,3,5,1,0,0,1,19,19,96.0%,2019,10
5,Seattle Seahawks (SEA),5,1,2,2,1,0,0,1,18,18,15.0%,2019,10
6,Las Vegas Raiders (LV),5,3,0,1,1,0,0,1,17,17,11.2%,2019,10
7,New York Jets (NYJ),6,0,2,3,1,0,0,1,16,16,19.1%,2019,10
8,Miami Dolphins (MIA),1,3,0,1,0,0,0,1,11,11,24.9%,2019,10
9,Tennessee Titans (TEN),2,0,1,1,1,0,0,1,11,11,26.8%,2019,10
10,Atlanta Falcons (ATL),6,0,0,0,0,0,0,1,10,10,2.7%,2019,10
11,Arizona Cardinals (ARI),4,2,1,1,0,0,0,1,9,9,9.3%,2019,10
12,Green Bay Packers (GB),3,1,1,1,0,0,0,1,8,8,67.2%,2019,10
13,Indianapolis Colts (IND),3,1,1,1,0,0,0,1,8,8,52.9%,2019,10
14,Chicago Bears (CHI),2,1,0,0,0,0,0,1,8,8,2.2%,2019,10
15,Detroit Lions (DET),5,0,0,0,0,0,0,1,6,6,4.0%,2019,10
16,Tampa Bay Buccaneers (TB),2,1,1,1,0,0,0,1,6,6,84.2%,2019,10
17,Buffalo Bills (BUF),2,0,0,0,0,1,0,1,5,5,96.0%,2019,10
18,Kansas City Chiefs (KC),4,0,1,1,0,0,0,1,5,5,46.4%,2019,10
19,Minnesota Vikings (MIN),1,1,0,0,0,0,0,1,3,3,19.7%,2019,10
20,New Orleans Saints (NO),1,1,0,0,0,0,0,1,3,3,62.8%,2019,10
21,Los Angeles Chargers (LAC),3,0,0,0,0,0,0,1,3,3,42.7%,2019,10
22,Cleveland Browns (CLE),1,0,0,1,0,0,0,1,2,2,42.7%,2019,10
23,Carolina Panthers (CAR),2,0,0,0,0,0,0,1,2,2,7.6%,2019,10
24,New York Giants (NYG),2,0,0,0,0,0,0,1,1,1,24.7%,2019,10
25,Dallas Cowboys (DAL),1,0,0,0,0,0,0,1,0,0,90.0%,2019,10
26,Cincinnati Bengals (CIN),1,1,0,0,0,0,0,1,-1,-1,33.1%,2019,10
