Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,Chicago Bears (CHI),4,3,2,3,1,0,0,1,21,21,2.2%,2019,3
2,New York Jets (NYJ),1,1,1,0,2,0,0,1,16,16,19.1%,2019,3
3,Jacksonville Jaguars (JAC),9,0,1,2,0,0,0,1,15,15,22.8%,2019,3
4,New Orleans Saints (NO),0,0,1,1,1,0,1,1,14,14,62.8%,2019,3
5,New England Patriots (NE),5,1,0,0,0,0,0,1,14,14,52.5%,2019,3
6,Detroit Lions (DET),3,0,2,2,0,0,1,1,13,13,4.0%,2019,3
7,Green Bay Packers (GB),6,1,2,1,0,0,0,1,13,13,67.2%,2019,3
8,Carolina Panthers (CAR),8,2,0,0,0,0,0,1,13,13,7.6%,2019,3
9,Dallas Cowboys (DAL),3,0,1,1,0,0,0,1,12,12,90.0%,2019,3
10,Pittsburgh Steelers (PIT),1,2,3,1,0,0,0,1,11,11,50.2%,2019,3
11,Buffalo Bills (BUF),2,2,2,2,0,0,0,1,11,11,96.0%,2019,3
12,Cleveland Browns (CLE),2,2,1,1,0,0,0,1,9,9,42.7%,2019,3
13,Los Angeles Rams (LAR),3,1,0,1,0,0,0,1,9,9,34.8%,2019,3
14,Houston Texans (HOU),5,0,1,1,0,0,0,1,8,8,0.8%,2019,3
15,Tampa Bay Buccaneers (TB),5,0,2,2,0,0,0,1,8,8,84.2%,2019,3
16,San Francisco 49ers (SF),2,1,1,2,0,0,0,1,7,7,96.0%,2019,3
17,Minnesota Vikings (MIN),4,1,0,0,0,0,0,1,7,7,19.7%,2019,3
18,New York Giants (NYG),4,1,0,0,0,0,0,1,7,7,24.7%,2019,3
19,Cincinnati Bengals (CIN),1,1,1,2,0,0,0,1,5,5,33.1%,2019,3
20,Washington Commanders (WAS),3,1,0,0,0,0,0,1,5,5,51.3%,2019,3
21,Los Angeles Chargers (LAC),2,0,1,0,0,0,0,1,4,4,42.7%,2019,3
22,Seattle Seahawks (SEA),0,0,1,0,0,0,0,1,2,2,15.0%,2019,3
23,Miami Dolphins (MIA),1,1,0,0,0,0,0,1,2,2,24.9%,2019,3
24,Philadelphia Eagles (PHI),0,0,0,0,0,0,0,1,2,2,57.2%,2019,3
25,Kansas City Chiefs (KC),3,0,0,0,0,0,0,1,2,2,46.4%,2019,3
26,Indianapolis Colts (IND),0,1,0,0,0,0,0,1,2,2,52.9%,2019,3
27,Atlanta Falcons (ATL),1,0,0,0,0,0,0,1,1,1,2.7%,2019,3
28,Tennessee Titans (TEN),0,0,0,0,0,0,0,1,1,1,26.8%,2019,3
29,Denver Broncos (DEN),0,0,0,0,0,0,0,1,0,0,32.3%,2019,3
30,Baltimore Ravens (BAL),1,0,0,2,0,0,0,1,0,0,90.6%,2019,3
31,Arizona Cardinals (ARI),2,0,1,2,0,0,0,1,0,0,9.3%,2019,3
32,Las Vegas Raiders (LV),0,0,0,0,0,0,0,1,-1,-1,11.2%,2019,3
