Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),5,1,2,1,1,0,0,1,21,21,52.5%,2019,8
2,San Francisco 49ers (SF),7,3,0,0,0,0,0,1,17,17,96.0%,2019,8
3,Jacksonville Jaguars (JAC),8,3,0,1,0,0,0,1,15,15,22.8%,2019,8
4,Pittsburgh Steelers (PIT),4,2,2,3,0,0,0,1,13,13,50.2%,2019,8
5,Minnesota Vikings (MIN),4,1,1,2,0,0,0,1,12,12,19.7%,2019,8
6,Philadelphia Eagles (PHI),4,0,1,3,0,0,0,1,12,12,57.2%,2019,8
7,Tennessee Titans (TEN),3,2,2,2,0,0,0,1,11,11,26.8%,2019,8
8,Detroit Lions (DET),3,0,1,2,1,0,0,1,11,11,4.0%,2019,8
9,Los Angeles Rams (LAR),5,0,0,0,0,0,0,1,9,9,34.8%,2019,8
10,Seattle Seahawks (SEA),2,1,2,2,0,0,0,1,9,9,15.0%,2019,8
11,Los Angeles Chargers (LAC),4,1,1,0,0,0,0,1,9,9,42.7%,2019,8
12,New Orleans Saints (NO),4,0,0,0,0,0,0,1,8,8,62.8%,2019,8
13,New York Giants (NYG),4,1,1,1,0,0,0,1,8,8,24.7%,2019,8
14,Denver Broncos (DEN),4,0,1,2,0,0,0,1,7,7,32.3%,2019,8
15,Indianapolis Colts (IND),3,0,0,1,0,0,0,1,7,7,52.9%,2019,8
16,Washington Commanders (WAS),3,0,1,1,0,0,0,1,6,6,51.3%,2019,8
17,Cleveland Browns (CLE),3,0,0,0,0,0,0,1,5,5,42.7%,2019,8
18,Tampa Bay Buccaneers (TB),3,0,1,2,0,0,0,1,5,5,84.2%,2019,8
19,Miami Dolphins (MIA),2,1,0,1,0,0,0,1,4,4,24.9%,2019,8
20,Kansas City Chiefs (KC),5,0,0,0,0,0,0,1,4,4,46.4%,2019,8
21,Green Bay Packers (GB),2,0,1,1,0,0,0,1,4,4,67.2%,2019,8
22,Chicago Bears (CHI),1,1,0,0,0,0,0,1,4,4,2.2%,2019,8
23,Buffalo Bills (BUF),3,0,1,1,0,0,0,1,4,4,96.0%,2019,8
24,New York Jets (NYJ),2,0,1,1,0,0,0,1,3,3,19.1%,2019,8
25,Las Vegas Raiders (LV),3,0,0,1,0,0,0,1,3,3,11.2%,2019,8
26,Carolina Panthers (CAR),3,1,0,0,0,1,0,1,3,3,7.6%,2019,8
27,Atlanta Falcons (ATL),2,0,0,0,0,0,0,1,2,2,2.7%,2019,8
28,Arizona Cardinals (ARI),0,1,0,0,0,0,0,1,1,1,9.3%,2019,8
29,Houston Texans (HOU),0,0,0,0,0,0,0,1,0,0,0.8%,2019,8
30,Cincinnati Bengals (CIN),0,0,0,0,0,0,0,1,0,0,33.1%,2019,8
