Rank,Player,SACK,INT,FR,FF,DefTD,SFTY,SpcTD,G,FPTS,FPTS/G,ROST,Season,Week
1,New England Patriots (NE),5,4,0,2,0,0,1,1,25,25,52.5%,2019,4
2,New York Giants (NYG),3,4,0,0,1,0,0,1,24,24,24.7%,2019,4
3,Pittsburgh Steelers (PIT),8,1,1,2,0,0,0,1,19,19,50.2%,2019,4
4,Chicago Bears (CHI),6,0,2,3,0,0,0,1,17,17,2.2%,2019,4
5,Seattle Seahawks (SEA),4,1,0,0,1,0,0,1,16,16,15.0%,2019,4
6,Tampa Bay Buccaneers (TB),2,3,1,1,1,0,0,1,15,15,84.2%,2019,4
7,Carolina Panthers (CAR),6,1,1,1,0,0,0,1,14,14,7.6%,2019,4
8,Kansas City Chiefs (KC),4,0,2,2,1,0,0,1,13,13,46.4%,2019,4
9,Tennessee Titans (TEN),5,0,1,1,0,0,0,1,11,11,26.8%,2019,4
10,New Orleans Saints (NO),1,1,2,2,0,0,0,1,11,11,62.8%,2019,4
11,Dallas Cowboys (DAL),5,1,0,0,0,0,0,1,11,11,90.0%,2019,4
12,Los Angeles Chargers (LAC),5,1,0,2,0,0,0,1,11,11,42.7%,2019,4
13,Cleveland Browns (CLE),4,2,1,1,0,0,0,1,10,10,42.7%,2019,4
14,Las Vegas Raiders (LV),0,1,1,1,1,0,0,1,10,10,11.2%,2019,4
15,Houston Texans (HOU),3,0,3,3,0,0,0,1,10,10,0.8%,2019,4
16,Washington Commanders (WAS),0,2,2,2,0,0,0,1,9,9,51.3%,2019,4
17,Los Angeles Rams (LAR),2,1,0,0,1,0,0,1,6,6,34.8%,2019,4
18,Buffalo Bills (BUF),0,1,0,1,0,0,0,1,6,6,96.0%,2019,4
19,Philadelphia Eagles (PHI),1,1,1,1,0,0,0,1,5,5,57.2%,2019,4
20,Denver Broncos (DEN),5,0,0,1,0,0,0,1,5,5,32.3%,2019,4
21,Detroit Lions (DET),0,0,3,2,0,0,0,1,5,5,4.0%,2019,4
22,Arizona Cardinals (ARI),4,0,0,3,0,0,0,1,4,4,9.3%,2019,4
23,Indianapolis Colts (IND),1,0,1,0,0,0,0,1,3,3,52.9%,2019,4
24,Minnesota Vikings (MIN),1,0,0,0,0,0,0,1,2,2,19.7%,2019,4
25,Jacksonville Jaguars (JAC),0,1,0,0,0,0,0,1,2,2,22.8%,2019,4
26,Cincinnati Bengals (CIN),0,0,1,1,0,0,0,1,2,2,33.1%,2019,4
27,Atlanta Falcons (ATL),0,0,0,3,0,0,0,1,0,0,2.7%,2019,4
28,Miami Dolphins (MIA),1,0,0,0,0,0,0,1,0,0,24.9%,2019,4
29,Green Bay Packers (GB),0,0,0,0,0,0,0,1,-1,-1,67.2%,2019,4
30,Baltimore Ravens (BAL),1,1,0,0,0,0,0,1,-1,-1,90.6%,2019,4
